relation i,relation j,#temporal inverse,#rel_i,P one direction,P two direction
"Reject plan, agreement to settle dispute",Express intent to cooperate economically,1,55,0.01818181818181818,0.013513513513513514
Express intent to cooperate economically,"Reject plan, agreement to settle dispute",1,93,0.010752688172043012,0.013513513513513514
"Reject plan, agreement to settle dispute",Express intent to provide material aid,0,55,0.0,0.0
Express intent to provide material aid,"Reject plan, agreement to settle dispute",0,77,0.0,0.0
"Reject plan, agreement to settle dispute",Demand diplomatic cooperation (such as policy support),0,55,0.0,0.0
Demand diplomatic cooperation (such as policy support),"Reject plan, agreement to settle dispute",0,66,0.0,0.0
"Reject plan, agreement to settle dispute",Express intent to de-escalate military engagement,0,55,0.0,0.0
Express intent to de-escalate military engagement,"Reject plan, agreement to settle dispute",0,31,0.0,0.0
"Reject plan, agreement to settle dispute",Cooperate militarily,0,55,0.0,0.0
Cooperate militarily,"Reject plan, agreement to settle dispute",0,96,0.0,0.0
"Reject plan, agreement to settle dispute",Express intent to settle dispute,0,55,0.0,0.0
Express intent to settle dispute,"Reject plan, agreement to settle dispute",0,54,0.0,0.0
"Reject plan, agreement to settle dispute",Express intent to engage in material cooperation,0,55,0.0,0.0
Express intent to engage in material cooperation,"Reject plan, agreement to settle dispute",0,10,0.0,0.0
"Reject plan, agreement to settle dispute",Appeal for material cooperation,0,55,0.0,0.0
Appeal for material cooperation,"Reject plan, agreement to settle dispute",0,10,0.0,0.0
"Reject plan, agreement to settle dispute",Engage in judicial cooperation,0,55,0.0,0.0
Engage in judicial cooperation,"Reject plan, agreement to settle dispute",0,10,0.0,0.0
"Reject plan, agreement to settle dispute",Assassinate,0,55,0.0,0.0
Assassinate,"Reject plan, agreement to settle dispute",0,44,0.0,0.0
"Reject plan, agreement to settle dispute",Accuse of war crimes,0,55,0.0,0.0
Accuse of war crimes,"Reject plan, agreement to settle dispute",0,7,0.0,0.0
"Reject plan, agreement to settle dispute",Appeal to engage in or accept mediation,0,55,0.0,0.0
Appeal to engage in or accept mediation,"Reject plan, agreement to settle dispute",0,33,0.0,0.0
"Reject plan, agreement to settle dispute",Appeal for intelligence,0,55,0.0,0.0
Appeal for intelligence,"Reject plan, agreement to settle dispute",0,75,0.0,0.0
"Reject plan, agreement to settle dispute",Impose administrative sanctions,0,55,0.0,0.0
Impose administrative sanctions,"Reject plan, agreement to settle dispute",0,133,0.0,0.0
"Reject plan, agreement to settle dispute","Demand meeting, negotiation",0,55,0.0,0.0
"Demand meeting, negotiation","Reject plan, agreement to settle dispute",0,15,0.0,0.0
"Reject plan, agreement to settle dispute",Grant diplomatic recognition,0,55,0.0,0.0
Grant diplomatic recognition,"Reject plan, agreement to settle dispute",0,53,0.0,0.0
"Reject plan, agreement to settle dispute",Appeal for aid,0,55,0.0,0.0
Appeal for aid,"Reject plan, agreement to settle dispute",0,22,0.0,0.0
"Reject plan, agreement to settle dispute",Express intent to provide humanitarian aid,0,55,0.0,0.0
Express intent to provide humanitarian aid,"Reject plan, agreement to settle dispute",0,48,0.0,0.0
"Reject plan, agreement to settle dispute",Carry out suicide bombing,0,55,0.0,0.0
Carry out suicide bombing,"Reject plan, agreement to settle dispute",0,76,0.0,0.0
"Reject plan, agreement to settle dispute",Mobilize or increase armed forces,0,55,0.0,0.0
Mobilize or increase armed forces,"Reject plan, agreement to settle dispute",0,169,0.0,0.0
"Reject plan, agreement to settle dispute",Apologize,0,55,0.0,0.0
Apologize,"Reject plan, agreement to settle dispute",0,33,0.0,0.0
"Reject plan, agreement to settle dispute",Attempt to assassinate,0,55,0.0,0.0
Attempt to assassinate,"Reject plan, agreement to settle dispute",0,11,0.0,0.0
"Reject plan, agreement to settle dispute",Yield,0,55,0.0,0.0
Yield,"Reject plan, agreement to settle dispute",0,93,0.0,0.0
"Reject plan, agreement to settle dispute",Appeal for economic cooperation,0,55,0.0,0.0
Appeal for economic cooperation,"Reject plan, agreement to settle dispute",0,15,0.0,0.0
"Reject plan, agreement to settle dispute",Employ aerial weapons,0,55,0.0,0.0
Employ aerial weapons,"Reject plan, agreement to settle dispute",0,86,0.0,0.0
"Reject plan, agreement to settle dispute",Accede to demands for rights,0,55,0.0,0.0
Accede to demands for rights,"Reject plan, agreement to settle dispute",0,6,0.0,0.0
"Reject plan, agreement to settle dispute",Appeal for rights,0,55,0.0,0.0
Appeal for rights,"Reject plan, agreement to settle dispute",0,9,0.0,0.0
"Reject plan, agreement to settle dispute",Appeal for military aid,0,55,0.0,0.0
Appeal for military aid,"Reject plan, agreement to settle dispute",0,26,0.0,0.0
"Reject plan, agreement to settle dispute",Accuse of human rights abuses,0,55,0.0,0.0
Accuse of human rights abuses,"Reject plan, agreement to settle dispute",0,39,0.0,0.0
"Reject plan, agreement to settle dispute",Demand material aid,0,55,0.0,0.0
Demand material aid,"Reject plan, agreement to settle dispute",0,1,0.0,0.0
"Reject plan, agreement to settle dispute",Appeal to others to settle dispute,0,55,0.0,0.0
Appeal to others to settle dispute,"Reject plan, agreement to settle dispute",0,12,0.0,0.0
"Reject plan, agreement to settle dispute",Express intent to cooperate militarily,0,55,0.0,0.0
Express intent to cooperate militarily,"Reject plan, agreement to settle dispute",0,14,0.0,0.0
"Reject plan, agreement to settle dispute","Threaten with sanctions, boycott, embargo",0,55,0.0,0.0
"Threaten with sanctions, boycott, embargo","Reject plan, agreement to settle dispute",0,6,0.0,0.0
"Reject plan, agreement to settle dispute",Share intelligence or information,0,55,0.0,0.0
Share intelligence or information,"Reject plan, agreement to settle dispute",0,38,0.0,0.0
"Reject plan, agreement to settle dispute",Ease administrative sanctions,0,55,0.0,0.0
Ease administrative sanctions,"Reject plan, agreement to settle dispute",0,146,0.0,0.0
"Reject plan, agreement to settle dispute",Veto,0,55,0.0,0.0
Veto,"Reject plan, agreement to settle dispute",0,6,0.0,0.0
"Reject plan, agreement to settle dispute",Acknowledge or claim responsibility,0,55,0.0,0.0
Acknowledge or claim responsibility,"Reject plan, agreement to settle dispute",0,62,0.0,0.0
"Reject plan, agreement to settle dispute",Appeal to others to meet or negotiate,0,55,0.0,0.0
Appeal to others to meet or negotiate,"Reject plan, agreement to settle dispute",0,28,0.0,0.0
"Reject plan, agreement to settle dispute",Demand release of persons or property,0,55,0.0,0.0
Demand release of persons or property,"Reject plan, agreement to settle dispute",0,5,0.0,0.0
"Reject plan, agreement to settle dispute",Express intent to provide military protection or peacekeeping,0,55,0.0,0.0
Express intent to provide military protection or peacekeeping,"Reject plan, agreement to settle dispute",0,6,0.0,0.0
"Reject plan, agreement to settle dispute","Express intent to ease economic sanctions, boycott, or embargo",0,55,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo","Reject plan, agreement to settle dispute",0,18,0.0,0.0
"Reject plan, agreement to settle dispute",Appeal for judicial cooperation,0,55,0.0,0.0
Appeal for judicial cooperation,"Reject plan, agreement to settle dispute",0,23,0.0,0.0
"Reject plan, agreement to settle dispute",Refuse to de-escalate military engagement,0,55,0.0,0.0
Refuse to de-escalate military engagement,"Reject plan, agreement to settle dispute",0,4,0.0,0.0
"Reject plan, agreement to settle dispute","Impose blockade, restrict movement",0,55,0.0,0.0
"Impose blockade, restrict movement","Reject plan, agreement to settle dispute",0,18,0.0,0.0
"Reject plan, agreement to settle dispute",Threaten with repression,0,55,0.0,0.0
Threaten with repression,"Reject plan, agreement to settle dispute",0,5,0.0,0.0
"Reject plan, agreement to settle dispute",Impose state of emergency or martial law,0,55,0.0,0.0
Impose state of emergency or martial law,"Reject plan, agreement to settle dispute",0,12,0.0,0.0
"Reject plan, agreement to settle dispute",Increase military alert status,0,55,0.0,0.0
Increase military alert status,"Reject plan, agreement to settle dispute",0,27,0.0,0.0
"Reject plan, agreement to settle dispute",Provide military aid,0,55,0.0,0.0
Provide military aid,"Reject plan, agreement to settle dispute",0,88,0.0,0.0
"Reject plan, agreement to settle dispute",Demonstrate military or police power,0,55,0.0,0.0
Demonstrate military or police power,"Reject plan, agreement to settle dispute",0,30,0.0,0.0
"Reject plan, agreement to settle dispute",Demand judicial cooperation,0,55,0.0,0.0
Demand judicial cooperation,"Reject plan, agreement to settle dispute",0,4,0.0,0.0
"Reject plan, agreement to settle dispute",Express intent to provide military aid,1,55,0.01818181818181818,0.013605442176870748
Express intent to provide military aid,"Reject plan, agreement to settle dispute",1,92,0.010869565217391304,0.013605442176870748
"Reject plan, agreement to settle dispute",Threaten non-force,0,55,0.0,0.0
Threaten non-force,"Reject plan, agreement to settle dispute",0,10,0.0,0.0
"Reject plan, agreement to settle dispute",Conduct strike or boycott,0,55,0.0,0.0
Conduct strike or boycott,"Reject plan, agreement to settle dispute",0,32,0.0,0.0
"Reject plan, agreement to settle dispute",Expel or withdraw peacekeepers,0,55,0.0,0.0
Expel or withdraw peacekeepers,"Reject plan, agreement to settle dispute",0,4,0.0,0.0
"Reject plan, agreement to settle dispute","Demand change in institutions, regime",0,55,0.0,0.0
"Demand change in institutions, regime","Reject plan, agreement to settle dispute",0,8,0.0,0.0
"Reject plan, agreement to settle dispute","Accede to demands for change in institutions, regime",0,55,0.0,0.0
"Accede to demands for change in institutions, regime","Reject plan, agreement to settle dispute",0,3,0.0,0.0
"Reject plan, agreement to settle dispute","Appeal for easing of economic sanctions, boycott, or embargo",0,55,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo","Reject plan, agreement to settle dispute",0,1,0.0,0.0
"Reject plan, agreement to settle dispute",Express intent to mediate,0,55,0.0,0.0
Express intent to mediate,"Reject plan, agreement to settle dispute",0,14,0.0,0.0
"Reject plan, agreement to settle dispute",Decline comment,0,55,0.0,0.0
Decline comment,"Reject plan, agreement to settle dispute",0,22,0.0,0.0
"Reject plan, agreement to settle dispute","Refuse to ease economic sanctions, boycott, or embargo",0,55,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo","Reject plan, agreement to settle dispute",0,4,0.0,0.0
"Reject plan, agreement to settle dispute",Reject judicial cooperation,0,55,0.0,0.0
Reject judicial cooperation,"Reject plan, agreement to settle dispute",0,1,0.0,0.0
"Reject plan, agreement to settle dispute","Return, release property",0,55,0.0,0.0
"Return, release property","Reject plan, agreement to settle dispute",0,10,0.0,0.0
"Reject plan, agreement to settle dispute",Express intent to accept mediation,0,55,0.0,0.0
Express intent to accept mediation,"Reject plan, agreement to settle dispute",0,8,0.0,0.0
"Reject plan, agreement to settle dispute",Accuse of aggression,0,55,0.0,0.0
Accuse of aggression,"Reject plan, agreement to settle dispute",0,7,0.0,0.0
"Reject plan, agreement to settle dispute",Investigate human rights abuses,0,55,0.0,0.0
Investigate human rights abuses,"Reject plan, agreement to settle dispute",0,3,0.0,0.0
"Reject plan, agreement to settle dispute","Accuse of crime, corruption",0,55,0.0,0.0
"Accuse of crime, corruption","Reject plan, agreement to settle dispute",0,64,0.0,0.0
"Reject plan, agreement to settle dispute",Demonstrate for leadership change,0,55,0.0,0.0
Demonstrate for leadership change,"Reject plan, agreement to settle dispute",0,27,0.0,0.0
"Reject plan, agreement to settle dispute",Demand change in leadership,0,55,0.0,0.0
Demand change in leadership,"Reject plan, agreement to settle dispute",0,64,0.0,0.0
"Reject plan, agreement to settle dispute",Reject material cooperation,0,55,0.0,0.0
Reject material cooperation,"Reject plan, agreement to settle dispute",0,3,0.0,0.0
"Reject plan, agreement to settle dispute","Investigate crime, corruption",0,55,0.0,0.0
"Investigate crime, corruption","Reject plan, agreement to settle dispute",0,28,0.0,0.0
"Reject plan, agreement to settle dispute","Appeal for change in institutions, regime",0,55,0.0,0.0
"Appeal for change in institutions, regime","Reject plan, agreement to settle dispute",0,20,0.0,0.0
"Reject plan, agreement to settle dispute",Express intent to ease administrative sanctions,0,55,0.0,0.0
Express intent to ease administrative sanctions,"Reject plan, agreement to settle dispute",0,7,0.0,0.0
"Reject plan, agreement to settle dispute",Receive inspectors,0,55,0.0,0.0
Receive inspectors,"Reject plan, agreement to settle dispute",0,2,0.0,0.0
"Reject plan, agreement to settle dispute",Increase police alert status,0,55,0.0,0.0
Increase police alert status,"Reject plan, agreement to settle dispute",0,25,0.0,0.0
"Reject plan, agreement to settle dispute",Defend verbally,0,55,0.0,0.0
Defend verbally,"Reject plan, agreement to settle dispute",0,25,0.0,0.0
"Reject plan, agreement to settle dispute",Threaten to halt negotiations,0,55,0.0,0.0
Threaten to halt negotiations,"Reject plan, agreement to settle dispute",0,1,0.0,0.0
"Reject plan, agreement to settle dispute",Reduce or stop military assistance,0,55,0.0,0.0
Reduce or stop military assistance,"Reject plan, agreement to settle dispute",0,8,0.0,0.0
"Reject plan, agreement to settle dispute",Demand settling of dispute,0,55,0.0,0.0
Demand settling of dispute,"Reject plan, agreement to settle dispute",0,5,0.0,0.0
"Reject plan, agreement to settle dispute",Conduct hunger strike,0,55,0.0,0.0
Conduct hunger strike,"Reject plan, agreement to settle dispute",0,3,0.0,0.0
"Reject plan, agreement to settle dispute",Demand intelligence cooperation,0,55,0.0,0.0
Demand intelligence cooperation,"Reject plan, agreement to settle dispute",0,15,0.0,0.0
"Reject plan, agreement to settle dispute",Demand mediation,0,55,0.0,0.0
Demand mediation,"Reject plan, agreement to settle dispute",0,3,0.0,0.0
"Reject plan, agreement to settle dispute",Express intent to cooperate on intelligence,0,55,0.0,0.0
Express intent to cooperate on intelligence,"Reject plan, agreement to settle dispute",0,8,0.0,0.0
Demand de-escalation of military engagement,Coerce,0,12,0.0,0.0
Coerce,Demand de-escalation of military engagement,0,95,0.0,0.0
Demand de-escalation of military engagement,Express accord,0,12,0.0,0.0
Express accord,Demand de-escalation of military engagement,0,79,0.0,0.0
Demand de-escalation of military engagement,"Declare truce, ceasefire",1,12,0.08333333333333333,0.05714285714285714
"Declare truce, ceasefire",Demand de-escalation of military engagement,1,23,0.043478260869565216,0.05714285714285714
Demand de-escalation of military engagement,Complain officially,0,12,0.0,0.0
Complain officially,Demand de-escalation of military engagement,0,109,0.0,0.0
Demand de-escalation of military engagement,"Return, release person(s)",0,12,0.0,0.0
"Return, release person(s)",Demand de-escalation of military engagement,0,357,0.0,0.0
Demand de-escalation of military engagement,Refuse to yield,0,12,0.0,0.0
Refuse to yield,Demand de-escalation of military engagement,0,37,0.0,0.0
Demand de-escalation of military engagement,Reduce relations,0,12,0.0,0.0
Reduce relations,Demand de-escalation of military engagement,0,188,0.0,0.0
Demand de-escalation of military engagement,Bring lawsuit against,0,12,0.0,0.0
Bring lawsuit against,Demand de-escalation of military engagement,0,142,0.0,0.0
Demand de-escalation of military engagement,Engage in mass expulsion,0,12,0.0,0.0
Engage in mass expulsion,Demand de-escalation of military engagement,0,1,0.0,0.0
Demand de-escalation of military engagement,Impose restrictions on political freedoms,0,12,0.0,0.0
Impose restrictions on political freedoms,Demand de-escalation of military engagement,0,54,0.0,0.0
Demand de-escalation of military engagement,"Obstruct passage, block",0,12,0.0,0.0
"Obstruct passage, block",Demand de-escalation of military engagement,0,58,0.0,0.0
