head,relation,tail,time
Labor Union (Nigeria),Accuse,Citizen (Nigeria),2014-09-03
Labor Union (Nigeria),Threaten,Citizen (Nigeria),2014-02-14
Labor Union (Nigeria),Engage in symbolic act,Citizen (Nigeria),2014-09-29
Labor Union (Nigeria),Accuse,Citizen (Nigeria),2014-09-15
Labor Union (Nigeria),Appeal for diplomatic cooperation (such as policy support),Citizen (Nigeria),2014-02-27
Labor Union (Nigeria),Make pessimistic comment,Citizen (Nigeria),2014-10-22
Labor Union (Nigeria),Threaten,Citizen (Nigeria),2014-02-19
Labor Union (Nigeria),Criticize or denounce,Citizen (Nigeria),2014-07-28
Labor Union (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-08-05
Labor Union (Nigeria),Express intent to engage in diplomatic cooperation (such as policy support),Citizen (Nigeria),2014-05-23
Labor Union (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-09-22
Labor Union (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-09-03
Labor Union (Nigeria),Praise or endorse,Government (Nigeria),2014-09-09
Labor Union (Nigeria),Make pessimistic comment,Government (Nigeria),2014-08-22
Labor Union (Nigeria),Reject,Government (Nigeria),2014-01-08
Labor Union (Nigeria),Make an appeal or request,Government (Nigeria),2014-06-13
Labor Union (Nigeria),Make an appeal or request,Government (Nigeria),2014-08-05
Labor Union (Nigeria),Make an appeal or request,Government (Nigeria),2014-01-09
Labor Union (Nigeria),Make an appeal or request,Government (Nigeria),2014-08-25
Labor Union (Nigeria),Praise or endorse,Government (Nigeria),2014-07-14
Labor Union (Nigeria),Make an appeal or request,Government (Nigeria),2014-05-02
Labor Union (Nigeria),Make an appeal or request,Government (Nigeria),2014-05-26
Labor Union (Nigeria),Make an appeal or request,Government (Nigeria),2014-11-26
Labor Union (Nigeria),Consult,Government (Nigeria),2014-03-27
Labor Union (Nigeria),Make an appeal or request,Government (Nigeria),2014-12-22
Labor Union (Nigeria),Make an appeal or request,Government (Nigeria),2014-04-21
Labor Union (Nigeria),Make an appeal or request,Government (Nigeria),2014-03-17
Labor Union (Nigeria),Sign formal agreement,Government (Nigeria),2014-01-13
Labor Union (Nigeria),Make an appeal or request,Government (Nigeria),2014-12-19
Labor Union (Nigeria),Make an appeal or request,Government (Nigeria),2014-04-02
Labor Union (Nigeria),Praise or endorse,Government (Nigeria),2014-11-26
Labor Union (Nigeria),Make an appeal or request,Government (Nigeria),2014-09-22
Labor Union (Nigeria),Demand,Government (Nigeria),2014-02-27
Labor Union (Nigeria),Praise or endorse,Government (Nigeria),2014-04-11
Labor Union (Nigeria),Make statement,Government (Nigeria),2014-01-10
Labor Union (Nigeria),Make statement,Government (Nigeria),2014-09-24
Labor Union (Nigeria),Make an appeal or request,Government (Nigeria),2014-05-12
Labor Union (Nigeria),Make an appeal or request,Labor and Employment Ministry (Nigeria),2014-02-10
Labor Union (Nigeria),Consult,Labor and Employment Ministry (Nigeria),2014-12-19
Labor Union (Nigeria),Criticize or denounce,Other Authorities / Officials (Nigeria),2014-10-08
Labor Union (Nigeria),Criticize or denounce,Other Authorities / Officials (Nigeria),2014-10-13
Labor Union (Nigeria),Make an appeal or request,Other Authorities / Officials (Nigeria),2014-07-01
Labor and Employment Ministry (Australia),Decline comment,Citizen (Australia),2014-05-01
Labor and Employment Ministry (Australia),Accuse,Citizen (Australia),2014-05-02
Labor and Employment Ministry (Australia),"Reject proposal to meet, discuss, or negotiate",Citizen (Australia),2014-05-01
Labor and Employment Ministry (Australia),Express intent to cooperate,Citizen (Australia),2014-03-26
Labor and Employment Ministry (Bahrain),Make statement,Bahrain,2014-03-16
Labor and Employment Ministry (Bahrain),Make optimistic comment,Bahrain,2014-05-27
Labor and Employment Ministry (Bahrain),Make statement,Bahrain,2014-07-08
Labor and Employment Ministry (Bahrain),Make statement,Bahrain,2014-11-12
Labor and Employment Ministry (Bahrain),Make statement,Bahrain,2014-06-05
Labor and Employment Ministry (Bahrain),Consult,Business (Bahrain),2014-01-31
Labor and Employment Ministry (Bahrain),Consult,Business (Bahrain),2014-04-05
Labor and Employment Ministry (Bahrain),Consult,Head of Government (Bahrain),2014-02-12
Labor and Employment Ministry (Bahrain),Consult,Head of Government (Bahrain),2014-01-09
Labor and Employment Ministry (Bahrain),Consult,Head of Government (Bahrain),2014-09-12
Labor and Employment Ministry (Bahrain),Consult,Head of Government (Bahrain),2014-05-22
Labor and Employment Ministry (Bahrain),Consult,House of Representatives (Bahrain),2014-04-10
Labor and Employment Ministry (Bahrain),Consult,House of Representatives (Bahrain),2014-03-14
Labor and Employment Ministry (Botswana),Make statement,Government (Botswana),2014-12-22
Labor and Employment Ministry (Botswana),Make statement,Government (Botswana),2014-12-04
Labor and Employment Ministry (Nigeria),Make statement,Government (Nigeria),2014-05-09
Labor and Employment Ministry (Nigeria),Make statement,Government (Nigeria),2014-02-13
Labor and Employment Ministry (Nigeria),Make statement,Labor Union (Nigeria),2014-09-09
Labor and Employment Ministry (Nigeria),Consult,Labor Union (Nigeria),2014-12-19
Labor and Employment Ministry (Tanzania),Make an appeal or request,Citizen (Tanzania),2014-12-12
Labor and Employment Ministry (Tanzania),Make an appeal or request,Citizen (Tanzania),2014-10-13
Lal Singh,Sexually assault,Citizen (India),2014-05-03
Lal Singh,Sexually assault,Citizen (India),2014-05-04
Laos,Consult,Cambodia,2014-08-31
Laos,Sign formal agreement,Cambodia,2014-02-06
Laos,Engage in diplomatic cooperation,Cambodia,2014-09-03
Laos,Cooperate economically,Cambodia,2014-12-15
Laos,Express intent to cooperate,Cambodia,2014-06-27
Laos,Express intent to engage in diplomatic cooperation (such as policy support),Cambodia,2014-11-17
Laos,Cooperate economically,Cambodia,2014-12-12
Laos,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-02-28
Laos,Make optimistic comment,China,2014-07-29
Laos,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-09-02
Laos,Engage in negotiation,China,2014-10-21
Laos,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-09-04
Laos,Host a visit,Gen Prayut Chan-o-cha,2014-11-27
Laos,Host a visit,Gen Prayut Chan-o-cha,2014-12-22
Laos,Engage in negotiation,Ministry of Public Security (China),2014-09-04
Laos,Engage in negotiation,Ministry of Public Security (China),2014-09-02
Laos,Consult,Myanmar,2014-11-13
Laos,Consult,Myanmar,2014-04-12
Laos,Cooperate economically,Myanmar,2014-12-15
Laos,Consult,Myanmar,2014-08-31
Laos,Host a visit,Nguyen Phu Trong,2014-04-17
Laos,Host a visit,Nguyen Phu Trong,2014-04-14
Laos,Host a visit,Nguyen Xuan Phuc,2014-12-09
Laos,Host a visit,Nguyen Xuan Phuc,2014-12-10
Laos,Host a visit,Nguyen Xuan Phuc,2014-12-12
Laos,Host a visit,North Korea,2014-08-02
Laos,Engage in diplomatic cooperation,North Korea,2014-11-08
Laos,Engage in diplomatic cooperation,North Korea,2014-12-02
Laos,Engage in diplomatic cooperation,North Korea,2014-10-25
Laos,Host a visit,Pham Binh Minh,2014-12-05
Laos,Host a visit,Pham Binh Minh,2014-12-12
Laos,Host a visit,Pham Binh Minh,2014-12-04
Laos,Consult,Thailand,2014-04-12
Laos,Cooperate economically,Thailand,2014-12-12
Laos,Cooperate economically,Thailand,2014-12-15
Laos,Express intent to cooperate,Thailand,2014-11-27
Laos,Consult,Thailand,2014-11-13
Laos,Express intent to meet or negotiate,Thailand,2014-09-23
Laos,Express intent to meet or negotiate,Thailand,2014-11-21
Laos,Engage in diplomatic cooperation,Thailand,2014-12-12
Laos,Make statement,Thailand,2014-07-01
Laos,Express intent to meet or negotiate,Thailand,2014-04-08
Laos,Engage in negotiation,Thailand,2014-11-27
Laos,Praise or endorse,Vietnam,2014-04-17
Laos,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2014-07-28
Laos,Sign formal agreement,Vietnam,2014-12-03
Laos,Cooperate economically,Vietnam,2014-12-15
Laos,Consult,Vietnam,2014-08-31
Laos,Engage in diplomatic cooperation,Vietnam,2014-12-12
Laos,Praise or endorse,Vietnam,2014-09-05
Laos,Consult,Vietnam,2014-11-13
Laos,Engage in diplomatic cooperation,Vietnam,2014-12-16
Laos,Praise or endorse,Vietnam,2014-12-12
Laos,Make a visit,Vietnam,2014-02-26
Laos,Praise or endorse,Vietnam,2014-07-10
Laos,Express intent to cooperate,Vietnam,2014-06-27
Laos,Consult,Vietnam,2014-07-29
Laos,Cooperate economically,Vietnam,2014-12-12
Laos,Praise or endorse,Vietnam,2014-08-03
Lapo Pistelli,Host a visit,Majid Takht Ravanchi,2014-12-02
Lapo Pistelli,Consult,Majid Takht Ravanchi,2014-12-03
Lawmaker (Argentina),Consult,City Mayor (Argentina),2014-05-08
Lawmaker (Argentina),Sign formal agreement,City Mayor (Argentina),2014-11-19
Lawmaker (Argentina),Consult,City Mayor (Argentina),2014-02-22
Lawmaker (Argentina),Make statement,Cristina Fernández de Kirchner,2014-12-07
Lawmaker (Argentina),Make statement,Cristina Fernández de Kirchner,2014-11-09
Lawmaker (Argentina),Host a visit,Daniel Scioli,2014-10-16
Lawmaker (Argentina),Make statement,Daniel Scioli,2014-03-05
Lawmaker (Argentina),Praise or endorse,Daniel Scioli,2014-08-22
Lawmaker (Argentina),Accuse,Government (Argentina),2014-03-18
Lawmaker (Argentina),Make statement,Government (Argentina),2014-08-15
Lawmaker (Argentina),Criticize or denounce,Government (Argentina),2014-03-20
Lawmaker (Argentina),Make statement,Government (Argentina),2014-04-30
Lawmaker (Argentina),Accuse,Government (Argentina),2014-12-30
Lawmaker (Argentina),Make statement,Government (Argentina),2014-05-04
Lawmaker (Argentina),Criticize or denounce,Government (Argentina),2014-02-18
Lawmaker (Argentina),Criticize or denounce,Lawyer/Attorney (Argentina),2014-07-07
Lawmaker (Argentina),Criticize or denounce,Lawyer/Attorney (Argentina),2014-12-09
Lawmaker (Argentina),Make statement,Lawyer/Attorney (Argentina),2014-12-09
Lawmaker (Argentina),Investigate,Lawyer/Attorney (Argentina),2014-02-10
Lawmaker (Argentina),Praise or endorse,Sergio Massa,2014-10-21
Lawmaker (Argentina),Consult,Sergio Massa,2014-10-09
Lawmaker (Greece),Reject,Antonis Samaras,2014-12-17
Lawmaker (Greece),Reject,Antonis Samaras,2014-12-31
Lawmaker (Hong Kong),Make statement,Other Authorities / Officials (Hong Kong),2014-12-10
Lawmaker (Hong Kong),Consult,Other Authorities / Officials (Hong Kong),2014-12-09
Lawmaker (Hong Kong),Engage in material cooperation,Police (Hong Kong),2014-11-20
Lawmaker (Hong Kong),Criticize or denounce,Police (Hong Kong),2014-11-27
Lawmaker (Hong Kong),Engage in material cooperation,Student (Hong Kong),2014-10-10
Lawmaker (Hong Kong),Engage in negotiation,Student (Hong Kong),2014-12-12
Lawmaker (Iraq),Consult,Barack Obama,2014-06-18
Lawmaker (Iraq),Consult,Barack Obama,2014-06-19
Lawmaker (Iraq),Make an appeal or request,Haider Al-Abadi,2014-09-09
Lawmaker (Iraq),Praise or endorse,Haider Al-Abadi,2014-09-11
Lawmaker (Iraq),Praise or endorse,Haider Al-Abadi,2014-09-09
Lawmaker (Iraq),Make statement,Haider Al-Abadi,2014-09-08
Lawmaker (Iraq),Make optimistic comment,Iran,2014-06-02
Lawmaker (Iraq),Praise or endorse,Iran,2014-06-02
Lawmaker (Iraq),Consult,Legislature (Iraq),2014-07-01
Lawmaker (Iraq),Consult,Legislature (Iraq),2014-07-24
Lawmaker (Iraq),Make pessimistic comment,Nuri al-Maliki,2014-07-24
Lawmaker (Iraq),Praise or endorse,Nuri al-Maliki,2014-07-05
Lawmaker (Iraq),Make statement,Party Member (Iraq),2014-09-08
Lawmaker (Iraq),Criticize or denounce,Party Member (Iraq),2014-10-19
Lawmaker (Iraq),Make statement,Party Member (Iraq),2014-09-09
Lawmaker (Iraq),Praise or endorse,Party Member (Iraq),2014-09-09
Lawmaker (Japan),Make a visit,China,2014-05-07
Lawmaker (Japan),Express intent to meet or negotiate,China,2014-05-04
Lawmaker (Japan),Make a visit,China,2014-05-06
Lawmaker (Japan),Make a visit,China,2014-05-05
Lawmaker (Japan),Express intent to meet or negotiate,China,2014-03-22
Lawmaker (Japan),Make a visit,China,2014-05-04
Lawmaker (Japan),Make a visit,China,2014-05-08
Lawmaker (Japan),Investigate,China,2014-03-12
Lawmaker (Japan),Engage in negotiation,Iran,2014-12-21
Lawmaker (Japan),Engage in negotiation,Iran,2014-12-23
Lawmaker (Japan),Make pessimistic comment,Japan,2014-10-09
Lawmaker (Japan),Express intent to meet or negotiate,Japan,2014-10-16
Lawmaker (Japan),Demand,Japan,2014-10-09
Lawmaker (Japan),Make pessimistic comment,Japan,2014-07-15
Lawmaker (Japan),Make statement,Japan,2014-11-06
Lawmaker (Japan),Make a visit,North Korea,2014-07-11
Lawmaker (Japan),Express intent to meet or negotiate,North Korea,2014-04-17
Lawmaker (Japan),Make a visit,North Korea,2014-07-09
Lawmaker (Japan),Make statement,North Korea,2014-07-14
Lawmaker (Japan),Consult,Yu Zhengsheng,2014-06-24
Lawmaker (Japan),Express intent to meet or negotiate,Yu Zhengsheng,2014-05-07
Lawmaker (Japan),Engage in negotiation,Yu Zhengsheng,2014-05-09
Lawmaker (Japan),Engage in negotiation,Zhang Dejiang,2014-05-05
Lawmaker (Japan),Consult,Zhang Dejiang,2014-05-06
Lawmaker (Japan),Engage in negotiation,Zhang Dejiang,2014-05-06
Lawmaker (Japan),Express intent to meet or negotiate,Zhang Dejiang,2014-05-04
Lawmaker (Latvia),Praise or endorse,Government (Latvia),2014-11-05
Lawmaker (Latvia),Criticize or denounce,Government (Latvia),2014-01-22
Lawmaker (Latvia),Criticize or denounce,Government (Latvia),2014-12-11
Lawmaker (Lebanon),Engage in diplomatic cooperation,Hezbollah,2014-04-30
Lawmaker (Lebanon),Accuse,Hezbollah,2014-02-10
Lawmaker (Lebanon),Engage in diplomatic cooperation,Hezbollah,2014-05-24
Lawmaker (Lebanon),Engage in diplomatic cooperation,Hezbollah,2014-05-15
Lawmaker (Lebanon),Consult,Legislature (Lebanon),2014-04-24
Lawmaker (Lebanon),Consider policy option,Legislature (Lebanon),2014-05-15
Lawmaker (Lebanon),"Threaten with political dissent, protest",Legislature (Lebanon),2014-05-15
Lawmaker (Lebanon),Conduct strike or boycott,Legislature (Lebanon),2014-05-15
Lawmaker (Russia),Reject,Arsen Avakov,2014-07-14
Lawmaker (Russia),Deny responsibility,Arsen Avakov,2014-07-14
Lawmaker (Russia),Make statement,Catherine Ashton,2014-03-06
Lawmaker (Russia),Make statement,Catherine Ashton,2014-03-07
Lawmaker (Russia),Appeal for intelligence,Lawyer/Attorney (Russia),2014-04-10
Lawmaker (Russia),Make an appeal or request,Lawyer/Attorney (Russia),2014-01-31
Lawmaker (Russia),Make an appeal or request,Lawyer/Attorney (Russia),2014-02-08
Lawmaker (South Korea),Demand,Citizen (South Korea),2014-07-09
Lawmaker (South Korea),Physically assault,Citizen (South Korea),2014-07-31
Lawmaker (South Korea),Complain officially,Citizen (South Korea),2014-09-25
Lawmaker (South Korea),Make pessimistic comment,Citizen (South Korea),2014-08-19
Lawmaker (South Korea),Make pessimistic comment,Citizen (South Korea),2014-11-25
Lawmaker (South Korea),Demand,Head of Government (South Korea),2014-12-05
Lawmaker (South Korea),Criticize or denounce,Head of Government (South Korea),2014-05-28
Lawmaker (South Korea),Express intent to meet or negotiate,North Korea,2014-12-12
Lawmaker (South Korea),Make a visit,North Korea,2014-12-15
Lawmaker (South Korea),Criticize or denounce,South Korea,2014-11-25
Lawmaker (South Korea),"Defy norms, law",South Korea,2014-05-29
Lawmaker (South Korea),Make statement,South Korea,2014-02-17
Lawmaker (Switzerland),Express intent to meet or negotiate,Iran,2014-04-09
Lawmaker (Switzerland),Express intent to meet or negotiate,Iran,2014-04-14
Lawmaker (Ukraine),Make an appeal or request,Constitutional Court of Ukraine,2014-05-17
Lawmaker (Ukraine),Make an appeal or request,Constitutional Court of Ukraine,2014-05-16
Lawmaker (Ukraine),Consult,Verkhovna Rada,2014-09-26
Lawmaker (Ukraine),Make an appeal or request,Verkhovna Rada,2014-02-04
Lawmaker (Ukraine),Express intent to release persons or property,Yulia Tymoshenko,2014-02-23
Lawmaker (Ukraine),Praise or endorse,Yulia Tymoshenko,2014-02-23
Lawmaker (Ukraine),Express intent to release persons or property,Yulia Tymoshenko,2014-02-24
Lawmaker (United Kingdom),Criticize or denounce,China,2014-12-02
Lawmaker (United Kingdom),Reduce or break diplomatic relations,China,2014-12-02
Lawmaker (United Kingdom),Express intent to meet or negotiate,China,2014-09-06
Lawmaker (United Kingdom),Reject,Conservative Party (United Kingdom),2014-08-29
Lawmaker (United Kingdom),Reject,Conservative Party (United Kingdom),2014-10-23
Lawmaker (United Kingdom),Make a visit,Iran,2014-01-04
Lawmaker (United Kingdom),Make a visit,Iran,2014-01-08
Lawmaker (United Kingdom),Make a visit,Iran,2014-01-28
Lawmaker (United States),Make a visit,Afghanistan,2014-03-25
Lawmaker (United States),Make a visit,Afghanistan,2014-07-09
Lawmaker (United States),Express intent to meet or negotiate,China,2014-05-23
Lawmaker (United States),Criticize or denounce,China,2014-05-09
Lawmaker (United States),Make pessimistic comment,China,2014-01-30
Lawmaker (United States),Appeal for change in leadership,Eric Ken Shinseki,2014-05-31
Lawmaker (United States),Demand,Eric Ken Shinseki,2014-06-01
Lawmaker (United States),Make an appeal or request,France,2014-05-30
Lawmaker (United States),Make an appeal or request,France,2014-05-29
Lawmaker (United States),Make pessimistic comment,Iran,2014-04-01
Lawmaker (United States),"Impose embargo, boycott, or sanctions",Iran,2014-09-26
Lawmaker (United States),Make pessimistic comment,Iran,2014-10-03
Lawmaker (United States),"Impose embargo, boycott, or sanctions",Iran,2014-09-27
Lawmaker (United States),Make a visit,Japan,2014-04-14
Lawmaker (United States),Appeal for diplomatic cooperation (such as policy support),Japan,2014-12-18
Lawmaker (United States),Make a visit,Japan,2014-05-05
Lawmaker (United States),Criticize or denounce,Japan,2014-12-18
Lawmaker (United States),Praise or endorse,Japan,2014-07-29
Lawmaker (United States),Make statement,Myanmar,2014-08-01
Lawmaker (United States),Make statement,Myanmar,2014-04-29
Lawmaker (United States),Make an appeal or request,North Atlantic Treaty Organization,2014-05-29
Lawmaker (United States),Make an appeal or request,North Atlantic Treaty Organization,2014-05-30
Lawmaker (United States),Criticize or denounce,Nuri al-Maliki,2014-06-17
Lawmaker (United States),Use conventional military force,Nuri al-Maliki,2014-02-06
Lawmaker (Zambia),Demonstrate or rally,Michael Sata,2014-03-04
Lawmaker (Zambia),Demand,Michael Sata,2014-03-04
Lawrence Springborg,Make statement,Medical Personnel (Australia),2014-04-15
Lawrence Springborg,Make statement,Medical Personnel (Australia),2014-05-15
Lawyer/Attorney (Argentina),Consult,Attorney General (Argentina),2014-07-18
Lawyer/Attorney (Argentina),Make an appeal or request,Attorney General (Argentina),2014-07-30
Lawyer/Attorney (Argentina),Make statement,Attorney General (Argentina),2014-07-21
