relation i,relation j,#evolve,#rel_i,P one direction,P two direction
Appeal for easing of administrative sanctions,Accuse of aggression,0,13,0.0,0.0
Accuse of aggression,Appeal for easing of administrative sanctions,0,7,0.0,0.0
Appeal for easing of administrative sanctions,Demand settling of dispute,0,13,0.0,0.0
Demand settling of dispute,Appeal for easing of administrative sanctions,0,5,0.0,0.0
Appeal for easing of administrative sanctions,"Express intent to ease economic sanctions, boycott, or embargo",0,13,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Appeal for easing of administrative sanctions,0,18,0.0,0.0
Appeal for easing of administrative sanctions,Mobilize or increase police power,0,13,0.0,0.0
Mobilize or increase police power,Appeal for easing of administrative sanctions,0,25,0.0,0.0
Appeal for easing of administrative sanctions,Demonstrate military or police power,0,13,0.0,0.0
Demonstrate military or police power,Appeal for easing of administrative sanctions,0,30,0.0,0.0
Appeal for easing of administrative sanctions,"Demand change in institutions, regime",0,13,0.0,0.0
"Demand change in institutions, regime",Appeal for easing of administrative sanctions,0,8,0.0,0.0
Appeal for easing of administrative sanctions,Express intent to cooperate militarily,0,13,0.0,0.0
Express intent to cooperate militarily,Appeal for easing of administrative sanctions,0,14,0.0,0.0
Appeal for easing of administrative sanctions,Reduce or stop military assistance,0,13,0.0,0.0
Reduce or stop military assistance,Appeal for easing of administrative sanctions,0,8,0.0,0.0
Appeal for easing of administrative sanctions,"Defy norms, law",0,13,0.0,0.02857142857142857
"Defy norms, law",Appeal for easing of administrative sanctions,2,57,0.03508771929824561,0.02857142857142857
Appeal for easing of administrative sanctions,Demand that target yields,0,13,0.0,0.047619047619047616
Demand that target yields,Appeal for easing of administrative sanctions,1,8,0.125,0.047619047619047616
Appeal for easing of administrative sanctions,Threaten non-force,0,13,0.0,0.0
Threaten non-force,Appeal for easing of administrative sanctions,0,10,0.0,0.0
Appeal for easing of administrative sanctions,"Ease economic sanctions, boycott, embargo",0,13,0.0,0.0
"Ease economic sanctions, boycott, embargo",Appeal for easing of administrative sanctions,0,21,0.0,0.0
Appeal for easing of administrative sanctions,Impose state of emergency or martial law,0,13,0.0,0.0
Impose state of emergency or martial law,Appeal for easing of administrative sanctions,0,12,0.0,0.0
Appeal for easing of administrative sanctions,Ease state of emergency or martial law,0,13,0.0,0.0
Ease state of emergency or martial law,Appeal for easing of administrative sanctions,0,1,0.0,0.0
Appeal for easing of administrative sanctions,"Accede to demands for change in institutions, regime",0,13,0.0,0.0
"Accede to demands for change in institutions, regime",Appeal for easing of administrative sanctions,0,3,0.0,0.0
Appeal for easing of administrative sanctions,Express intent to yield,0,13,0.0,0.0
Express intent to yield,Appeal for easing of administrative sanctions,0,8,0.0,0.0
Appeal for easing of administrative sanctions,Share intelligence or information,0,13,0.0,0.0
Share intelligence or information,Appeal for easing of administrative sanctions,0,38,0.0,0.0
Appeal for easing of administrative sanctions,"Accuse of espionage, treason",0,13,0.0,0.0
"Accuse of espionage, treason",Appeal for easing of administrative sanctions,0,14,0.0,0.0
Appeal for easing of administrative sanctions,Receive inspectors,0,13,0.0,0.0
Receive inspectors,Appeal for easing of administrative sanctions,0,2,0.0,0.0
Appeal for easing of administrative sanctions,Increase military alert status,0,13,0.0,0.0
Increase military alert status,Appeal for easing of administrative sanctions,0,27,0.0,0.0
Appeal for easing of administrative sanctions,Attempt to assassinate,0,13,0.0,0.0
Attempt to assassinate,Appeal for easing of administrative sanctions,0,11,0.0,0.0
Appeal for easing of administrative sanctions,Refuse to yield,0,13,0.0,0.0
Refuse to yield,Appeal for easing of administrative sanctions,0,37,0.0,0.0
Appeal for easing of administrative sanctions,Veto,0,13,0.0,0.0
Veto,Appeal for easing of administrative sanctions,0,6,0.0,0.0
Appeal for easing of administrative sanctions,Complain officially,0,13,0.0,0.0
Complain officially,Appeal for easing of administrative sanctions,0,109,0.0,0.0
Appeal for easing of administrative sanctions,Reduce or stop economic assistance,0,13,0.0,0.0
Reduce or stop economic assistance,Appeal for easing of administrative sanctions,0,8,0.0,0.0
Appeal for easing of administrative sanctions,"Impose blockade, restrict movement",0,13,0.0,0.0
"Impose blockade, restrict movement",Appeal for easing of administrative sanctions,0,18,0.0,0.0
Appeal for easing of administrative sanctions,Express intent to provide military protection or peacekeeping,0,13,0.0,0.0
Express intent to provide military protection or peacekeeping,Appeal for easing of administrative sanctions,0,6,0.0,0.0
Appeal for easing of administrative sanctions,Halt mediation,0,13,0.0,0.0
Halt mediation,Appeal for easing of administrative sanctions,0,1,0.0,0.0
Appeal for easing of administrative sanctions,Demand intelligence cooperation,0,13,0.0,0.0
Demand intelligence cooperation,Appeal for easing of administrative sanctions,0,15,0.0,0.0
Appeal for easing of administrative sanctions,Demonstrate for leadership change,0,13,0.0,0.0
Demonstrate for leadership change,Appeal for easing of administrative sanctions,0,27,0.0,0.0
Appeal for easing of administrative sanctions,Conduct hunger strike,0,13,0.0,0.0
Conduct hunger strike,Appeal for easing of administrative sanctions,0,3,0.0,0.0
Appeal for easing of administrative sanctions,Demand mediation,0,13,0.0,0.0
Demand mediation,Appeal for easing of administrative sanctions,0,3,0.0,0.0
Appeal for easing of administrative sanctions,Demand economic aid,0,13,0.0,0.0
Demand economic aid,Appeal for easing of administrative sanctions,0,10,0.0,0.0
Appeal for easing of administrative sanctions,"Demand meeting, negotiation",0,13,0.0,0.0
"Demand meeting, negotiation",Appeal for easing of administrative sanctions,0,15,0.0,0.0
Appeal for easing of administrative sanctions,Appeal for military aid,1,13,0.07692307692307693,0.05128205128205128
Appeal for military aid,Appeal for easing of administrative sanctions,1,26,0.038461538461538464,0.05128205128205128
Appeal for easing of administrative sanctions,Demand material cooperation,0,13,0.0,0.0
Demand material cooperation,Appeal for easing of administrative sanctions,0,9,0.0,0.0
Appeal for easing of administrative sanctions,"Return, release property",0,13,0.0,0.0
"Return, release property",Appeal for easing of administrative sanctions,0,10,0.0,0.0
Appeal for easing of administrative sanctions,Express intent to engage in material cooperation,0,13,0.0,0.0
Express intent to engage in material cooperation,Appeal for easing of administrative sanctions,0,10,0.0,0.0
Appeal for easing of administrative sanctions,Demand policy change,0,13,0.0,0.06666666666666667
Demand policy change,Appeal for easing of administrative sanctions,1,2,0.5,0.06666666666666667
Appeal for easing of administrative sanctions,Reject economic cooperation,0,13,0.0,0.06666666666666667
Reject economic cooperation,Appeal for easing of administrative sanctions,1,2,0.5,0.06666666666666667
Appeal for easing of administrative sanctions,Appeal for humanitarian aid,0,13,0.0,0.05
Appeal for humanitarian aid,Appeal for easing of administrative sanctions,1,7,0.14285714285714285,0.05
Appeal for easing of administrative sanctions,Demand judicial cooperation,0,13,0.0,0.0
Demand judicial cooperation,Appeal for easing of administrative sanctions,0,4,0.0,0.0
Appeal for easing of administrative sanctions,Express intent to ease administrative sanctions,0,13,0.0,0.0
Express intent to ease administrative sanctions,Appeal for easing of administrative sanctions,0,7,0.0,0.0
Appeal for easing of administrative sanctions,Accede to requests or demands for political reform,0,13,0.0,0.0
Accede to requests or demands for political reform,Appeal for easing of administrative sanctions,0,2,0.0,0.0
Appeal for easing of administrative sanctions,Demand rights,0,13,0.0,0.0
Demand rights,Appeal for easing of administrative sanctions,0,2,0.0,0.0
Appeal for easing of administrative sanctions,Appeal to yield,0,13,0.0,0.0
Appeal to yield,Appeal for easing of administrative sanctions,0,7,0.0,0.0
Appeal for easing of administrative sanctions,Demand humanitarian aid,0,13,0.0,0.0
Demand humanitarian aid,Appeal for easing of administrative sanctions,0,1,0.0,0.0
Appeal for easing of administrative sanctions,Demand political reform,0,13,0.0,0.0
Demand political reform,Appeal for easing of administrative sanctions,0,2,0.0,0.0
Appeal for easing of administrative sanctions,Ease curfew,0,13,0.0,0.0
Ease curfew,Appeal for easing of administrative sanctions,0,5,0.0,0.0
Appeal for easing of administrative sanctions,Appeal for policy change,0,13,0.0,0.0
Appeal for policy change,Appeal for easing of administrative sanctions,0,12,0.0,0.0
Appeal for easing of administrative sanctions,Express intent to cooperate on intelligence,0,13,0.0,0.0
Express intent to cooperate on intelligence,Appeal for easing of administrative sanctions,0,8,0.0,0.0
Appeal for easing of administrative sanctions,Demobilize armed forces,0,13,0.0,0.0
Demobilize armed forces,Appeal for easing of administrative sanctions,0,3,0.0,0.0
Appeal for easing of administrative sanctions,Reduce or stop material aid,0,13,0.0,0.0
Reduce or stop material aid,Appeal for easing of administrative sanctions,0,3,0.0,0.0
Appeal for easing of administrative sanctions,"Threaten with sanctions, boycott, embargo",0,13,0.0,0.0
"Threaten with sanctions, boycott, embargo",Appeal for easing of administrative sanctions,0,6,0.0,0.0
Appeal for easing of administrative sanctions,Reduce or stop humanitarian assistance,0,13,0.0,0.0
Reduce or stop humanitarian assistance,Appeal for easing of administrative sanctions,0,4,0.0,0.0
Appeal for easing of administrative sanctions,Refuse to release persons or property,0,13,0.0,0.0
Refuse to release persons or property,Appeal for easing of administrative sanctions,0,19,0.0,0.0
Appeal for easing of administrative sanctions,Destroy property,0,13,0.0,0.0
Destroy property,Appeal for easing of administrative sanctions,0,3,0.0,0.0
Appeal for easing of administrative sanctions,Appeal for military protection or peacekeeping,0,13,0.0,0.0
Appeal for military protection or peacekeeping,Appeal for easing of administrative sanctions,0,1,0.0,0.0
Appeal for easing of administrative sanctions,Ban political parties or politicians,0,13,0.0,0.0
Ban political parties or politicians,Appeal for easing of administrative sanctions,0,7,0.0,0.0
Appeal for easing of administrative sanctions,Grant asylum,0,13,0.0,0.0
Grant asylum,Appeal for easing of administrative sanctions,0,7,0.0,0.0
Appeal for easing of administrative sanctions,Investigate war crimes,0,13,0.0,0.0
Investigate war crimes,Appeal for easing of administrative sanctions,0,1,0.0,0.0
Appeal for easing of administrative sanctions,Accede to demands for rights,0,13,0.0,0.0
Accede to demands for rights,Appeal for easing of administrative sanctions,0,6,0.0,0.0
Appeal for easing of administrative sanctions,Increase police alert status,0,13,0.0,0.0
Increase police alert status,Appeal for easing of administrative sanctions,0,25,0.0,0.0
Appeal for easing of administrative sanctions,Threaten to reduce or break relations,0,13,0.0,0.0
Threaten to reduce or break relations,Appeal for easing of administrative sanctions,0,4,0.0,0.0
Appeal for easing of administrative sanctions,Threaten with repression,0,13,0.0,0.0
Threaten with repression,Appeal for easing of administrative sanctions,0,5,0.0,0.0
Appeal for easing of administrative sanctions,Violate ceasefire,0,13,0.0,0.0
Violate ceasefire,Appeal for easing of administrative sanctions,0,4,0.0,0.0
Appeal for easing of administrative sanctions,Reject request for military aid,0,13,0.0,0.0
Reject request for military aid,Appeal for easing of administrative sanctions,0,1,0.0,0.0
Appeal for easing of administrative sanctions,"Use chemical, biological, or radiological weapons",0,13,0.0,0.0
"Use chemical, biological, or radiological weapons",Appeal for easing of administrative sanctions,0,1,0.0,0.0
Appeal for easing of administrative sanctions,Demand material aid,0,13,0.0,0.0
Demand material aid,Appeal for easing of administrative sanctions,0,1,0.0,0.0
Appeal for easing of administrative sanctions,Express intent to change leadership,0,13,0.0,0.0
Express intent to change leadership,Appeal for easing of administrative sanctions,0,6,0.0,0.0
Appeal for easing of administrative sanctions,Reject material cooperation,0,13,0.0,0.0
Reject material cooperation,Appeal for easing of administrative sanctions,0,3,0.0,0.0
Appeal for easing of administrative sanctions,Appeal for target to allow international involvement (non-mediation),0,13,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Appeal for easing of administrative sanctions,0,1,0.0,0.0
Appeal for easing of administrative sanctions,"Express intent to change institutions, regime",0,13,0.0,0.0
"Express intent to change institutions, regime",Appeal for easing of administrative sanctions,0,1,0.0,0.0
Appeal for easing of administrative sanctions,Demand military aid,0,13,0.0,0.0
Demand military aid,Appeal for easing of administrative sanctions,0,2,0.0,0.0
Appeal for easing of administrative sanctions,Seize or damage property,0,13,0.0,0.0
Seize or damage property,Appeal for easing of administrative sanctions,0,8,0.0,0.0
Appeal for easing of administrative sanctions,Appeal for rights,0,13,0.0,0.0
Appeal for rights,Appeal for easing of administrative sanctions,0,9,0.0,0.0
Appeal for easing of administrative sanctions,Reject request for military protection or peacekeeping,0,13,0.0,0.0
Reject request for military protection or peacekeeping,Appeal for easing of administrative sanctions,0,1,0.0,0.0
Appeal for easing of administrative sanctions,Reject military cooperation,0,13,0.0,0.0
Reject military cooperation,Appeal for easing of administrative sanctions,0,3,0.0,0.0
Appeal for easing of administrative sanctions,Threaten to reduce or stop aid,0,13,0.0,0.0
Threaten to reduce or stop aid,Appeal for easing of administrative sanctions,0,4,0.0,0.0
Appeal for easing of administrative sanctions,Demand release of persons or property,0,13,0.0,0.0
Demand release of persons or property,Appeal for easing of administrative sanctions,0,5,0.0,0.0
Appeal for easing of administrative sanctions,"Threaten with political dissent, protest",0,13,0.0,0.0
"Threaten with political dissent, protest",Appeal for easing of administrative sanctions,0,5,0.0,0.0
Appeal for easing of administrative sanctions,Carry out car bombing,0,13,0.0,0.0
Carry out car bombing,Appeal for easing of administrative sanctions,0,1,0.0,0.0
Appeal for easing of administrative sanctions,Carry out roadside bombing,0,13,0.0,0.0
Carry out roadside bombing,Appeal for easing of administrative sanctions,0,1,0.0,0.0
Appeal for easing of administrative sanctions,Use as human shield,0,13,0.0,0.0
Use as human shield,Appeal for easing of administrative sanctions,0,1,0.0,0.0
Appeal for easing of administrative sanctions,Threaten to halt mediation,0,13,0.0,0.0
Threaten to halt mediation,Appeal for easing of administrative sanctions,0,1,0.0,0.0
Appeal for easing of administrative sanctions,Express intent to institute political reform,0,13,0.0,0.0
Express intent to institute political reform,Appeal for easing of administrative sanctions,0,1,0.0,0.0
Appeal for easing of administrative sanctions,Forgive,0,13,0.0,0.0
Forgive,Appeal for easing of administrative sanctions,0,3,0.0,0.0
Appeal for easing of administrative sanctions,Investigate human rights abuses,0,13,0.0,0.0
