relation i,relation j,#implication,#rel_i,P one direction,P two direction
Demonstrate for leadership change,Investigate human rights abuses,0,27,0.0,0.0
Investigate human rights abuses,Demonstrate for leadership change,0,3,0.0,0.0
Demonstrate for leadership change,Carry out car bombing,0,27,0.0,0.0
Carry out car bombing,Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Expel or withdraw,0,27,0.0,0.0
Expel or withdraw,Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Grant asylum,0,27,0.0,0.0
Grant asylum,Demonstrate for leadership change,0,7,0.0,0.0
Demonstrate for leadership change,Ease state of emergency or martial law,0,27,0.0,0.0
Ease state of emergency or martial law,Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Carry out roadside bombing,0,27,0.0,0.0
Carry out roadside bombing,Demonstrate for leadership change,0,1,0.0,0.0
Demonstrate for leadership change,Appeal for target to allow international involvement (non-mediation),0,27,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Demonstrate for leadership change,0,1,0.0,0.0
Impose restrictions on political freedoms,"Investigate crime, corruption",1,54,0.018518518518518517,0.024390243902439025
"Investigate crime, corruption",Impose restrictions on political freedoms,1,28,0.03571428571428571,0.024390243902439025
Impose restrictions on political freedoms,Engage in material cooperation,6,54,0.1111111111111111,0.058394160583941604
Engage in material cooperation,Impose restrictions on political freedoms,2,83,0.024096385542168676,0.058394160583941604
Impose restrictions on political freedoms,Appeal to others to meet or negotiate,0,54,0.0,0.0
Appeal to others to meet or negotiate,Impose restrictions on political freedoms,0,28,0.0,0.0
Impose restrictions on political freedoms,Provide humanitarian aid,3,54,0.05555555555555555,0.05555555555555555
Provide humanitarian aid,Impose restrictions on political freedoms,14,252,0.05555555555555555,0.05555555555555555
Impose restrictions on political freedoms,Appeal for change in leadership,0,54,0.0,0.0
Appeal for change in leadership,Impose restrictions on political freedoms,0,49,0.0,0.0
Impose restrictions on political freedoms,Use tactics of violent repression,3,54,0.05555555555555555,0.025830258302583026
Use tactics of violent repression,Impose restrictions on political freedoms,4,217,0.018433179723502304,0.025830258302583026
Impose restrictions on political freedoms,Occupy territory,2,54,0.037037037037037035,0.026717557251908396
Occupy territory,Impose restrictions on political freedoms,5,208,0.02403846153846154,0.026717557251908396
Impose restrictions on political freedoms,Demand humanitarian aid,0,54,0.0,0.0
Demand humanitarian aid,Impose restrictions on political freedoms,0,1,0.0,0.0
Impose restrictions on political freedoms,Reject,20,54,0.37037037037037035,0.042787286063569685
Reject,Impose restrictions on political freedoms,15,764,0.01963350785340314,0.042787286063569685
Impose restrictions on political freedoms,Threaten non-force,1,54,0.018518518518518517,0.03125
Threaten non-force,Impose restrictions on political freedoms,1,10,0.1,0.03125
Impose restrictions on political freedoms,Express intent to cooperate economically,0,54,0.0,0.0
Express intent to cooperate economically,Impose restrictions on political freedoms,0,93,0.0,0.0
Impose restrictions on political freedoms,"Conduct suicide, car, or other non-military bombing",0,54,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Impose restrictions on political freedoms,0,69,0.0,0.0
Impose restrictions on political freedoms,"Demand meeting, negotiation",0,54,0.0,0.0
"Demand meeting, negotiation",Impose restrictions on political freedoms,0,15,0.0,0.0
Impose restrictions on political freedoms,Deny responsibility,4,54,0.07407407407407407,0.036036036036036036
Deny responsibility,Impose restrictions on political freedoms,4,168,0.023809523809523808,0.036036036036036036
Impose restrictions on political freedoms,"Express intent to change institutions, regime",0,54,0.0,0.0
"Express intent to change institutions, regime",Impose restrictions on political freedoms,0,1,0.0,0.0
Impose restrictions on political freedoms,Appeal for judicial cooperation,0,54,0.0,0.0
Appeal for judicial cooperation,Impose restrictions on political freedoms,0,23,0.0,0.0
Impose restrictions on political freedoms,Share intelligence or information,1,54,0.018518518518518517,0.021739130434782608
Share intelligence or information,Impose restrictions on political freedoms,1,38,0.02631578947368421,0.021739130434782608
Impose restrictions on political freedoms,Expel or deport individuals,2,54,0.037037037037037035,0.052083333333333336
Expel or deport individuals,Impose restrictions on political freedoms,8,138,0.057971014492753624,0.052083333333333336
Impose restrictions on political freedoms,Confiscate property,4,54,0.07407407407407407,0.057291666666666664
Confiscate property,Impose restrictions on political freedoms,7,138,0.050724637681159424,0.057291666666666664
Impose restrictions on political freedoms,Accuse of aggression,0,54,0.0,0.0
Accuse of aggression,Impose restrictions on political freedoms,0,7,0.0,0.0
Impose restrictions on political freedoms,Reduce relations,3,54,0.05555555555555555,0.024793388429752067
Reduce relations,Impose restrictions on political freedoms,3,188,0.015957446808510637,0.024793388429752067
Impose restrictions on political freedoms,Physically assault,2,54,0.037037037037037035,0.0163265306122449
Physically assault,Impose restrictions on political freedoms,2,191,0.010471204188481676,0.0163265306122449
Impose restrictions on political freedoms,Retreat or surrender militarily,0,54,0.0,0.0
Retreat or surrender militarily,Impose restrictions on political freedoms,0,55,0.0,0.0
Impose restrictions on political freedoms,Demand diplomatic cooperation (such as policy support),0,54,0.0,0.0
Demand diplomatic cooperation (such as policy support),Impose restrictions on political freedoms,0,66,0.0,0.0
Impose restrictions on political freedoms,Veto,0,54,0.0,0.0
Veto,Impose restrictions on political freedoms,0,6,0.0,0.0
Impose restrictions on political freedoms,Kill by physical assault,0,54,0.0,0.0
Kill by physical assault,Impose restrictions on political freedoms,0,80,0.0,0.0
Impose restrictions on political freedoms,"Appeal for change in institutions, regime",0,54,0.0,0.0
"Appeal for change in institutions, regime",Impose restrictions on political freedoms,0,20,0.0,0.0
Impose restrictions on political freedoms,Forgive,0,54,0.0,0.0
Forgive,Impose restrictions on political freedoms,0,3,0.0,0.0
Impose restrictions on political freedoms,"Reject proposal to meet, discuss, or negotiate",1,54,0.018518518518518517,0.03424657534246575
"Reject proposal to meet, discuss, or negotiate",Impose restrictions on political freedoms,4,92,0.043478260869565216,0.03424657534246575
Impose restrictions on political freedoms,Express intent to provide humanitarian aid,10,54,0.18518518518518517,0.19607843137254902
Express intent to provide humanitarian aid,Impose restrictions on political freedoms,10,48,0.20833333333333334,0.19607843137254902
Impose restrictions on political freedoms,"Ease economic sanctions, boycott, embargo",0,54,0.0,0.0
"Ease economic sanctions, boycott, embargo",Impose restrictions on political freedoms,0,21,0.0,0.0
Impose restrictions on political freedoms,Express intent to cooperate militarily,0,54,0.0,0.0
Express intent to cooperate militarily,Impose restrictions on political freedoms,0,14,0.0,0.0
Impose restrictions on political freedoms,Cooperate economically,0,54,0.0,0.0
Cooperate economically,Impose restrictions on political freedoms,0,117,0.0,0.0
Impose restrictions on political freedoms,Express intent to provide economic aid,6,54,0.1111111111111111,0.08870967741935484
Express intent to provide economic aid,Impose restrictions on political freedoms,5,70,0.07142857142857142,0.08870967741935484
Impose restrictions on political freedoms,Mobilize or increase police power,0,54,0.0,0.0
Mobilize or increase police power,Impose restrictions on political freedoms,0,25,0.0,0.0
Impose restrictions on political freedoms,Conduct strike or boycott,0,54,0.0,0.0
Conduct strike or boycott,Impose restrictions on political freedoms,0,32,0.0,0.0
Impose restrictions on political freedoms,Employ aerial weapons,0,54,0.0,0.0
Employ aerial weapons,Impose restrictions on political freedoms,0,86,0.0,0.0
Impose restrictions on political freedoms,Demonstrate military or police power,1,54,0.018518518518518517,0.03571428571428571
Demonstrate military or police power,Impose restrictions on political freedoms,2,30,0.06666666666666667,0.03571428571428571
Impose restrictions on political freedoms,Provide military aid,0,54,0.0,0.0
Provide military aid,Impose restrictions on political freedoms,0,88,0.0,0.0
Impose restrictions on political freedoms,"Reject plan, agreement to settle dispute",0,54,0.0,0.0
"Reject plan, agreement to settle dispute",Impose restrictions on political freedoms,0,55,0.0,0.0
Impose restrictions on political freedoms,Yield,1,54,0.018518518518518517,0.02040816326530612
Yield,Impose restrictions on political freedoms,2,93,0.021505376344086023,0.02040816326530612
Impose restrictions on political freedoms,"Obstruct passage, block",7,54,0.12962962962962962,0.26785714285714285
"Obstruct passage, block",Impose restrictions on political freedoms,23,58,0.39655172413793105,0.26785714285714285
Impose restrictions on political freedoms,Mediate,0,54,0.0,0.0
Mediate,Impose restrictions on political freedoms,0,15,0.0,0.0
Impose restrictions on political freedoms,Apologize,1,54,0.018518518518518517,0.022988505747126436
Apologize,Impose restrictions on political freedoms,1,33,0.030303030303030304,0.022988505747126436
Impose restrictions on political freedoms,Express intent to release persons or property,1,54,0.018518518518518517,0.02608695652173913
Express intent to release persons or property,Impose restrictions on political freedoms,2,61,0.03278688524590164,0.02608695652173913
Impose restrictions on political freedoms,Express intent to de-escalate military engagement,0,54,0.0,0.0
Express intent to de-escalate military engagement,Impose restrictions on political freedoms,0,31,0.0,0.0
Impose restrictions on political freedoms,Accede to demands for rights,2,54,0.037037037037037035,0.11666666666666667
Accede to demands for rights,Impose restrictions on political freedoms,5,6,0.8333333333333334,0.11666666666666667
Impose restrictions on political freedoms,Demand economic aid,0,54,0.0,0.0
Demand economic aid,Impose restrictions on political freedoms,0,10,0.0,0.0
Impose restrictions on political freedoms,Impose state of emergency or martial law,2,54,0.037037037037037035,0.10606060606060606
Impose state of emergency or martial law,Impose restrictions on political freedoms,5,12,0.4166666666666667,0.10606060606060606
Impose restrictions on political freedoms,Receive deployment of peacekeepers,0,54,0.0,0.0
Receive deployment of peacekeepers,Impose restrictions on political freedoms,0,28,0.0,0.0
Impose restrictions on political freedoms,Demand de-escalation of military engagement,0,54,0.0,0.0
Demand de-escalation of military engagement,Impose restrictions on political freedoms,0,12,0.0,0.0
Impose restrictions on political freedoms,"Declare truce, ceasefire",0,54,0.0,0.0
"Declare truce, ceasefire",Impose restrictions on political freedoms,0,23,0.0,0.0
Impose restrictions on political freedoms,Reduce or stop humanitarian assistance,7,54,0.12962962962962962,0.15517241379310345
Reduce or stop humanitarian assistance,Impose restrictions on political freedoms,2,4,0.5,0.15517241379310345
Impose restrictions on political freedoms,Appeal to others to settle dispute,0,54,0.0,0.0
Appeal to others to settle dispute,Impose restrictions on political freedoms,0,12,0.0,0.0
Impose restrictions on political freedoms,Reject request for military aid,0,54,0.0,0.0
Reject request for military aid,Impose restrictions on political freedoms,0,1,0.0,0.0
Impose restrictions on political freedoms,"Threaten with political dissent, protest",0,54,0.0,0.0
"Threaten with political dissent, protest",Impose restrictions on political freedoms,0,5,0.0,0.0
Impose restrictions on political freedoms,Acknowledge or claim responsibility,0,54,0.0,0.0
Acknowledge or claim responsibility,Impose restrictions on political freedoms,0,62,0.0,0.0
Impose restrictions on political freedoms,"Express intent to ease economic sanctions, boycott, or embargo",0,54,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Impose restrictions on political freedoms,0,18,0.0,0.0
Impose restrictions on political freedoms,Coerce,6,54,0.1111111111111111,0.08053691275167785
Coerce,Impose restrictions on political freedoms,6,95,0.06315789473684211,0.08053691275167785
Impose restrictions on political freedoms,fight with artillery and tanks,2,54,0.037037037037037035,0.03488372093023256
fight with artillery and tanks,Impose restrictions on political freedoms,1,32,0.03125,0.03488372093023256
Impose restrictions on political freedoms,Express intent to cooperate on intelligence,0,54,0.0,0.0
Express intent to cooperate on intelligence,Impose restrictions on political freedoms,0,8,0.0,0.0
Impose restrictions on political freedoms,Express intent to settle dispute,0,54,0.0,0.0
Express intent to settle dispute,Impose restrictions on political freedoms,0,54,0.0,0.0
Impose restrictions on political freedoms,Express accord,0,54,0.0,0.0
Express accord,Impose restrictions on political freedoms,0,79,0.0,0.0
Impose restrictions on political freedoms,Decline comment,0,54,0.0,0.0
Decline comment,Impose restrictions on political freedoms,0,22,0.0,0.0
Impose restrictions on political freedoms,Rally opposition against,1,54,0.018518518518518517,0.01639344262295082
Rally opposition against,Impose restrictions on political freedoms,1,68,0.014705882352941176,0.01639344262295082
Impose restrictions on political freedoms,Rally support on behalf of,0,54,0.0,0.0
Rally support on behalf of,Impose restrictions on political freedoms,0,96,0.0,0.0
Impose restrictions on political freedoms,Halt negotiations,0,54,0.0,0.0
Halt negotiations,Impose restrictions on political freedoms,0,27,0.0,0.0
Impose restrictions on political freedoms,Appeal for military aid,0,54,0.0,0.0
Appeal for military aid,Impose restrictions on political freedoms,0,26,0.0,0.0
Impose restrictions on political freedoms,Threaten with military force,7,54,0.12962962962962962,0.06896551724137931
