head	relation	tail	time
Cabinet / Council of Ministers / Advisors (United States)	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-07-19
Cabinet / Council of Ministers / Advisors (United States)	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-03-31
Military (Turkey)	Use conventional military force	Protester (Turkey)	2014-03-13
Morocco	Engage in diplomatic cooperation	France	2014-05-24
Association of Southeast Asian Nations	Make a visit	Myanmar	2014-10-08
Association of Southeast Asian Nations	Make a visit	Myanmar	2014-08-04
Northern Ireland	Arrest, detain, or charge with legal action	Men (United Kingdom)	2014-10-03
Le Luong Minh	Consult	Sergey Viktorovich Lavrov	2014-07-04
Guinea	Engage in diplomatic cooperation	Morocco	2014-02-04
South Africa	Sign formal agreement	Mexico	2014-10-21
South Africa	Sign formal agreement	China	2014-11-13
South Africa	Sign formal agreement	China	2014-12-05
South Africa	Sign formal agreement	South Korea	2014-10-20
Inter-Services Intelligence	Consult	John Campbell	2014-12-22
Massoud Barzani	Make statement	Angela Merkel	2014-08-16
Massoud Barzani	Make statement	Foreign Affairs (United States)	2014-06-22
Massoud Barzani	Make statement	Iran	2014-08-28
Massoud Barzani	Make statement	Member of Legislative (Govt) (Iran)	2014-12-27
Massoud Barzani	Make statement	Iraq	2014-03-13
Head of Government (Palestinian Territory, Occupied)	Make statement	Government (Palestinian Territory, Occupied)	2014-06-10
Chuck Hagel	Consult	Julie Bishop	2014-08-19
Chuck Hagel	Consult	Jean-Yves Le Drian	2014-07-16
Chuck Hagel	Consult	Iraq	2014-12-09
Al-Shabaab	Make statement	Combatant (Kenya)	2014-06-18
Al-Shabaab	Make statement	Combatant (Al-Shabaab)	2014-04-15
Government (United Arab Emirates)	Make an appeal or request	High Ranking Military Personnel (United Arab Emirates)	2014-07-07
Government (United Arab Emirates)	Make an appeal or request	Citizen (United Arab Emirates)	2014-05-21
Gjorge Ivanov	Consult	Tomislav Nikolić	2014-07-15
Company - Owner or Operator (India)	Make an appeal or request	Citizen (India)	2014-08-29
Military (South Sudan)	Mobilize or increase armed forces	South Sudan	2014-01-03
Criminal (Philippines)	Use unconventional violence	Military Personnel (Philippines)	2014-07-09
Criminal (Philippines)	Use unconventional violence	Police (Philippines)	2014-08-30
Other Authorities / Officials (Libya)	Make statement	Ansar al-Sharia in Libya	2014-05-14
Association of Southeast Asian Nations	Sign formal agreement	Japan	2014-11-12
Kazakhstan	Host a visit	François Hollande	2014-12-09
Kazakhstan	Host a visit	UN Security Council	2014-09-17
Kazakhstan	Host a visit	Xi Jinping	2014-12-15
France	Express intent to meet or negotiate	China	2014-11-24
France	Express intent to meet or negotiate	Citizen (Georgia)	2014-05-13
France	Express intent to meet or negotiate	Western Sahara	2014-09-18
France	Express intent to meet or negotiate	Japan	2014-06-04
Portugal	Engage in diplomatic cooperation	Iran	2014-10-08
Xi Jinping	Express intent to cooperate	Islam Karimov	2014-08-19
Xi Jinping	Express intent to cooperate	Mahinda Rajapaksa	2014-09-17
Xi Jinping	Express intent to cooperate	Islam Karimov	2014-08-20
Xi Jinping	Express intent to cooperate	Cristina Fernández de Kirchner	2014-07-18
Barack Obama	Mobilize or increase police power	Iraq	2014-11-15
Barack Obama	Mobilize or increase police power	Iraq	2014-06-27
Police (Australia)	Appeal for intelligence	Citizen (Australia)	2014-09-19
Police (Australia)	Appeal for intelligence	Citizen (Australia)	2014-11-04
Canada	Provide humanitarian aid	Vietnam	2014-11-15
Antonis Samaras	Express intent to meet or negotiate	Evangelos Venizelos	2014-11-17
Antonis Samaras	Express intent to meet or negotiate	Evangelos Venizelos	2014-05-26
Antonis Samaras	Express intent to meet or negotiate	Evangelos Venizelos	2014-12-09
Antonis Samaras	Express intent to meet or negotiate	Evangelos Venizelos	2014-09-30
Antonis Samaras	Express intent to meet or negotiate	Adli Mansour	2014-01-20
Antonis Samaras	Express intent to meet or negotiate	Evangelos Venizelos	2014-10-07
Government (Nigeria)	Accuse	Citizen (Nigeria)	2014-10-13
Manish Sisodia	Make an appeal or request	Election Commission (India)	2014-05-07
Paul Kagame	Make statement	UN Security Council	2014-09-25
Jens Stoltenberg	Express intent to meet or negotiate	Government (Poland)	2014-10-06
Jens Stoltenberg	Express intent to meet or negotiate	Foreign Affairs (Ukraine)	2014-10-06
Police (Egypt)	Make statement	Criminal (Egypt)	2014-08-16
Lawyer/Attorney (Australia)	Make an appeal or request	Citizen (Australia)	2014-03-11
Lawyer/Attorney (Australia)	Make an appeal or request	Citizen (Australia)	2014-07-08
Vesna Pusić	Consult	North Atlantic Treaty Organization	2014-12-01
Sergey Kuzhugetovich Shoygu	Make a visit	Tajikistan	2014-03-31
Armed Gang (Egypt)	Carry out suicide bombing	Police (Egypt)	2014-05-05
Victor Ponta	Make a visit	China	2014-08-31
María Ángela Holguín	Make a visit	Kuwait	2014-11-12
Ibrahim Hassan Dankwambo	Make statement	National Economic Council (Nigeria)	2014-06-25
Border Security Force	Arrest, detain, or charge with legal action	Fishermen (India)	2014-11-30
Tomislav Nikolić	Make statement	Serbia	2014-06-12
Civil Aviation Authority	Make statement	Malaysia	2014-03-08
Militia (Iraq)	Use unconventional violence	Militant (Iraq)	2014-12-28
Militia (Iraq)	Use unconventional violence	Iraq	2014-11-28
Julie Bishop	Engage in negotiation	John Kerry	2014-08-11
Julie Bishop	Engage in negotiation	John Kerry	2014-08-12
Julie Bishop	Engage in negotiation	John Kerry	2014-08-10
Police (South Korea)	Investigate	South Korea	2014-05-06
Police (South Korea)	Investigate	Lawyer/Attorney (South Korea)	2014-08-21
Police (South Korea)	Investigate	Citizen (South Korea)	2014-05-28
Police (South Korea)	Investigate	Citizen (South Korea)	2014-04-02
Armenia	Express intent to engage in diplomatic cooperation (such as policy support)	Iran	2014-10-20
Armenia	Express intent to engage in diplomatic cooperation (such as policy support)	Romania	2014-04-03
Government (Nigeria)	Investigate	Defense / Security Ministry (Nigeria)	2014-05-23
Head of Government (Pakistan)	Make an appeal or request	Businessperson (Turkey)	2014-02-14
Head of Government (Pakistan)	Make an appeal or request	Legislature (Pakistan)	2014-09-06
Head of Government (Pakistan)	Make an appeal or request	Pakistan Tehreek-e-Insaf	2014-08-10
Rafael Ramírez	Consult	Dmitry Olegovich Rogozin	2014-12-15
Victor Ponta	Make an appeal or request	Ministry (Romania)	2014-05-28
Police (Philippines)	Accuse	Criminal (Philippines)	2014-10-31
Police (Philippines)	Accuse	Men (Philippines)	2014-11-03
Police (Ukraine)	Make an appeal or request	Women (Ukraine)	2014-02-19
Media Personnel (Poland)	Make statement	Head of Government (Poland)	2014-05-28
High Commission for Refugees	Criticize or denounce	Malaysia	2014-05-28
Coalition of the Radical Left	Make statement	Antonis Samaras	2014-10-28
Coalition of the Radical Left	Make statement	Antonis Samaras	2014-12-17
Islamic Preacher (Iran)	Make an appeal or request	International Government Organizations	2014-03-05
Islamic Preacher (Iran)	Make an appeal or request	Children (Iran)	2014-03-23
Victor Ponta	Make statement	Gazprom	2014-07-25
Victor Ponta	Make statement	Klaus Johannis	2014-05-26
Victor Ponta	Make statement	Romania	2014-09-19
Victor Ponta	Make statement	National Liberal Party (Romania)	2014-10-30
Victor Ponta	Make statement	Romania	2014-11-11
Victor Ponta	Make statement	Viorel Hrebenciuc	2014-10-27
Victor Ponta	Make statement	Daniel Constantin	2014-06-24
Victor Ponta	Make statement	Romania	2014-05-21
Victor Ponta	Make statement	Romania	2014-09-26
Victor Ponta	Make statement	Member of Parliament (Romania)	2014-09-03
Alexei Pushkov	Make statement	Iran	2014-11-18
Alexei Pushkov	Make statement	Legislature (Russia)	2014-06-17
Ministry (Egypt)	Express intent to meet or negotiate	Civil Aviation Authority	2014-03-12
Ministry (Egypt)	Express intent to meet or negotiate	UN Security Council	2014-11-30
Amit Shah	Make an appeal or request	Citizen (India)	2014-09-29
Amit Shah	Make an appeal or request	Employee (India)	2014-12-30
Amit Shah	Make an appeal or request	Citizen (India)	2014-04-11
Amit Shah	Make an appeal or request	Citizen (India)	2014-11-18
Ri Su Yong	Make statement	North Korea	2014-08-28
Lawyer/Attorney (Australia)	Accuse	Citizen (Australia)	2014-07-02
Lawyer/Attorney (Australia)	Accuse	Police (Australia)	2014-08-15
Lawyer/Attorney (Australia)	Accuse	Citizen (Australia)	2014-02-05
Konstantin Dolgov	Make statement	RIA Novosti	2014-06-19
Anupong Paochinda	Make statement	Interim Government (Thailand)	2014-11-16
Jean-Yves Le Drian	Make a visit	United Arab Emirates	2014-09-15
Terrorist (Islamic State of Iraq and the Levant)	Threaten	Iraq	2014-11-27
Terrorist (Islamic State of Iraq and the Levant)	Threaten	Iraq	2014-11-05
Terrorist (Islamic State of Iraq and the Levant)	Threaten	Iraq	2014-09-19
Terrorist (Islamic State of Iraq and the Levant)	Threaten	Iraq	2014-12-01
Terrorist (Islamic State of Iraq and the Levant)	Threaten	Iraq	2014-09-21
Terrorist (Islamic State of Iraq and the Levant)	Threaten	Iraq	2014-11-23
Afghanistan	Express intent to meet or negotiate	Jens Stoltenberg	2014-11-30
Afghanistan	Express intent to meet or negotiate	Maldives	2014-11-25
Ali Tayyebnia	Make statement	Iran	2014-08-01
Ali Tayyebnia	Make statement	Iran	2014-04-14
China	Threaten	Japan	2014-05-23
China	Threaten	Japan	2014-10-08
Armed Gang (Thailand)	fight with small arms and light weapons	Student (Thailand)	2014-11-05
Iraq	Employ aerial weapons	Terrorist (Islamic State of Iraq and the Levant)	2014-10-29
Iraq	Employ aerial weapons	Militant (Iraq)	2014-08-15
Cable News Network	Make statement	China	2014-09-30
Cable News Network	Make statement	Information Ministry (Venezuela)	2014-02-21
Saud bin Faisal bin Abdul-Aziz	Meet at a 'third' location	Mohammad Javad Zarif	2014-09-22
Julie Bishop	Make statement	Medical Personnel (Australia)	2014-10-02
Julie Bishop	Make statement	Nicholas Hugh Minchin	2014-02-14
Citizen (South Korea)	Accuse	Head of Government (South Korea)	2014-12-23
UN Security Council	Make an appeal or request	Sudan	2014-11-20
UN Security Council	Make an appeal or request	South Sudan	2014-08-27
UN Security Council	Make an appeal or request	Government (Syria)	2014-02-07
UN Security Council	Make an appeal or request	Government (Sudan)	2014-11-19
UN Security Council	Make an appeal or request	Citizen (Mali)	2014-10-17
Military (Thailand)	Arrest, detain, or charge with legal action	Cabinet / Council of Ministers / Advisors (Thailand)	2014-05-27
Military (Thailand)	Arrest, detain, or charge with legal action	Protester (Thailand)	2014-05-22
Imran Khan	Consult	Protester (Pakistan)	2014-08-14
Imran Khan	Consult	Raheel Sharif	2014-08-29
Other Authorities / Officials (China)	Make statement	China	2014-10-13
Other Authorities / Officials (China)	Make statement	China	2014-06-09
Ministry (Iran)	Criticize or denounce	Citizen (International)	2014-08-14
Member of Parliament (Ukraine)	Praise or endorse	Vitaliy Yarema	2014-06-19
Citizen (Croatia)	Criticize or denounce	Government (Croatia)	2014-11-15
Shimon Peres	Make statement	Barack Obama	2014-06-25
Intelligence (India)	Investigate	Citizen (India)	2014-12-31
New Zealand	Sign formal agreement	South Korea	2014-12-22
New Zealand	Sign formal agreement	China	2014-11-17
Oman	Engage in diplomatic cooperation	Iran	2014-11-30
Oman	Engage in diplomatic cooperation	Iran	2014-12-01
Martin Stropnický	Make statement	North Atlantic Treaty Organization	2014-08-23
Martin Stropnický	Make statement	Afghanistan	2014-10-31
Media (Africa)	Make statement	Sierra Leone	2014-10-21
Government (United States)	Provide aid	Liberian Coast Guard	2014-02-17
Police (Australia)	Consult	Cabinet / Council of Ministers / Advisors (Australia)	2014-12-23
Foreign Affairs (South Africa)	Make statement	Thailand	2014-05-31
Police (Greece)	Investigate	Citizen (Greece)	2014-04-18
Armed Gang (Libya)	Use unconventional violence	Legislature (Libya)	2014-05-01
Armed Gang (Libya)	Use unconventional violence	Military (Lebanon)	2014-10-25
Armed Gang (Libya)	Use unconventional violence	Foreign Affairs (Portugal)	2014-04-19
Armed Gang (Libya)	Use unconventional violence	Education (Libya)	2014-02-21
François Hollande	Make an appeal or request	Head of Government (Ukraine)	2014-06-29
Pietro Parolin	Consult	Ma Ying Jeou	2014-10-22
Chibuike Rotimi Amaechi	Make statement	Nigerian Governors Forum	2014-02-17
Chibuike Rotimi Amaechi	Make statement	Government (Nigeria)	2014-08-25
Government (Nigeria)	Return, release person(s)	Citizen (Nigeria)	2014-05-18
Julie Bishop	Make an appeal or request	Hun Sen	2014-04-29
Julie Bishop	Make an appeal or request	China	2014-02-20
Julie Bishop	Make an appeal or request	Citizen (Australia)	2014-06-26
Lawyer/Attorney (South Korea)	Investigate crime, corruption	Citizen (South Korea)	2014-10-07
Armed Gang (Palestinian Territory, Occupied)	fight with small arms and light weapons	Israeli Defense Forces	2014-06-03
Human Rights Watch	Make an appeal or request	Julie Bishop	2014-02-24
Human Rights Watch	Make an appeal or request	Police (Indonesia)	2014-11-18
Human Rights Watch	Make an appeal or request	Prayuth Chan-ocha	2014-06-13
Government (Nigeria)	Praise or endorse	Rauf Aregbesola	2014-01-29
Tony Tan Keng Yam	Make statement	Ministry (Singapore)	2014-02-28
Foreign Affairs (Russia)	Consult	Foreign Affairs (Syria)	2014-10-17
Foreign Affairs (Russia)	Consult	Sergey Viktorovich Lavrov	2014-03-03
Foreign Affairs (Russia)	Consult	Foreign Affairs (Czech Republic)	2014-03-02
Foreign Affairs (Russia)	Consult	Foreign Affairs (Belarus)	2014-11-20
Member of the Judiciary (South Africa)	Demand	Police (South Africa)	2014-12-24
Foreign Affairs (India)	Make statement	Employee (India)	2014-06-18
Foreign Affairs (India)	Make statement	South Korea	2014-07-27
Sheikh Hasina Wajed	Express intent to meet or negotiate	Royal Administration (Japan)	2014-05-16
Head of Government (Nigeria)	Praise or endorse	Government (Nigeria)	2014-09-22
Head of Government (Nigeria)	Praise or endorse	Government (Nigeria)	2014-12-11
Citizen (Zambia)	Accuse	Michael Sata	2014-03-16
Citizen (Zambia)	Accuse	Zambian Defence Force	2014-05-12
Herve Ladsous	Consult	UN Security Council	2014-03-07
Herve Ladsous	Consult	UN Security Council	2014-12-09
Algirdas Butkevičius	Praise or endorse	Arseniy Yatsenyuk	2014-02-27
Algirdas Butkevičius	Praise or endorse	Joseph Robinette Biden	2014-07-04
François Hollande	Host a visit	China	2014-03-26
François Hollande	Host a visit	Massoud Barzani	2014-05-25
François Hollande	Host a visit	Head of Government (Egypt)	2014-11-27
François Hollande	Host a visit	John Kerry	2014-09-13
Labor Union (India)	Make statement	Employee (India)	2014-06-17
Labor Union (India)	Make statement	Employee (India)	2014-07-25
Qassim Atta	Make statement	Iraq	2014-03-12
Qassim Atta	Make statement	Air Force (Iraq)	2014-06-22
Armed Band (Afghanistan)	Use unconventional violence	Afghanistan	2014-11-28
Armed Band (Afghanistan)	Use unconventional violence	Abdullah Abdullah	2014-02-03
Armed Band (Afghanistan)	Use unconventional violence	Ashraf Ghani Ahmadzai	2014-02-07
Vanguard	Consult	Other Authorities / Officials (Nigeria)	2014-06-17
Other Authorities / Officials (Brazil)	Arrest, detain, or charge with legal action	Drug Gang (Colombia)	2014-10-23
Other Authorities / Officials (Brazil)	Arrest, detain, or charge with legal action	Criminal (Brazil)	2014-12-10
Other Authorities / Officials (Brazil)	Arrest, detain, or charge with legal action	Citizen (Brazil)	2014-01-07
Ashraf Ghani Ahmadzai	Accuse	Abdullah Abdullah	2014-09-27
Citizen (India)	Threaten	Employee (India)	2014-04-25
Citizen (India)	Threaten	Ruling Party (India)	2014-01-10
Citizen (India)	Threaten	Employee (India)	2014-12-12
Citizen (India)	Threaten	Member of Legislative (Govt) (India)	2014-03-29
Senate (Argentina)	Consult	Sergio Massa	2014-11-15
Vietnam	Express intent to settle dispute	China	2014-02-25
Rafael Correa	Consult	Guatemala	2014-08-19
Customs Official (India)	Arrest, detain, or charge with legal action	Citizen (India)	2014-12-30
Customs Official (India)	Arrest, detain, or charge with legal action	Citizen (India)	2014-08-04
Ministry (Malaysia)	Make an appeal or request	Citizen (Malaysia)	2014-10-02
Head of Government (Bahrain)	Make statement	Party Member (Bahrain)	2014-01-10
Head of Government (Bahrain)	Make statement	Bahrain	2014-04-13
Joseph Robinette Biden	Accuse	United Arab Emirates	2014-10-08
Citizen (India)	Reduce relations	Employee (India)	2014-11-07
Iraq	Criticize or denounce	Nuri al-Maliki	2014-06-13
Iraq	Criticize or denounce	Iran	2014-09-12
Barack Obama	Appeal for diplomatic cooperation (such as policy support)	Japan	2014-03-07
Barack Obama	Appeal for diplomatic cooperation (such as policy support)	Ashraf Ghani Ahmadzai	2014-08-24
Uhuru Muigai Kenyatta	Threaten	Citizen (Kenya)	2014-06-17
Police (Hong Kong)	Arrest, detain, or charge with legal action	Employee (Hong Kong)	2014-08-15
Police (Hong Kong)	Arrest, detain, or charge with legal action	Joshua Wong	2014-11-26
Police (Hong Kong)	Arrest, detain, or charge with legal action	Student (Hong Kong)	2014-11-25
