,head,relation,tail,time
15612,Malaysia,Express intent to engage in diplomatic cooperation (such as policy support),Iran,2009-11-03
15613,Japan,Consult,South Korea,2006-09-30
15614,Sergey Bagapsh,Praise or endorse,Republic of South Ossetia,2010-07-18
15615,Benjamin Netanyahu,Rally opposition against,Iran,2015-03-02
15616,Tzipi Livni,Express intent to meet or negotiate,Shimon Peres,2008-10-26
15617,Cambodia,Host a visit,Roh Moo Hyun,2006-11-21
15618,Citizen (Uganda),Ease ban on political parties or politicians,Political Parties (Uganda),2005-07-29
15619,Police (South Africa),fight with small arms and light weapons,Men (South Africa),2012-02-24
15620,China,Consult,Japan,2010-05-17
15621,Malaysia,Consult,Cambodia,2006-09-13
15622,China,Host a visit,UN Security Council,2011-08-24
15623,China,Threaten,South Korea,2005-10-27
15624,China,Express intent to engage in diplomatic cooperation (such as policy support),Japan,2007-02-23
15625,Iran,Sign formal agreement,Business (Iran),2015-07-08
15626,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2011-04-24
15627,Ministry (Brazil),Accuse,Citizen (Brazil),2009-12-10
15628,South Sudan,Accuse,Sudan,2012-06-01
15629,Armed Gang (Saudi Arabia),Use unconventional violence,Police (Saudi Arabia),2015-09-04
15630,Police (Australia),Accuse,Women (Australia),2008-01-16
15631,Police (Australia),Confiscate property,Criminal (Australia),2014-12-29
15632,Yemen,Sign formal agreement,Iran,2015-03-01
15633,United Arab Emirates,Host a visit,Head of Government (India),2015-08-19
15634,Vietnam,Express intent to engage in diplomatic cooperation (such as policy support),Cambodia,2005-01-25
15635,Barack Obama,Express intent to meet or negotiate,China,2009-03-10
15636,Cambodia,Express intent to cooperate,Laos,2008-01-16
15637,Mahmoud Ahmadinejad,Make empathetic comment,Iran,2006-09-01
15638,Barack Obama,Express intent to meet or negotiate,Malaysia,2013-09-13
15639,Media Personnel (Australia),Make statement,Police (Australia),2007-11-01
15640,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2005-10-16
15641,France,Make statement,South Korea,2005-12-06
15642,Isaias Afewerki,Make statement,Eritrea,2007-05-16
15643,Cambodia,Engage in diplomatic cooperation,Vietnam,2005-08-24
15644,Peter Costello,Criticize or denounce,Media Personnel (Australia),2007-10-29
15645,Iraq,Sign formal agreement,Iran,2005-10-04
15646,Head of Government (South Korea),Make a visit,Japan,2012-08-12
15647,Vietnam,Engage in diplomatic cooperation,Laos,2014-12-11
15648,Jian Yu,Make statement,China,2009-02-03
15649,Iran,Engage in negotiation,China,2006-06-15
15650,State Security Service,Accuse,Citizen (Nigeria),2012-01-20
15651,Yasuo Fukuda,Express intent to meet or negotiate,Japan,2008-04-04
15652,Japan,Sign formal agreement,Ethiopia,2006-08-24
15653,European Central Bank,Express intent to meet or negotiate,Ireland,2010-11-14
15654,China,Host a visit,Straits Exchange Foundation,2008-10-23
15655,France,Host a visit,Barack Obama,2009-06-05
15656,Police (South Africa),"Arrest, detain, or charge with legal action",Men (South Africa),2014-01-15
15657,Military Personnel (Philippines),Make statement,Military (Philippines),2007-01-13
15658,Citizen (Sudan),Accuse,Military Personnel - Special (Sudan),2013-09-02
15659,South Korea,Express intent to meet or negotiate,Japan,2014-10-16
15660,China,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2008-12-14
15661,Okada Katsuya,Make statement,Japan,2010-04-09
15662,National Action Party,Praise or endorse,Domestic Affairs (Mexico),2008-03-13
15663,Police (Kenya),Engage in material cooperation,Men (Kenya),2013-01-08
15664,Barack Obama,Praise or endorse,Nuri al-Maliki,2011-12-13
15665,Citizen (Tanzania),Use unconventional violence,Criminal (Tanzania),2011-04-02
15666,China,Host a visit,Lien Chan,2006-03-24
15667,Head of Government (Taiwan),Consult,China,2008-11-21
15668,China,Halt negotiations,South Korea,2005-12-05
15669,Fishermen (India),Make a visit,Qatar,2014-10-05
15670,Daily Trust,Consult,Other Authorities / Officials (Nigeria),2010-10-08
15671,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2013-08-25
15672,Police (South Africa),Increase police alert status,South Africa,2005-07-23
15673,Benazir Bhutto,Express intent to cooperate,Head of Government (Pakistan),2006-10-20
15674,Dmitry Anatolyevich Medvedev,Consult,Vladislav Yuryevich Surkov,2011-12-27
15675,Protester (Egypt),Demonstrate or rally,Police (Egypt),2013-12-13
15676,Mario Monti,Make a visit,France,2012-11-14
15677,Iran,Engage in diplomatic cooperation,Iraq,2011-07-07
15678,Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-11-07
15679,Iran,Host a visit,Japan,2008-12-10
15680,Japan,Sign formal agreement,Vietnam,2010-05-21
15681,Oluṣẹgun Ọbasanjọ,Make an appeal or request,Citizen (Nigeria),2006-06-19
15682,Dmitry Anatolyevich Medvedev,Express intent to meet or negotiate,Lee Myung Bak,2011-11-02
15683,Japan,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2010-06-27
15684,China,Reject,Japan,2014-06-04
15685,Wen Jiabao,Make a visit,Vietnam,2010-11-02
15686,Armed Rebel (Lord's Resistance Army),Use unconventional violence,Citizen (Uganda),2007-05-02
15687,France,Make statement,Iraq,2015-01-13
15688,Citizen (Australia),Threaten,Police (Australia),2014-02-12
15689,Farm Worker (South Korea),Demonstrate or rally,Police (South Korea),2005-12-19
15690,Mahmoud Abbas,Consult,Benjamin Netanyahu,2010-09-05
15691,United Nations Children's Fund,Praise or endorse,Government (Nigeria),2015-08-08
15692,China,Defend verbally,South Korea,2010-10-23
15693,Barack Obama,Make a visit,Thailand,2012-11-20
15694,UN Security Council,Praise or endorse,Government (Sudan),2013-05-07
15695,China,Make optimistic comment,Iran,2006-09-10
15696,Governor (Thailand),Make statement,Thailand,2007-07-09
15697,Citizen (Australia),Demand,Julia Gillard,2012-02-22
15698,Japan,Make statement,China,2005-02-12
15699,Police (Indonesia),"Arrest, detain, or charge with legal action",Men (Indonesia),2014-06-18
15700,Kazakhstan,Host a visit,Foreign Affairs (Belarus),2005-04-19
15701,South Africa,Engage in diplomatic cooperation,Ethiopia,2011-12-20
15702,Police (Egypt),Use tactics of violent repression,Protester (Egypt),2012-01-10
15703,Israeli Defense Forces,fight with small arms and light weapons,al-Aqsa Martyrs' Brigades,2005-11-13
15704,Catherine Ashton,Make a visit,Iran,2014-01-11
15705,Barack Obama,Make a visit,Iraq,2009-10-17
15706,South Korea,Consult,China,2005-12-03
15707,Ministry (Venezuela),Accuse,Citizen (Venezuela),2012-11-30
15708,Ministry (Nigeria),Make statement,Government (Nigeria),2013-02-21
15709,Julia Gillard,Make an appeal or request,Citizen (Australia),2010-07-17
15710,Royal Administration (Spain),Make a visit,China,2007-06-27
15711,Military Personnel (Philippines),Make statement,Military (Philippines),2011-11-03
15712,Criminal (Australia),Threaten with military force,Citizen (Australia),2005-08-13
15713,Boko Haram,Threaten with military force,Citizen (Nigeria),2010-12-02
15714,Mahmoud Abbas,Discuss by telephone,Benjamin Netanyahu,2015-07-18
15715,Sudan,Make empathetic comment,Citizen (Sudan),2014-02-24
15716,China,Engage in negotiation,Ma Ying Jeou,2008-07-17
15717,Japan,Engage in negotiation,Association of Southeast Asian Nations,2009-02-08
15718,Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2012-11-19
15719,Citizen (Nigeria),Accuse,Head of Government (Nigeria),2015-07-24
15720,Yannis Stournaras,Make statement,Antonis Samaras,2012-08-02
15721,Police (Israel),"Arrest, detain, or charge with legal action",Criminal (Israel),2009-11-23
15722,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2005-02-20
15723,Citizen (Australia),Use unconventional violence,Police (Australia),2014-12-07
15724,Citizen (Australia),Make an appeal or request,Lawyer/Attorney (Australia),2007-02-26
15725,Abhisit Vejjajiva,Make statement,Cambodia,2009-06-30
15726,France,Consult,Iran,2014-09-19
15727,Barack Obama,Express intent to de-escalate military engagement,Iraq,2009-01-20
15728,Governor (Thailand),Use tactics of violent repression,Protester (Thailand),2015-11-27
15729,China,Engage in diplomatic cooperation,Vietnam,2005-09-06
15730,Abdullah Gül,Make an appeal or request,Iraq,2007-07-07
15731,Police (Australia),"Arrest, detain, or charge with legal action",Criminal (Australia),2013-02-21
15732,Dmitry Anatolyevich Medvedev,Praise or endorse,Iran,2010-05-17
15733,Military Personnel (Canada),Make statement,Police (Canada),2007-09-13
15734,Mahmoud Ahmadinejad,Praise or endorse,Student (Iran),2006-12-18
15735,Abdullah Gül,Make a visit,Undersecretary (United States),2007-01-19
15736,Citizen (Australia),Criticize or denounce,City Mayor (Australia),2015-09-08
15737,Cambodia,Consult,Thailand,2012-02-23
15738,Thailand,Make pessimistic comment,Citizen (Thailand),2006-04-02
15739,France,Engage in diplomatic cooperation,Vietnam,2010-01-26
15740,Boko Haram,"Abduct, hijack, or take hostage",Citizen (Nigeria),2015-11-08
15741,Media Personnel (Iran),Make statement,Iran,2007-12-17
15742,Malaysia,Express intent to engage in diplomatic cooperation (such as policy support),Japan,2013-07-25
15743,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2005-01-13
15744,Armed Rebel (Yemen),Occupy territory,Yemen,2015-01-22
15745,Tanzania,Criticize or denounce,Malawi,2013-08-14
15746,Military (Lebanon),Use conventional military force,Armed Rebel (Lebanon),2012-12-06
15747,Eritrea,Praise or endorse,Sudan,2007-11-12
15748,Benazir Bhutto,Express intent to engage in diplomatic cooperation (such as policy support),Pervez Musharraf,2007-10-06
15749,Djibouti,Host a visit,Abdirahman Mohamed Farole,2013-01-24
15750,Thailand,Reduce relations,Cambodia,2009-12-03
15751,Islam Karimov,Express intent to meet or negotiate,China,2012-06-01
15752,Other Authorities / Officials (Mexico),Provide aid,Mexico,2010-09-30
15753,Mahmoud Abbas,Express intent to engage in diplomatic cooperation (such as policy support),Japan,2015-01-20
15754,Media (Qatar),Express intent to meet or negotiate,Qatar,2015-01-14
15755,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2009-01-07
15756,Xi Jinping,Express intent to meet or negotiate,Kazakhstan,2013-08-12
15757,Employee (Bangladesh),Express intent to cooperate,Citizen (Bangladesh),2008-01-29
15758,China,Express intent to settle dispute,Iran,2015-09-15
15759,Iran,Sign formal agreement,China,2006-02-14
15760,Legislature (Iraq),Praise or endorse,Nuri al-Maliki,2006-05-21
15761,Tony Blair,Make a visit,Pervez Musharraf,2006-10-02
15762,Barack Obama,Express intent to de-escalate military engagement,Iraq,2009-06-24
15763,Head of Government (India),Make statement,Member of Parliament (India),2008-03-21
15764,South Korea,Express intent to meet or negotiate,Japan,2015-03-19
15765,Gurbanguly Berdymukhammedov,Consult,Dmitry Anatolyevich Medvedev,2009-08-20
15766,Barack Obama,Make a visit,Mexico,2009-04-12
15767,South Korea,Host a visit,Islam Karimov,2012-09-21
15768,Royal Administration (Saudi Arabia),Consult,Mahmoud Abbas,2007-02-10
15769,Farm Worker (Nigeria),Use conventional military force,Citizen (Nigeria),2012-05-22
15770,China,Make an appeal or request,Vietnam,2012-12-07
15771,Japan,Express intent to provide economic aid,China,2005-03-16
15772,Citizen (Thailand),Express intent to meet or negotiate,Party Member (Thailand),2005-09-28
15773,China,Cooperate militarily,Iran,2006-04-06
15774,Police (Philippines),Make statement,Thief (Philippines),2012-09-08
15775,House of Representatives (Japan),Criticize or denounce,Yoshihiko Noda,2012-08-30
15776,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2010-01-20
15777,Malaysia,Engage in diplomatic cooperation,Thailand,2009-08-12
15778,Police (Australia),Ease administrative sanctions,Citizen (Australia),2008-04-12
15779,Police (Australia),Investigate,Citizen (Australia),2013-10-10
15780,Ethiopia,Consult,Sudan,2013-11-01
15781,China,Consult,Wen Jiabao,2011-08-19
15782,Wen Jiabao,Make a visit,Thailand,2012-11-20
15783,Insurgent (Al Qaeda),Use unconventional violence,Iraq,2008-05-05
15784,France,Provide aid,Government (Nigeria),2014-05-21
15785,Thailand,Consult,Vietnam,2010-09-18
15786,Iran,Engage in diplomatic cooperation,Kazakhstan,2013-10-28
15787,Vietnam,Express intent to engage in diplomatic cooperation (such as policy support),International Government Organizations,2006-08-23
15788,China,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2007-04-25
15789,Police (Australia),"Arrest, detain, or charge with legal action",Criminal (Australia),2015-04-14
15790,Rafael Correa,Express intent to engage in diplomatic cooperation (such as policy support),Evo Morales,2013-07-23
15791,Citizen (Australia),Criticize or denounce,Police (Australia),2013-12-06
15792,Military (Brazil),Make optimistic comment,Citizen (Brazil),2007-08-17
15793,Japan,Make a visit,Benjamin Netanyahu,2014-05-13
15794,Citizen (Tanzania),Demand,Police (Tanzania),2015-10-01
15795,Nuri al-Maliki,Make a visit,Barack Obama,2009-07-31
15796,Japan,Express intent to cooperate,China,2007-06-03
15797,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2012-07-03
15798,Other Authorities / Officials (Nigeria),Make an appeal or request,Citizen (Nigeria),2015-06-08
15799,Government (Nigeria),Express intent to release persons or property,Citizen (Nigeria),2014-05-05
15800,Citizen (Sudan),Appeal for diplomatic cooperation (such as policy support),Sudan,2005-09-27
15801,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2008-06-06
15802,South Korea,Engage in diplomatic cooperation,Japan,2011-09-24
15803,African Union,Praise or endorse,Sudan,2011-02-11
15804,Police (Australia),Confiscate property,Citizen (Australia),2005-04-06
15805,Julia Gillard,Express intent to meet or negotiate,Citizen (Australia),2010-03-30
15806,Citizen (Thailand),Bring lawsuit against,Sondhi Limthongkul,2009-10-05
15807,Thailand,Demand change in leadership,Citizen (Thailand),2006-05-17
15808,Cambodia,Sign formal agreement,China,2006-04-08
15809,Treasury/Finance Ministry (Japan),Make statement,Japan,2011-08-15
15810,Mario Monti,Express intent to meet or negotiate,Angela Merkel,2012-01-16
15811,Saudi Arabian Defence Forces,Threaten,Yemen,2015-05-12
15812,Xi Jinping,Make statement,China,2013-07-02
15813,China,Make statement,East Turkistan Islamic Movement,2011-08-24
15814,Wen Jiabao,Make a visit,China,2012-09-11
15815,China,Make optimistic comment,Association of Southeast Asian Nations,2015-12-31
15816,African Union,Make a visit,Ethiopia,2011-01-30
15817,Thailand,Express intent to cooperate,Laos,2007-03-12
15818,South Korea,Make a visit,South Sudan,2011-10-03
15819,Rehman Malik,Make statement,Head of Government (Pakistan),2012-01-19
15820,Mainland Affairs Council,Make statement,China,2012-11-08
15821,Catherine Ashton,Consult,Mahmoud Abbas,2011-01-06
15822,Barack Obama,Consult,Dmitry Anatolyevich Medvedev,2011-11-15
15823,Liu Yandong,Make statement,China,2015-05-27
15824,Citizen (Sudan),Appeal for policy change,Government (Sudan),2011-12-10
15825,Citizen (Bangladesh),Rally opposition against,Rapid Action Battalion,2005-03-16
15826,France,Engage in diplomatic cooperation,Vietnam,2006-02-22
15827,Cabinet / Council of Ministers / Advisors (United States),Express intent to meet or negotiate,China,2007-03-03
15828,Emperor Akihito,Make optimistic comment,Japan,2005-08-15
15829,Iraq,Host a visit,Peter Pace,2006-12-23
15830,China,Consult,Association of Southeast Asian Nations,2015-11-25
15831,Cambodia,Engage in diplomatic cooperation,Thailand,2005-03-12
