relation i,relation j,#temporal implication,#rel_i,P one direction,P two direction
Rally support on behalf of,Accuse of aggression,0,96,0.0,0.0
Accuse of aggression,Express intent to cooperate on intelligence,0,7,0.0,0.0
Express intent to cooperate on intelligence,Accuse of aggression,0,8,0.0,0.0
Accuse of aggression,"Obstruct passage, block",0,7,0.0,0.0
"Obstruct passage, block",Accuse of aggression,0,58,0.0,0.0
Accuse of aggression,Demand change in leadership,0,7,0.0,0.0
Demand change in leadership,Accuse of aggression,0,64,0.0,0.0
Accuse of aggression,Appeal for economic aid,0,7,0.0,0.0
Appeal for economic aid,Accuse of aggression,0,23,0.0,0.0
Accuse of aggression,Provide military aid,0,7,0.0,0.0
Provide military aid,Accuse of aggression,0,88,0.0,0.0
Accuse of aggression,Ease administrative sanctions,0,7,0.0,0.0
Ease administrative sanctions,Accuse of aggression,0,146,0.0,0.0
Accuse of aggression,Express intent to provide economic aid,0,7,0.0,0.0
Express intent to provide economic aid,Accuse of aggression,0,70,0.0,0.0
Accuse of aggression,"Appeal for change in institutions, regime",0,7,0.0,0.0
"Appeal for change in institutions, regime",Accuse of aggression,0,20,0.0,0.0
Accuse of aggression,Increase police alert status,0,7,0.0,0.0
Increase police alert status,Accuse of aggression,0,25,0.0,0.0
Accuse of aggression,"Return, release property",0,7,0.0,0.0
"Return, release property",Accuse of aggression,0,10,0.0,0.0
Accuse of aggression,Ease military blockade,0,7,0.0,0.0
Ease military blockade,Accuse of aggression,0,3,0.0,0.0
Accuse of aggression,"Ease economic sanctions, boycott, embargo",0,7,0.0,0.0
"Ease economic sanctions, boycott, embargo",Accuse of aggression,0,21,0.0,0.0
Accuse of aggression,Threaten with military force,0,7,0.0,0.0
Threaten with military force,Accuse of aggression,0,91,0.0,0.0
Accuse of aggression,Acknowledge or claim responsibility,0,7,0.0,0.0
Acknowledge or claim responsibility,Accuse of aggression,0,62,0.0,0.0
Accuse of aggression,Express intent to provide military aid,0,7,0.0,0.0
Express intent to provide military aid,Accuse of aggression,0,92,0.0,0.0
Accuse of aggression,Defend verbally,0,7,0.0,0.0
Defend verbally,Accuse of aggression,0,25,0.0,0.0
Accuse of aggression,Make empathetic comment,0,7,0.0,0.0
Make empathetic comment,Accuse of aggression,0,232,0.0,0.0
Accuse of aggression,"Impose embargo, boycott, or sanctions",0,7,0.0,0.0
"Impose embargo, boycott, or sanctions",Accuse of aggression,0,98,0.0,0.0
Accuse of aggression,Increase military alert status,0,7,0.0,0.0
Increase military alert status,Accuse of aggression,0,27,0.0,0.0
Accuse of aggression,Accede to demands for rights,0,7,0.0,0.0
Accede to demands for rights,Accuse of aggression,0,6,0.0,0.0
Accuse of aggression,Appeal to others to settle dispute,0,7,0.0,0.0
Appeal to others to settle dispute,Accuse of aggression,0,12,0.0,0.0
Accuse of aggression,"Appeal for easing of economic sanctions, boycott, or embargo",0,7,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Accuse of aggression,0,1,0.0,0.0
Accuse of aggression,Mobilize or increase police power,0,7,0.0,0.0
Mobilize or increase police power,Accuse of aggression,0,25,0.0,0.0
Accuse of aggression,"Conduct suicide, car, or other non-military bombing",0,7,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Accuse of aggression,0,69,0.0,0.0
Accuse of aggression,Appeal for material cooperation,0,7,0.0,0.0
Appeal for material cooperation,Accuse of aggression,0,10,0.0,0.0
Accuse of aggression,Refuse to ease administrative sanctions,0,7,0.0,0.0
Refuse to ease administrative sanctions,Accuse of aggression,0,8,0.0,0.0
Accuse of aggression,Provide economic aid,0,7,0.0,0.0
Provide economic aid,Accuse of aggression,0,71,0.0,0.0
Accuse of aggression,Demand release of persons or property,0,7,0.0,0.0
Demand release of persons or property,Accuse of aggression,0,5,0.0,0.0
Accuse of aggression,"Demand change in institutions, regime",0,7,0.0,0.0
"Demand change in institutions, regime",Accuse of aggression,0,8,0.0,0.0
Accuse of aggression,Appeal for release of persons or property,0,7,0.0,0.0
Appeal for release of persons or property,Accuse of aggression,0,30,0.0,0.0
Accuse of aggression,Kill by physical assault,0,7,0.0,0.0
Kill by physical assault,Accuse of aggression,0,80,0.0,0.0
Accuse of aggression,Demonstrate for leadership change,0,7,0.0,0.0
Demonstrate for leadership change,Accuse of aggression,0,27,0.0,0.0
Accuse of aggression,Grant diplomatic recognition,0,7,0.0,0.0
Grant diplomatic recognition,Accuse of aggression,0,53,0.0,0.0
Accuse of aggression,"Impose blockade, restrict movement",0,7,0.0,0.0
"Impose blockade, restrict movement",Accuse of aggression,0,18,0.0,0.0
Accuse of aggression,Employ aerial weapons,0,7,0.0,0.0
Employ aerial weapons,Accuse of aggression,0,86,0.0,0.0
Accuse of aggression,Cooperate militarily,0,7,0.0,0.0
Cooperate militarily,Accuse of aggression,0,96,0.0,0.0
Accuse of aggression,"Accuse of crime, corruption",0,7,0.0,0.0
"Accuse of crime, corruption",Accuse of aggression,0,64,0.0,0.0
Accuse of aggression,Engage in violent protest for rights,0,7,0.0,0.0
Engage in violent protest for rights,Accuse of aggression,0,1,0.0,0.0
Accuse of aggression,Sexually assault,0,7,0.0,0.0
Sexually assault,Accuse of aggression,0,112,0.0,0.0
Accuse of aggression,Refuse to yield,0,7,0.0,0.0
Refuse to yield,Accuse of aggression,0,37,0.0,0.0
Accuse of aggression,Provide military protection or peacekeeping,0,7,0.0,0.0
Provide military protection or peacekeeping,Accuse of aggression,0,23,0.0,0.0
Accuse of aggression,Appeal for military protection or peacekeeping,0,7,0.0,0.0
Appeal for military protection or peacekeeping,Accuse of aggression,0,1,0.0,0.0
Accuse of aggression,"Reject plan, agreement to settle dispute",0,7,0.0,0.0
"Reject plan, agreement to settle dispute",Accuse of aggression,0,55,0.0,0.0
Accuse of aggression,Threaten to halt negotiations,0,7,0.0,0.0
Threaten to halt negotiations,Accuse of aggression,0,1,0.0,0.0
Accuse of aggression,Express intent to institute political reform,0,7,0.0,0.0
Express intent to institute political reform,Accuse of aggression,0,1,0.0,0.0
Accuse of aggression,Give ultimatum,0,7,0.0,0.0
Give ultimatum,Accuse of aggression,0,52,0.0,0.0
Accuse of aggression,fight with artillery and tanks,0,7,0.0,0.0
fight with artillery and tanks,Accuse of aggression,0,32,0.0,0.0
Accuse of aggression,Appeal to engage in or accept mediation,0,7,0.0,0.0
Appeal to engage in or accept mediation,Accuse of aggression,0,33,0.0,0.0
Accuse of aggression,Appeal for aid,0,7,0.0,0.0
Appeal for aid,Accuse of aggression,0,22,0.0,0.0
Accuse of aggression,"Investigate crime, corruption",0,7,0.0,0.0
"Investigate crime, corruption",Accuse of aggression,0,28,0.0,0.0
Accuse of aggression,"Threaten with political dissent, protest",0,7,0.0,0.0
"Threaten with political dissent, protest",Accuse of aggression,0,5,0.0,0.0
Accuse of aggression,Appeal for easing of administrative sanctions,0,7,0.0,0.0
Appeal for easing of administrative sanctions,Accuse of aggression,0,13,0.0,0.0
Accuse of aggression,Express intent to de-escalate military engagement,0,7,0.0,0.0
Express intent to de-escalate military engagement,Accuse of aggression,0,31,0.0,0.0
Accuse of aggression,Appeal for judicial cooperation,0,7,0.0,0.0
Appeal for judicial cooperation,Accuse of aggression,0,23,0.0,0.0
Accuse of aggression,Complain officially,0,7,0.0,0.0
Complain officially,Accuse of aggression,0,109,0.0,0.0
Accuse of aggression,Accuse of war crimes,0,7,0.0,0.0
Accuse of war crimes,Accuse of aggression,0,7,0.0,0.0
Accuse of aggression,Apologize,0,7,0.0,0.0
Apologize,Accuse of aggression,0,33,0.0,0.0
Accuse of aggression,Express intent to mediate,0,7,0.0,0.0
Express intent to mediate,Accuse of aggression,0,14,0.0,0.0
Accuse of aggression,Decline comment,0,7,0.0,0.0
Decline comment,Accuse of aggression,0,22,0.0,0.0
Accuse of aggression,Mediate,0,7,0.0,0.0
Mediate,Accuse of aggression,0,15,0.0,0.0
Accuse of aggression,Appeal for military aid,0,7,0.0,0.0
Appeal for military aid,Accuse of aggression,0,26,0.0,0.0
Accuse of aggression,Assassinate,0,7,0.0,0.0
Assassinate,Accuse of aggression,0,44,0.0,0.0
Accuse of aggression,Reject military cooperation,0,7,0.0,0.0
Reject military cooperation,Accuse of aggression,0,3,0.0,0.0
Accuse of aggression,"Refuse to ease economic sanctions, boycott, or embargo",0,7,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Accuse of aggression,0,4,0.0,0.0
Accuse of aggression,Torture,0,7,0.0,0.0
Torture,Accuse of aggression,0,30,0.0,0.0
Accuse of aggression,Threaten to halt mediation,0,7,0.0,0.0
Threaten to halt mediation,Accuse of aggression,0,1,0.0,0.0
Accuse of aggression,Reject judicial cooperation,0,7,0.0,0.0
Reject judicial cooperation,Accuse of aggression,0,1,0.0,0.0
Accuse of aggression,Refuse to release persons or property,0,7,0.0,0.0
Refuse to release persons or property,Accuse of aggression,0,19,0.0,0.0
Accuse of aggression,Seize or damage property,0,7,0.0,0.0
Seize or damage property,Accuse of aggression,0,8,0.0,0.0
Accuse of aggression,Appeal for rights,0,7,0.0,0.0
Appeal for rights,Accuse of aggression,0,9,0.0,0.0
Accuse of aggression,Express intent to accept mediation,0,7,0.0,0.0
Express intent to accept mediation,Accuse of aggression,0,8,0.0,0.0
Accuse of aggression,Appeal for economic cooperation,0,7,0.0,0.0
Appeal for economic cooperation,Accuse of aggression,0,15,0.0,0.0
Accuse of aggression,Receive deployment of peacekeepers,0,7,0.0,0.0
Receive deployment of peacekeepers,Accuse of aggression,0,28,0.0,0.0
Accuse of aggression,Demand settling of dispute,0,7,0.0,0.0
Demand settling of dispute,Accuse of aggression,0,5,0.0,0.0
Accuse of aggression,Impose state of emergency or martial law,0,7,0.0,0.0
Impose state of emergency or martial law,Accuse of aggression,0,12,0.0,0.0
Accuse of aggression,Use as human shield,0,7,0.0,0.0
Use as human shield,Accuse of aggression,0,1,0.0,0.0
Accuse of aggression,Demand policy change,0,7,0.0,0.0
Demand policy change,Accuse of aggression,0,2,0.0,0.0
Accuse of aggression,"Accuse of espionage, treason",0,7,0.0,0.0
"Accuse of espionage, treason",Accuse of aggression,0,14,0.0,0.0
Accuse of aggression,Demand that target yields,0,7,0.0,0.0
Demand that target yields,Accuse of aggression,0,8,0.0,0.0
Accuse of aggression,Reduce or stop military assistance,0,7,0.0,0.0
Reduce or stop military assistance,Accuse of aggression,0,8,0.0,0.0
Accuse of aggression,Share intelligence or information,0,7,0.0,0.0
Share intelligence or information,Accuse of aggression,0,38,0.0,0.0
Accuse of aggression,Accede to demands for change in policy,0,7,0.0,0.0
Accede to demands for change in policy,Accuse of aggression,0,2,0.0,0.0
Accuse of aggression,Express intent to ease administrative sanctions,0,7,0.0,0.0
Express intent to ease administrative sanctions,Accuse of aggression,0,7,0.0,0.0
Accuse of aggression,"Threaten with sanctions, boycott, embargo",0,7,0.0,0.0
"Threaten with sanctions, boycott, embargo",Accuse of aggression,0,6,0.0,0.0
Accuse of aggression,Express intent to change policy,0,7,0.0,0.0
Express intent to change policy,Accuse of aggression,0,2,0.0,0.0
Accuse of aggression,Accuse of human rights abuses,0,7,0.0,0.0
Accuse of human rights abuses,Accuse of aggression,0,39,0.0,0.0
Accuse of aggression,Appeal for humanitarian aid,0,7,0.0,0.0
Appeal for humanitarian aid,Accuse of aggression,0,7,0.0,0.0
Accuse of aggression,Demand judicial cooperation,0,7,0.0,0.0
Demand judicial cooperation,Accuse of aggression,0,4,0.0,0.0
Accuse of aggression,Engage in mass killings,0,7,0.0,0.0
Engage in mass killings,Accuse of aggression,0,12,0.0,0.0
Accuse of aggression,Demand economic aid,0,7,0.0,0.0
Demand economic aid,Accuse of aggression,0,10,0.0,0.0
Accuse of aggression,Demand material aid,0,7,0.0,0.0
Demand material aid,Accuse of aggression,0,1,0.0,0.0
Accuse of aggression,Express intent to provide military protection or peacekeeping,0,7,0.0,0.0
Express intent to provide military protection or peacekeeping,Accuse of aggression,0,6,0.0,0.0
Accuse of aggression,Investigate human rights abuses,0,7,0.0,0.0
Investigate human rights abuses,Accuse of aggression,0,3,0.0,0.0
Accuse of aggression,Violate ceasefire,0,7,0.0,0.0
Violate ceasefire,Accuse of aggression,0,4,0.0,0.0
Accuse of aggression,Carry out car bombing,0,7,0.0,0.0
Carry out car bombing,Accuse of aggression,0,1,0.0,0.0
Accuse of aggression,Demand material cooperation,0,7,0.0,0.0
Demand material cooperation,Accuse of aggression,0,9,0.0,0.0
Accuse of aggression,"Accede to demands for change in institutions, regime",0,7,0.0,0.0
"Accede to demands for change in institutions, regime",Accuse of aggression,0,3,0.0,0.0
Accuse of aggression,Expel or withdraw,0,7,0.0,0.0
Expel or withdraw,Accuse of aggression,0,1,0.0,0.0
Accuse of aggression,Expel or withdraw peacekeepers,0,7,0.0,0.0
Expel or withdraw peacekeepers,Accuse of aggression,0,4,0.0,0.0
Accuse of aggression,Destroy property,0,7,0.0,0.0
Destroy property,Accuse of aggression,0,3,0.0,0.0
Accuse of aggression,Reject economic cooperation,0,7,0.0,0.0
Reject economic cooperation,Accuse of aggression,0,2,0.0,0.0
Accuse of aggression,Refuse to de-escalate military engagement,0,7,0.0,0.0
Refuse to de-escalate military engagement,Accuse of aggression,0,4,0.0,0.0
Reduce relations,"Abduct, hijack, or take hostage",0,188,0.0,0.0
"Abduct, hijack, or take hostage",Reduce relations,0,483,0.0,0.0
Reduce relations,Investigate,1,188,0.005319148936170213,0.001976284584980237
Investigate,Reduce relations,1,824,0.0012135922330097086,0.001976284584980237
Reduce relations,Appeal for de-escalation of military engagement,0,188,0.0,0.0
Appeal for de-escalation of military engagement,Reduce relations,0,34,0.0,0.0
Reduce relations,Physically assault,0,188,0.0,0.0
Physically assault,Reduce relations,0,191,0.0,0.0
Reduce relations,"Reject proposal to meet, discuss, or negotiate",0,188,0.0,0.0
"Reject proposal to meet, discuss, or negotiate",Reduce relations,0,92,0.0,0.0
Reduce relations,Express intent to provide humanitarian aid,0,188,0.0,0.0
Express intent to provide humanitarian aid,Reduce relations,0,48,0.0,0.0
Reduce relations,Engage in symbolic act,0,188,0.0,0.0
Engage in symbolic act,Reduce relations,0,426,0.0,0.0
Reduce relations,Provide aid,0,188,0.0,0.0
Provide aid,Reduce relations,0,158,0.0,0.0
Reduce relations,Provide humanitarian aid,2,188,0.010638297872340425,0.00909090909090909
Provide humanitarian aid,Reduce relations,2,252,0.007936507936507936,0.00909090909090909
Reduce relations,Cooperate economically,0,188,0.0,0.0
Cooperate economically,Reduce relations,0,117,0.0,0.0
Reduce relations,Consider policy option,0,188,0.0,0.0
Consider policy option,Reduce relations,0,90,0.0,0.0
Reduce relations,"Defy norms, law",0,188,0.0,0.0
"Defy norms, law",Reduce relations,0,57,0.0,0.0
Reduce relations,Conduct strike or boycott,0,188,0.0,0.0
Conduct strike or boycott,Reduce relations,0,32,0.0,0.0
Reduce relations,Bring lawsuit against,0,188,0.0,0.0
Bring lawsuit against,Reduce relations,0,142,0.0,0.0
Reduce relations,Demonstrate military or police power,0,188,0.0,0.0
Demonstrate military or police power,Reduce relations,0,30,0.0,0.0
Reduce relations,Carry out suicide bombing,0,188,0.0,0.0
Carry out suicide bombing,Reduce relations,0,76,0.0,0.0
Reduce relations,Mobilize or increase armed forces,0,188,0.0,0.0
