,head,relation,tail,time
7125,Citizen (Nigeria),Refuse to yield,Government (Nigeria),2015-11-19
7126,Pervez Musharraf,Make statement,Government (Pakistan),2006-12-10
7127,China,Criticize or denounce,Japan,2007-08-07
7128,Head of Government (Qatar),Consult,Mahmoud Ahmadinejad,2010-09-06
7129,Iran,Express intent to meet or negotiate,China,2005-10-13
7130,Ma Ying Jeou,Make statement,Kuomintang,2007-10-04
7131,Japan,Praise or endorse,UN Security Council,2005-03-25
7132,China,Express intent to engage in diplomatic cooperation (such as policy support),Thailand,2005-11-09
7133,Dmitry Anatolyevich Medvedev,Consult,Benjamin Netanyahu,2012-05-11
7134,Laos,Sign formal agreement,Vietnam,2007-09-11
7135,Iran,Make an appeal or request,Barack Obama,2008-12-05
7136,Mexico,Engage in negotiation,South Korea,2005-11-07
7137,Pavol Hrusovský,Express intent to cooperate,Mikulas Dzurinda,2005-11-07
7138,Japan,Express intent to cooperate,South Korea,2007-03-08
7139,Ethiopia,Accuse,Eritrea,2008-09-03
7140,China,Engage in negotiation,Association of Southeast Asian Nations,2005-04-27
7141,Barack Obama,Discuss by telephone,Angela Merkel,2013-10-24
7142,Benjamin Netanyahu,Express intent to meet or negotiate,Barack Obama,2010-09-12
7143,Xi Jinping,Make optimistic comment,China,2014-01-27
7144,UN Security Council,Praise or endorse,China,2007-04-30
7145,Benjamin Netanyahu,Consult,Mahmoud Abbas,2012-04-04
7146,Iran,Make pessimistic comment,Mexico,2015-12-03
7147,France,Engage in diplomatic cooperation,China,2009-05-26
7148,Benjamin Netanyahu,Express intent to meet or negotiate,Head of Government (Egypt),2009-09-12
7149,Ministry (Iran),Make statement,Iran,2006-03-13
7150,Citizen (Australia),Threaten,Lawyer/Attorney (Australia),2005-06-23
7151,Ashraf Ghani Ahmadzai,Sign formal agreement,Gurbanguly Berdymukhammedov,2015-01-22
7152,Representatives (Sudan),Consult,Ministry (Sudan),2012-01-11
7153,South Sudan,Use conventional military force,Sudan,2012-05-12
7154,Japan,Engage in diplomatic cooperation,Ethiopia,2005-12-02
7155,Agence France-Presse,Consult,Jack Straw,2006-01-07
7156,Sudan,Make an appeal or request,South Sudan,2013-05-06
7157,China,Express intent to engage in diplomatic cooperation (such as policy support),Thailand,2014-12-25
7158,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2015-08-13
7159,Police (Australia),Make an appeal or request,Citizen (Australia),2012-02-23
7160,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2009-03-20
7161,Police (Uganda),Physically assault,Citizen (Uganda),2007-05-11
7162,Party Member (Thailand),Criticize or denounce,Citizen (Thailand),2005-02-02
7163,Javier Solana,Consult,Iran,2006-06-06
7164,Lawyer/Attorney (United Kingdom),Make statement,Court Judge (United Kingdom),2012-06-12
7165,South Africa,Express intent to meet or negotiate,China,2009-07-09
7166,South Korea,Consult,Lee Myung Bak,2010-10-05
7167,Rupiah Banda,Make an appeal or request,Citizen (Zambia),2010-08-05
7168,Japan,Sign formal agreement,Malaysia,2005-05-25
7169,Association of Southeast Asian Nations,Express intent to meet or negotiate,South Korea,2008-10-27
7170,China,Make an appeal or request,Japan,2015-03-20
7171,China,Host a visit,Vietnam,2009-10-15
7172,Kaoru Yosano,Make statement,Japan,2011-01-13
7173,United Arab Emirates,Make statement,Iraq,2008-05-07
7174,Iran,Engage in negotiation,Barack Obama,2015-06-30
7175,China,Host a visit,Thailand,2011-11-01
7176,Military Personnel (Thailand),Discuss by telephone,Agence France-Presse,2012-03-14
7177,Rupiah Banda,Make an appeal or request,Citizen (Zambia),2011-07-01
7178,Laos,Consult,Thailand,2013-10-25
7179,Iran,Consult,Mahmoud Ahmadinejad,2013-01-10
7180,Laos,Host a visit,Vietnam,2008-01-09
7181,Iran,Express intent to engage in diplomatic cooperation (such as policy support),Qatar,2014-06-08
7182,China,Make a visit,Iran,2012-11-26
7183,China,Engage in diplomatic cooperation,Iran,2014-05-21
7184,Bolivia,Engage in negotiation,Mahmoud Ahmadinejad,2012-06-20
7185,Barack Obama,Consult,Xi Jinping,2015-11-28
7186,Citizen (Thailand),Criticize or denounce,Abhisit Vejjajiva,2011-07-05
7187,Police (Australia),Express intent to meet or negotiate,Citizen (Australia),2011-12-20
7188,Emmanuel Eweta Uduaghan,Consult,Ministry (Nigeria),2013-03-18
7189,City Mayor (Philippines),Engage in negotiation,Police (Philippines),2014-01-31
7190,UN Security Council,Make an appeal or request,Eritrea,2006-10-17
7191,France,Make statement,Iran,2010-01-24
7192,Government (Sudan),Praise or endorse,UN Security Council,2012-05-03
7193,China,Engage in diplomatic cooperation,South Sudan,2012-04-25
7194,Media Personnel (Australia),Demand,Citizen (Australia),2010-04-14
7195,Business (Taiwan),Consult,Ma Ying Jeou,2006-05-09
7196,Abdullah Gül,Make a visit,Iran,2011-02-13
7197,South Africa,Engage in diplomatic cooperation,Angola,2010-12-08
7198,China,Express intent to meet or negotiate,Iran,2006-04-13
7199,Ali Abdullah Saleh,Consult,Governor (Yemen),2010-04-11
7200,Police (Australia),Appeal for intelligence,Citizen (Australia),2015-03-20
7201,Government (Nigeria),Accuse,Citizen (Nigeria),2007-07-31
7202,Senate (Saudi Arabia),Consult,Umaru Musa Yar'Adua,2010-02-05
7203,Iran,Engage in diplomatic cooperation,Iraq,2014-12-17
7204,France,Criticize or denounce,Iran,2012-01-09
7205,Government (Sudan),Express intent to engage in diplomatic cooperation (such as policy support),Citizen (Sudan),2006-05-27
7206,South Korea,Engage in negotiation,China,2015-04-08
7207,Lawyer/Attorney (Australia),Accuse,Citizen (Australia),2005-10-19
7208,Citizen (Australia),Make an appeal or request,Lawyer/Attorney (Australia),2010-02-23
7209,South Korea,Express intent to meet or negotiate,Japan,2006-10-04
7210,Military (Russia),"Abduct, hijack, or take hostage",Armed Rebel (Russia),2011-08-23
7211,Benjamin Netanyahu,Consult,Media Personnel (International),2012-12-11
7212,Barack Obama,Express intent to meet or negotiate,Benjamin Netanyahu,2014-02-13
7213,William Ruto,Express intent to meet or negotiate,Uhuru Muigai Kenyatta,2012-02-03
7214,China,Consult,South Korea,2015-07-09
7215,Bhutan,Consult,Maldives,2010-04-27
7216,Thailand,Express intent to meet or negotiate,China,2006-05-07
7217,Police (Philippines),Make statement,City Mayor (Philippines),2013-11-20
7218,Other Authorities / Officials (Nigeria),Accuse,Citizen (Nigeria),2011-07-25
7219,China,Express intent to cooperate,Japan,2009-02-22
7220,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),China,2012-10-20
7221,Criminal (Australia),Use unconventional violence,Citizen (Australia),2005-07-11
7222,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),Japan,2012-04-16
7223,China,"Reject plan, agreement to settle dispute",Japan,2006-03-09
7224,Benazir Bhutto,Engage in negotiation,Pervez Musharraf,2007-09-16
7225,Mahmoud Abbas,Consult,Abdullah Gül,2009-02-07
7226,Charles Taylor,Make statement,Special Court for Sierra Leone,2006-05-23
7227,Sudan,Host a visit,China,2008-07-17
7228,China,Engage in diplomatic cooperation,Malaysia,2015-11-17
7229,Lawyer/Attorney (Australia),Make statement,Police (Australia),2006-04-07
7230,African Union,Consult,UN Security Council,2011-08-27
7231,Mahmoud Ahmadinejad,Express intent to meet or negotiate,Iraq,2008-02-07
7232,China,Engage in diplomatic cooperation,Cambodia,2011-02-22
7233,Thailand,Engage in diplomatic cooperation,Vietnam,2007-03-22
7234,China,Express intent to cooperate,Vietnam,2007-10-30
7235,Military Personnel (Philippines),Make statement,Military (Philippines),2013-08-10
7236,Iran,Engage in negotiation,China,2008-01-17
7237,Japan,Express intent to meet or negotiate,China,2006-05-07
7238,Mahmoud Ahmadinejad,Sign formal agreement,Ministry (Iran),2010-11-23
7239,China,Host a visit,Japan,2011-06-13
7240,Tzipi Livni,Engage in negotiation,Mahmoud Abbas,2013-05-09
7241,China,Express intent to engage in diplomatic cooperation (such as policy support),Japan,2006-10-18
7242,Ministry (South Korea),Express intent to meet or negotiate,South Korea,2005-05-23
7243,Citizen (Sudan),Make an appeal or request,Sudan,2014-06-18
7244,Citizen (United Kingdom),Accuse,Iran,2007-02-07
7245,Bolivia,Sign formal agreement,Iran,2013-07-03
7246,Benjamin Netanyahu,Make statement,Likud,2008-09-24
7247,Military Personnel (Philippines),Make statement,Military (Philippines),2010-10-26
7248,Business (Iran),Make statement,Iran,2013-02-04
7249,Iran,Host a visit,Iraq,2014-12-09
7250,Vietnam,Express intent to cooperate,Laos,2007-03-20
7251,Israeli Defense Forces,Use conventional military force,al-Aqsa Martyrs' Brigades,2008-04-02
7252,China,Express intent to cooperate,Association of Southeast Asian Nations,2013-07-01
7253,Barack Obama,Make an appeal or request,Citizen (International),2010-03-21
7254,China,Make statement,Barack Obama,2008-11-06
7255,China,Express intent to engage in diplomatic cooperation (such as policy support),Thailand,2011-11-19
7256,Criminal (China),Make statement,China,2009-03-20
7257,Mahmoud Abbas,Engage in negotiation,Barack Obama,2014-03-18
7258,Mohamed Ould Abdel Aziz,Engage in negotiation,Mahmoud Ahmadinejad,2010-01-26
7259,China,Consult,South Africa,2015-09-09
7260,South Korea,Host a visit,China,2007-11-26
7261,Police (Philippines),Make statement,Military (Philippines),2010-06-05
7262,African Union,Make an appeal or request,Sudan,2009-03-07
7263,Japan,Express intent to engage in diplomatic cooperation (such as policy support),China,2007-04-12
7264,Vietnam,Engage in diplomatic cooperation,Laos,2006-01-20
7265,Ministry (Nigeria),Accuse,Citizen (Nigeria),2013-10-21
7266,Iran,Criticize or denounce,United Arab Emirates,2010-04-21
7267,Police (Australia),Accuse,Citizen (Australia),2010-09-21
7268,China,Sign formal agreement,Kazakhstan,2006-10-31
7269,Party Member (Taiwan),Criticize or denounce,Ma Ying Jeou,2013-06-06
7270,Benjamin Netanyahu,Consult,Cabinet / Council of Ministers / Advisors (United States),2013-09-15
7271,Military Personnel (Philippines),Make statement,Military (Philippines),2007-07-31
7272,France,Make an appeal or request,Iran,2006-06-05
7273,Ethiopia,Make statement,Head of Government (Ethiopia),2006-02-13
7274,Barack Obama,Express intent to meet or negotiate,Mahmoud Abbas,2014-03-18
7275,Citizen (Australia),Physically assault,Police (Australia),2014-07-11
7276,China,Express intent to meet or negotiate,South Korea,2008-08-10
7277,Internal Security Operations Command,Consult,UN Security Council,2012-08-09
7278,China,Express intent to cooperate,South Korea,2006-12-03
7279,Dmitry Anatolyevich Medvedev,Discuss by telephone,Barack Obama,2009-11-30
7280,France,Consult,China,2007-06-21
7281,South Korea,Express intent to cooperate,China,2013-11-18
7282,Wen Jiabao,Consult,Angela Merkel,2006-09-14
7283,Citizen (Australia),Make an appeal or request,Julia Gillard,2013-03-21
7284,Government (Nigeria),Make an appeal or request,Boko Haram,2012-11-05
7285,Iran,Sign formal agreement,United Arab Emirates,2015-01-20
7286,Japan,Express intent to cooperate,China,2014-12-18
7287,France,Make statement,Iran,2014-10-30
7288,Laos,Make an appeal or request,Vietnam,2008-01-29
7289,Colombia,Cooperate economically,Japan,2012-09-25
7290,Abdullah Gül,Consult,Angela Merkel,2005-11-18
7291,African Union,Praise or endorse,China,2014-09-19
7292,Vietnam,Engage in diplomatic cooperation,Japan,2006-11-10
7293,Foreign Affairs (France),Make statement,France,2015-06-26
7294,Japan,Express intent to meet or negotiate,China,2008-09-27
7295,New Patriotic Party,Consult,The Chronicle,2008-03-12
7296,Boko Haram,"Abduct, hijack, or take hostage",Citizen (Nigeria),2014-07-16
7297,China,Express intent to meet or negotiate,Mahmoud Abbas,2013-05-07
7298,South Korea,Express intent to cooperate,China,2015-01-06
7299,Vietnam,Engage in diplomatic cooperation,Cambodia,2007-01-13
7300,Criminal (Australia),Physically assault,Citizen (Australia),2009-05-28
7301,Boko Haram,Use conventional military force,Government (Nigeria),2014-11-04
7302,Police (Australia),"Return, release person(s)",Citizen (Australia),2009-07-21
7303,China,Express intent to meet or negotiate,Malaysia,2014-05-03
7304,Benjamin Netanyahu,Consult,Head of Government (Egypt),2012-11-19
7305,Japan,Make a visit,South Korea,2005-03-03
7306,Government Official (Japan),Express intent to meet or negotiate,Japan,2015-02-21
7307,Vietnam,Engage in diplomatic cooperation,China,2005-09-01
7308,Abhisit Vejjajiva,Make an appeal or request,Protester (Thailand),2009-04-10
7309,Kuwait,Consult,Iran,2014-08-13
7310,Mahmoud Abbas,Consult,Abdullah Gül,2009-01-23
7311,Haider Al-Abadi,Consult,Head of Government (Egypt),2015-12-07
7312,Iraq,Engage in diplomatic cooperation,Iran,2011-11-13
7313,China,Engage in diplomatic cooperation,Lee Myung Bak,2010-06-03
7314,Police (Australia),Accuse,Women (Australia),2009-01-06
7315,Iran,Engage in negotiation,Sergey Vladilenovich Kiriyenko,2006-02-26
7316,China,Express intent to meet or negotiate,Thailand,2015-01-09
7317,Vietnam,Make a visit,Laos,2008-01-03
7318,Prem Tinsulanonda,Criticize or denounce,Citizen (Thailand),2015-12-08
7319,Citizen (Nigeria),Praise or endorse,Ministry (Nigeria),2009-02-12
7320,Police (Australia),Accuse,Citizen (Australia),2015-05-15
7321,Police (Australia),Express intent to engage in diplomatic cooperation (such as policy support),Citizen (Australia),2007-06-26
7322,China,"Declare truce, ceasefire",South Korea,2007-01-14
7323,Barack Obama,Engage in negotiation,Iraq,2009-07-24
7324,Congress (United States),Criticize or denounce,China,2014-08-01
7325,Police (Australia),Make an appeal or request,Citizen (Australia),2009-08-28
7326,France,Praise or endorse,Vietnam,2005-06-08
7327,Japan,Express intent to meet or negotiate,Association of Southeast Asian Nations,2006-06-22
7328,Employee (Bangladesh),Provide humanitarian aid,Citizen (Bangladesh),2015-03-12
7329,Benjamin Netanyahu,Express intent to engage in diplomatic cooperation (such as policy support),Barack Obama,2013-03-05
7330,Richard Boucher,Consult,Pervez Musharraf,2007-06-14
7331,Foreign Affairs (India),Consult,Prachanda,2006-11-02
7332,Lawyer/Attorney (Australia),Make statement,Police (Australia),2012-02-08
7333,Benjamin Netanyahu,Consult,Barack Obama,2010-04-16
7334,China,Praise or endorse,African Union,2011-06-08
7335,Cambodia,Engage in diplomatic cooperation,Laos,2015-06-22
7336,Daily Trust,Discuss by telephone,Other Authorities / Officials (Nigeria),2012-05-29
7337,Foreign Affairs (France),Make statement,Segolene Royal,2014-06-04
7338,Iran,Sign formal agreement,Iraq,2005-10-05
7339,Men (South Africa),fight with small arms and light weapons,Police (South Africa),2008-09-18
7340,Japan,Express intent to meet or negotiate,China,2009-12-24
7341,Thailand,Express intent to engage in diplomatic cooperation (such as policy support),Cambodia,2014-10-24
7342,Vietnam,Praise or endorse,Laos,2015-03-31
7343,South Korea,Reject,Japan,2005-08-01
7344,Mahmoud Ahmadinejad,Make statement,Iran,2009-06-23
7345,Abhisit Vejjajiva,Make an appeal or request,Citizen (Thailand),2010-06-11
7346,Benjamin Netanyahu,Engage in negotiation,Barack Obama,2013-02-05
7347,Algirdas Butkevičius,Consult,Valdis Dombrovskis,2013-01-10
7348,Media Personnel (China),Make statement,China,2006-04-13
7349,Citizen (Australia),Express intent to engage in diplomatic cooperation (such as policy support),Member of Parliament (Australia),2015-12-14
7350,Iraq,Engage in diplomatic cooperation,Iran,2008-06-09
7351,South Korea,Consult,China,2005-12-02
7352,Mexico,Sign formal agreement,Japan,2014-07-09
7353,Mexico,Consult,South Africa,2009-07-09
7354,Xi Jinping,Make statement,China,2015-10-12
7355,UN Security Council,Consult,Dmitry Anatolyevich Medvedev,2008-07-18
7356,Ethiopia,Make statement,Eritrea,2010-06-28
7357,South Korea,Criticize or denounce,Japan,2006-04-15
7358,Abdel Fattah Al-Sisi,Consult,Chuck Hagel,2013-07-30
7359,Nabil Shaath,Consult,Saud bin Faisal bin Abdul-Aziz,2006-07-03
7360,Muhammadu Buhari,Make an appeal or request,Citizen (Nigeria),2015-01-13
7361,Citizen (Nigeria),Criticize or denounce,Government (Nigeria),2011-06-15
7362,Ethiopia,Accuse,Eritrea,2007-04-13
7363,Police (Philippines),Make statement,City Mayor (Philippines),2007-08-09
7364,Japan,Use conventional military force,China,2010-11-05
7365,Cambodia,Host a visit,Thailand,2010-12-21
7366,Japan,Sign formal agreement,South Korea,2008-07-05
7367,Yemen,Engage in diplomatic cooperation,China,2010-05-07
7368,China,Host a visit,Japan,2010-01-19
7369,Cambodia,Consult,Japan,2007-04-03
7370,Criminal (Brazil),fight with small arms and light weapons,Citizen (Brazil),2013-07-26
7371,South Korea,Sign formal agreement,Japan,2015-10-07
7372,African Union,Make statement,Ethiopia,2014-01-23
7373,Japan,Reject,China,2008-01-01
7374,South Africa,Consult,China,2011-09-16
7375,Angela Merkel,Make statement,Government (Germany),2012-11-16
7376,China,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2006-09-11
