relation i,relation j,#inverse,#rel_i,P one direction,P two direction
Accuse of war crimes,Conduct strike or boycott,0,7,0.0,0.0
Conduct strike or boycott,Reject military cooperation,0,32,0.0,0.0
Reject military cooperation,Conduct strike or boycott,0,3,0.0,0.0
Conduct strike or boycott,Threaten to halt negotiations,0,32,0.0,0.0
Threaten to halt negotiations,Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,Demand material cooperation,0,32,0.0,0.0
Demand material cooperation,Conduct strike or boycott,0,9,0.0,0.0
Conduct strike or boycott,Express intent to institute political reform,0,32,0.0,0.0
Express intent to institute political reform,Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,"Investigate crime, corruption",0,32,0.0,0.0
"Investigate crime, corruption",Conduct strike or boycott,0,28,0.0,0.0
Conduct strike or boycott,Demand easing of administrative sanctions,0,32,0.0,0.0
Demand easing of administrative sanctions,Conduct strike or boycott,0,4,0.0,0.0
Conduct strike or boycott,Ban political parties or politicians,0,32,0.0,0.0
Ban political parties or politicians,Conduct strike or boycott,0,7,0.0,0.0
Conduct strike or boycott,Express intent to engage in material cooperation,0,32,0.0,0.0
Express intent to engage in material cooperation,Conduct strike or boycott,0,10,0.0,0.0
Conduct strike or boycott,Reduce or stop economic assistance,0,32,0.0,0.0
Reduce or stop economic assistance,Conduct strike or boycott,0,8,0.0,0.0
Conduct strike or boycott,Ease curfew,0,32,0.0,0.0
Ease curfew,Conduct strike or boycott,0,5,0.0,0.0
Conduct strike or boycott,Receive inspectors,0,32,0.0,0.0
Receive inspectors,Conduct strike or boycott,0,2,0.0,0.0
Conduct strike or boycott,Engage in mass killings,0,32,0.0,0.0
Engage in mass killings,Conduct strike or boycott,0,12,0.0,0.0
Conduct strike or boycott,Demand intelligence cooperation,0,32,0.0,0.0
Demand intelligence cooperation,Conduct strike or boycott,0,15,0.0,0.0
Conduct strike or boycott,Demand political reform,0,32,0.0,0.0
Demand political reform,Conduct strike or boycott,0,2,0.0,0.0
Conduct strike or boycott,Demand judicial cooperation,0,32,0.0,0.0
Demand judicial cooperation,Conduct strike or boycott,0,4,0.0,0.0
Conduct strike or boycott,Engage in political dissent,0,32,0.0,0.0
Engage in political dissent,Conduct strike or boycott,0,2,0.0,0.0
Conduct strike or boycott,Refuse to ease administrative sanctions,0,32,0.0,0.0
Refuse to ease administrative sanctions,Conduct strike or boycott,0,8,0.0,0.0
Conduct strike or boycott,Violate ceasefire,0,32,0.0,0.0
Violate ceasefire,Conduct strike or boycott,0,4,0.0,0.0
Conduct strike or boycott,Express intent to accept mediation,0,32,0.0,0.0
Express intent to accept mediation,Conduct strike or boycott,0,8,0.0,0.0
Conduct strike or boycott,Express intent to ease administrative sanctions,0,32,0.0,0.0
Express intent to ease administrative sanctions,Conduct strike or boycott,0,7,0.0,0.0
Conduct strike or boycott,"Refuse to ease economic sanctions, boycott, or embargo",0,32,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Conduct strike or boycott,0,4,0.0,0.0
Conduct strike or boycott,Engage in judicial cooperation,0,32,0.0,0.0
Engage in judicial cooperation,Conduct strike or boycott,0,10,0.0,0.0
Conduct strike or boycott,Demand that target yields,0,32,0.0,0.0
Demand that target yields,Conduct strike or boycott,0,8,0.0,0.0
Conduct strike or boycott,Demand mediation,0,32,0.0,0.0
Demand mediation,Conduct strike or boycott,0,3,0.0,0.0
Conduct strike or boycott,Appeal for humanitarian aid,0,32,0.0,0.0
Appeal for humanitarian aid,Conduct strike or boycott,0,7,0.0,0.0
Conduct strike or boycott,Obstruct passage to demand leadership change,0,32,0.0,0.0
Obstruct passage to demand leadership change,Conduct strike or boycott,0,2,0.0,0.0
Conduct strike or boycott,Express intent to yield,0,32,0.0,0.0
Express intent to yield,Conduct strike or boycott,0,8,0.0,0.0
Conduct strike or boycott,Demand de-escalation of military engagement,0,32,0.0,0.0
Demand de-escalation of military engagement,Conduct strike or boycott,0,12,0.0,0.0
Conduct strike or boycott,Conduct hunger strike,0,32,0.0,0.0
Conduct hunger strike,Conduct strike or boycott,0,3,0.0,0.0
Conduct strike or boycott,Reject judicial cooperation,0,32,0.0,0.0
Reject judicial cooperation,Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,Seize or damage property,0,32,0.0,0.0
Seize or damage property,Conduct strike or boycott,0,8,0.0,0.0
Conduct strike or boycott,Reduce or stop military assistance,0,32,0.0,0.0
Reduce or stop military assistance,Conduct strike or boycott,0,8,0.0,0.0
Conduct strike or boycott,Threaten to reduce or break relations,0,32,0.0,0.0
Threaten to reduce or break relations,Conduct strike or boycott,0,4,0.0,0.0
Conduct strike or boycott,Demobilize armed forces,0,32,0.0,0.0
Demobilize armed forces,Conduct strike or boycott,0,3,0.0,0.0
Conduct strike or boycott,Express intent to change leadership,0,32,0.0,0.0
Express intent to change leadership,Conduct strike or boycott,0,6,0.0,0.0
Conduct strike or boycott,Use as human shield,0,32,0.0,0.0
Use as human shield,Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,Demand policy change,0,32,0.0,0.0
Demand policy change,Conduct strike or boycott,0,2,0.0,0.0
Conduct strike or boycott,"Accede to demands for change in institutions, regime",0,32,0.0,0.0
"Accede to demands for change in institutions, regime",Conduct strike or boycott,0,3,0.0,0.0
Conduct strike or boycott,Reject economic cooperation,0,32,0.0,0.0
Reject economic cooperation,Conduct strike or boycott,0,2,0.0,0.0
Conduct strike or boycott,Reject material cooperation,0,32,0.0,0.0
Reject material cooperation,Conduct strike or boycott,0,3,0.0,0.0
Conduct strike or boycott,Halt mediation,0,32,0.0,0.0
Halt mediation,Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,Threaten with repression,0,32,0.0,0.0
Threaten with repression,Conduct strike or boycott,0,5,0.0,0.0
Conduct strike or boycott,"Use chemical, biological, or radiological weapons",0,32,0.0,0.0
"Use chemical, biological, or radiological weapons",Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,Reject request for military protection or peacekeeping,0,32,0.0,0.0
Reject request for military protection or peacekeeping,Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,Demand material aid,0,32,0.0,0.0
Demand material aid,Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,Engage in mass expulsion,0,32,0.0,0.0
Engage in mass expulsion,Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,Appeal for policy change,0,32,0.0,0.0
Appeal for policy change,Conduct strike or boycott,0,12,0.0,0.0
Conduct strike or boycott,Investigate human rights abuses,0,32,0.0,0.0
Investigate human rights abuses,Conduct strike or boycott,0,3,0.0,0.0
Conduct strike or boycott,Carry out car bombing,0,32,0.0,0.0
Carry out car bombing,Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,Grant asylum,0,32,0.0,0.0
Grant asylum,Conduct strike or boycott,0,7,0.0,0.0
Conduct strike or boycott,Ease state of emergency or martial law,0,32,0.0,0.0
Ease state of emergency or martial law,Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,Carry out roadside bombing,0,32,0.0,0.0
Carry out roadside bombing,Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,Express intent to change policy,0,32,0.0,0.0
Express intent to change policy,Conduct strike or boycott,0,2,0.0,0.0
Conduct strike or boycott,Appeal for target to allow international involvement (non-mediation),0,32,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Conduct strike or boycott,0,1,0.0,0.0
Conduct strike or boycott,Destroy property,0,32,0.0,0.0
Destroy property,Conduct strike or boycott,0,3,0.0,0.0
Conduct strike or boycott,Accede to demands for change in policy,0,32,0.0,0.0
Accede to demands for change in policy,Conduct strike or boycott,0,2,0.0,0.0
Demonstrate military or police power,Provide military aid,3,30,0.1,0.0423728813559322
Provide military aid,Demonstrate military or police power,2,88,0.022727272727272728,0.0423728813559322
Demonstrate military or police power,"Reject plan, agreement to settle dispute",6,30,0.2,0.21176470588235294
"Reject plan, agreement to settle dispute",Demonstrate military or police power,12,55,0.21818181818181817,0.21176470588235294
Demonstrate military or police power,"Impose embargo, boycott, or sanctions",1,30,0.03333333333333333,0.0625
"Impose embargo, boycott, or sanctions",Demonstrate military or police power,7,98,0.07142857142857142,0.0625
Demonstrate military or police power,Yield,0,30,0.0,0.0
Yield,Demonstrate military or police power,0,93,0.0,0.0
Demonstrate military or police power,"Obstruct passage, block",0,30,0.0,0.0
"Obstruct passage, block",Demonstrate military or police power,0,58,0.0,0.0
Demonstrate military or police power,Mediate,0,30,0.0,0.0
Mediate,Demonstrate military or police power,0,15,0.0,0.0
Demonstrate military or police power,Apologize,3,30,0.1,0.06349206349206349
Apologize,Demonstrate military or police power,1,33,0.030303030303030304,0.06349206349206349
Demonstrate military or police power,Express intent to release persons or property,0,30,0.0,0.0
Express intent to release persons or property,Demonstrate military or police power,0,61,0.0,0.0
Demonstrate military or police power,Express intent to de-escalate military engagement,0,30,0.0,0.0
Express intent to de-escalate military engagement,Demonstrate military or police power,0,31,0.0,0.0
Demonstrate military or police power,Accede to demands for rights,0,30,0.0,0.0
Accede to demands for rights,Demonstrate military or police power,0,6,0.0,0.0
Demonstrate military or police power,Demand economic aid,0,30,0.0,0.0
Demand economic aid,Demonstrate military or police power,0,10,0.0,0.0
Demonstrate military or police power,Impose state of emergency or martial law,0,30,0.0,0.0
Impose state of emergency or martial law,Demonstrate military or police power,0,12,0.0,0.0
Demonstrate military or police power,Receive deployment of peacekeepers,3,30,0.1,0.1896551724137931
Receive deployment of peacekeepers,Demonstrate military or police power,8,28,0.2857142857142857,0.1896551724137931
Demonstrate military or police power,"Declare truce, ceasefire",0,30,0.0,0.0
"Declare truce, ceasefire",Demonstrate military or police power,0,23,0.0,0.0
Demonstrate military or police power,Reduce or stop humanitarian assistance,0,30,0.0,0.0
Reduce or stop humanitarian assistance,Demonstrate military or police power,0,4,0.0,0.0
Demonstrate military or police power,Appeal to others to settle dispute,0,30,0.0,0.0
Appeal to others to settle dispute,Demonstrate military or police power,0,12,0.0,0.0
Demonstrate military or police power,Reject request for military aid,0,30,0.0,0.0
Reject request for military aid,Demonstrate military or police power,0,1,0.0,0.0
Demonstrate military or police power,"Threaten with political dissent, protest",0,30,0.0,0.0
"Threaten with political dissent, protest",Demonstrate military or police power,0,5,0.0,0.0
Demonstrate military or police power,"Express intent to ease economic sanctions, boycott, or embargo",1,30,0.03333333333333333,0.3333333333333333
"Express intent to ease economic sanctions, boycott, or embargo",Demonstrate military or police power,15,18,0.8333333333333334,0.3333333333333333
Demonstrate military or police power,Coerce,0,30,0.0,0.0
Coerce,Demonstrate military or police power,0,95,0.0,0.0
Demonstrate military or police power,Express intent to cooperate on intelligence,0,30,0.0,0.0
Express intent to cooperate on intelligence,Demonstrate military or police power,0,8,0.0,0.0
Demonstrate military or police power,Express intent to settle dispute,3,30,0.1,0.05952380952380952
Express intent to settle dispute,Demonstrate military or police power,2,54,0.037037037037037035,0.05952380952380952
Demonstrate military or police power,Express accord,0,30,0.0,0.0
Express accord,Demonstrate military or police power,0,79,0.0,0.0
Demonstrate military or police power,Rally support on behalf of,0,30,0.0,0.0
Rally support on behalf of,Demonstrate military or police power,0,96,0.0,0.0
Demonstrate military or police power,Halt negotiations,4,30,0.13333333333333333,0.10526315789473684
Halt negotiations,Demonstrate military or police power,2,27,0.07407407407407407,0.10526315789473684
Demonstrate military or police power,Appeal for military aid,0,30,0.0,0.0
Appeal for military aid,Demonstrate military or police power,0,26,0.0,0.0
Demonstrate military or police power,Acknowledge or claim responsibility,0,30,0.0,0.0
Acknowledge or claim responsibility,Demonstrate military or police power,0,62,0.0,0.0
Demonstrate military or police power,Appeal to others to meet or negotiate,0,30,0.0,0.0
Appeal to others to meet or negotiate,Demonstrate military or police power,0,28,0.0,0.0
Demonstrate military or police power,Express intent to provide military protection or peacekeeping,0,30,0.0,0.0
Express intent to provide military protection or peacekeeping,Demonstrate military or police power,0,6,0.0,0.0
Demonstrate military or police power,Assassinate,0,30,0.0,0.0
Assassinate,Demonstrate military or police power,0,44,0.0,0.0
Demonstrate military or police power,Rally opposition against,0,30,0.0,0.0
Rally opposition against,Demonstrate military or police power,0,68,0.0,0.0
Demonstrate military or police power,"Threaten with sanctions, boycott, embargo",0,30,0.0,0.0
"Threaten with sanctions, boycott, embargo",Demonstrate military or police power,0,6,0.0,0.0
Demonstrate military or police power,Demand change in leadership,0,30,0.0,0.0
Demand change in leadership,Demonstrate military or police power,0,64,0.0,0.0
Demonstrate military or police power,Appeal for economic aid,0,30,0.0,0.0
Appeal for economic aid,Demonstrate military or police power,0,23,0.0,0.0
Demonstrate military or police power,Refuse to de-escalate military engagement,0,30,0.0,0.0
Refuse to de-escalate military engagement,Demonstrate military or police power,0,4,0.0,0.0
Demonstrate military or police power,Express intent to provide military aid,0,30,0.0,0.0
Express intent to provide military aid,Demonstrate military or police power,0,92,0.0,0.0
Demonstrate military or police power,Refuse to release persons or property,0,30,0.0,0.0
Refuse to release persons or property,Demonstrate military or police power,0,19,0.0,0.0
Demonstrate military or police power,Increase police alert status,3,30,0.1,0.07272727272727272
Increase police alert status,Demonstrate military or police power,1,25,0.04,0.07272727272727272
Demonstrate military or police power,Ease military blockade,0,30,0.0,0.0
Ease military blockade,Demonstrate military or police power,0,3,0.0,0.0
Demonstrate military or police power,"Ease economic sanctions, boycott, embargo",1,30,0.03333333333333333,0.21568627450980393
"Ease economic sanctions, boycott, embargo",Demonstrate military or police power,10,21,0.47619047619047616,0.21568627450980393
Demonstrate military or police power,Appeal for material cooperation,0,30,0.0,0.0
Appeal for material cooperation,Demonstrate military or police power,0,10,0.0,0.0
Demonstrate military or police power,Appeal for economic cooperation,0,30,0.0,0.0
Appeal for economic cooperation,Demonstrate military or police power,0,15,0.0,0.0
Demonstrate military or police power,Threaten with military force,3,30,0.1,0.06611570247933884
Threaten with military force,Demonstrate military or police power,5,91,0.054945054945054944,0.06611570247933884
Demonstrate military or police power,Demand settling of dispute,0,30,0.0,0.0
Demand settling of dispute,Demonstrate military or police power,0,5,0.0,0.0
Demonstrate military or police power,"Accuse of crime, corruption",0,30,0.0,0.0
"Accuse of crime, corruption",Demonstrate military or police power,0,64,0.0,0.0
Demonstrate military or police power,Give ultimatum,0,30,0.0,0.0
Give ultimatum,Demonstrate military or police power,0,52,0.0,0.0
