relation i,relation j,#temporal implication,#rel_i,P one direction,P two direction
Reduce or stop economic assistance,"Demand meeting, negotiation",0,94,0.0,0.0
"Demand meeting, negotiation",Reduce or stop economic assistance,0,78,0.0,0.0
Reduce or stop economic assistance,"Demand change in institutions, regime",0,94,0.0,0.0
"Demand change in institutions, regime",Reduce or stop economic assistance,0,30,0.0,0.0
Reduce or stop economic assistance,Express intent to accept mediation,0,94,0.0,0.0
Express intent to accept mediation,Reduce or stop economic assistance,0,72,0.0,0.0
Reduce or stop economic assistance,Appeal for military cooperation,0,94,0.0,0.0
Appeal for military cooperation,Reduce or stop economic assistance,0,2,0.0,0.0
Reduce or stop economic assistance,Forgive,0,94,0.0,0.0
Forgive,Reduce or stop economic assistance,0,56,0.0,0.0
Reduce or stop economic assistance,Express intent to mediate,0,94,0.0,0.0
Express intent to mediate,Reduce or stop economic assistance,0,52,0.0,0.0
Reduce or stop economic assistance,Demand that target yields,0,94,0.0,0.0
Demand that target yields,Reduce or stop economic assistance,0,47,0.0,0.0
Reduce or stop economic assistance,Demobilize armed forces,0,94,0.0,0.0
Demobilize armed forces,Reduce or stop economic assistance,0,14,0.0,0.0
Reduce or stop economic assistance,Demand release of persons or property,0,94,0.0,0.0
Demand release of persons or property,Reduce or stop economic assistance,0,7,0.0,0.0
Reduce or stop economic assistance,Appeal for economic aid,0,94,0.0,0.0
Appeal for economic aid,Reduce or stop economic assistance,0,74,0.0,0.0
Reduce or stop economic assistance,Express intent to engage in material cooperation,0,94,0.0,0.0
Express intent to engage in material cooperation,Reduce or stop economic assistance,0,63,0.0,0.0
Reduce or stop economic assistance,Reject economic cooperation,0,94,0.0,0.0
Reject economic cooperation,Reduce or stop economic assistance,0,30,0.0,0.0
Reduce or stop economic assistance,Mobilize or increase police power,0,94,0.0,0.0
Mobilize or increase police power,Reduce or stop economic assistance,0,178,0.0,0.0
Reduce or stop economic assistance,Demand settling of dispute,0,94,0.0,0.0
Demand settling of dispute,Reduce or stop economic assistance,0,15,0.0,0.0
Reduce or stop economic assistance,"Threaten with political dissent, protest",0,94,0.0,0.0
"Threaten with political dissent, protest",Reduce or stop economic assistance,0,17,0.0,0.0
Reduce or stop economic assistance,Appeal for easing of administrative sanctions,0,94,0.0,0.0
Appeal for easing of administrative sanctions,Reduce or stop economic assistance,0,65,0.0,0.0
Reduce or stop economic assistance,Carry out suicide bombing,0,94,0.0,0.0
Carry out suicide bombing,Reduce or stop economic assistance,0,129,0.0,0.0
Reduce or stop economic assistance,Assassinate,0,94,0.0,0.0
Assassinate,Reduce or stop economic assistance,0,136,0.0,0.0
Reduce or stop economic assistance,Appeal for economic cooperation,0,94,0.0,0.0
Appeal for economic cooperation,Reduce or stop economic assistance,0,93,0.0,0.0
Reduce or stop economic assistance,Demand policy change,0,94,0.0,0.0
Demand policy change,Reduce or stop economic assistance,0,12,0.0,0.0
Reduce or stop economic assistance,Ease state of emergency or martial law,0,94,0.0,0.0
Ease state of emergency or martial law,Reduce or stop economic assistance,0,14,0.0,0.0
Reduce or stop economic assistance,Appeal for easing of political dissent,0,94,0.0,0.0
Appeal for easing of political dissent,Reduce or stop economic assistance,0,11,0.0,0.0
Reduce or stop economic assistance,Threaten with repression,0,94,0.0,0.0
Threaten with repression,Reduce or stop economic assistance,0,18,0.0,0.0
Reduce or stop economic assistance,Appeal for rights,0,94,0.0,0.0
Appeal for rights,Reduce or stop economic assistance,0,34,0.0,0.0
Reduce or stop economic assistance,Mediate,0,94,0.0,0.0
Mediate,Reduce or stop economic assistance,0,142,0.0,0.0
Reduce or stop economic assistance,Decline comment,0,94,0.0,0.0
Decline comment,Reduce or stop economic assistance,0,114,0.0,0.0
Reduce or stop economic assistance,Impose curfew,0,94,0.0,0.0
Impose curfew,Reduce or stop economic assistance,0,14,0.0,0.0
Reduce or stop economic assistance,Appeal for humanitarian aid,0,94,0.0,0.0
Appeal for humanitarian aid,Reduce or stop economic assistance,0,40,0.0,0.0
Reduce or stop economic assistance,Reject request for change in leadership,0,94,0.0,0.0
Reject request for change in leadership,Reduce or stop economic assistance,0,6,0.0,0.0
Reduce or stop economic assistance,Violate ceasefire,0,94,0.0,0.0
Violate ceasefire,Reduce or stop economic assistance,0,17,0.0,0.0
Reduce or stop economic assistance,"Express intent to ease economic sanctions, boycott, or embargo",0,94,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Reduce or stop economic assistance,0,16,0.0,0.0
Reduce or stop economic assistance,Accede to demands for change in leadership,0,94,0.0,0.0
Accede to demands for change in leadership,Reduce or stop economic assistance,0,93,0.0,0.0
Reduce or stop economic assistance,Refuse to de-escalate military engagement,0,94,0.0,0.0
Refuse to de-escalate military engagement,Reduce or stop economic assistance,0,47,0.0,0.0
Reduce or stop economic assistance,Grant asylum,0,94,0.0,0.0
Grant asylum,Reduce or stop economic assistance,0,56,0.0,0.0
Reduce or stop economic assistance,Receive inspectors,0,94,0.0,0.0
Receive inspectors,Reduce or stop economic assistance,0,16,0.0,0.0
Reduce or stop economic assistance,Ease military blockade,0,94,0.0,0.0
Ease military blockade,Reduce or stop economic assistance,0,7,0.0,0.0
Reduce or stop economic assistance,"Appeal for change in institutions, regime",0,94,0.0,0.0
"Appeal for change in institutions, regime",Reduce or stop economic assistance,0,52,0.0,0.0
Reduce or stop economic assistance,Engage in violent protest for leadership change,0,94,0.0,0.0
Engage in violent protest for leadership change,Reduce or stop economic assistance,0,9,0.0,0.0
Reduce or stop economic assistance,Threaten to impose curfew,0,94,0.0,0.0
Threaten to impose curfew,Reduce or stop economic assistance,0,2,0.0,0.0
Reduce or stop economic assistance,Appeal for material cooperation,0,94,0.0,0.0
Appeal for material cooperation,Reduce or stop economic assistance,0,64,0.0,0.0
Reduce or stop economic assistance,Threaten with administrative sanctions,0,94,0.0,0.0
Threaten with administrative sanctions,Reduce or stop economic assistance,0,24,0.0,0.0
Reduce or stop economic assistance,Express intent to change policy,0,94,0.0,0.0
Express intent to change policy,Reduce or stop economic assistance,0,17,0.0,0.0
Reduce or stop economic assistance,Demand judicial cooperation,0,94,0.0,0.0
Demand judicial cooperation,Reduce or stop economic assistance,0,26,0.0,0.0
Reduce or stop economic assistance,Express intent to institute political reform,0,94,0.0,0.0
Express intent to institute political reform,Reduce or stop economic assistance,0,13,0.0,0.0
Reduce or stop economic assistance,Expel or withdraw peacekeepers,0,94,0.0,0.0
Expel or withdraw peacekeepers,Reduce or stop economic assistance,0,15,0.0,0.0
Reduce or stop economic assistance,Attempt to assassinate,0,94,0.0,0.0
Attempt to assassinate,Reduce or stop economic assistance,0,18,0.0,0.0
Reduce or stop economic assistance,Reject material cooperation,0,94,0.0,0.0
Reject material cooperation,Reduce or stop economic assistance,0,9,0.0,0.0
Reduce or stop economic assistance,Accede to demands for rights,0,94,0.0,0.0
Accede to demands for rights,Reduce or stop economic assistance,0,47,0.0,0.0
Reduce or stop economic assistance,Halt mediation,0,94,0.0,0.0
Halt mediation,Reduce or stop economic assistance,0,3,0.0,0.0
Reduce or stop economic assistance,Threaten to reduce or stop aid,1,94,0.010638297872340425,0.018018018018018018
Threaten to reduce or stop aid,Reduce or stop economic assistance,1,17,0.058823529411764705,0.018018018018018018
Reduce or stop economic assistance,Demand economic cooperation,0,94,0.0,0.0
Demand economic cooperation,Reduce or stop economic assistance,0,2,0.0,0.0
Reduce or stop economic assistance,Threaten to halt negotiations,0,94,0.0,0.0
Threaten to halt negotiations,Reduce or stop economic assistance,0,7,0.0,0.0
Reduce or stop economic assistance,Appeal for military protection or peacekeeping,0,94,0.0,0.0
Appeal for military protection or peacekeeping,Reduce or stop economic assistance,0,19,0.0,0.0
Reduce or stop economic assistance,Reject request for humanitarian aid,0,94,0.0,0.0
Reject request for humanitarian aid,Reduce or stop economic assistance,0,1,0.0,0.0
Reduce or stop economic assistance,Investigate human rights abuses,0,94,0.0,0.0
Investigate human rights abuses,Reduce or stop economic assistance,0,13,0.0,0.0
Reduce or stop economic assistance,Destroy property,0,94,0.0,0.0
Destroy property,Reduce or stop economic assistance,0,26,0.0,0.0
Reduce or stop economic assistance,Reject mediation,0,94,0.0,0.0
Reject mediation,Reduce or stop economic assistance,0,8,0.0,0.0
Reduce or stop economic assistance,Demand easing of administrative sanctions,0,94,0.0,0.0
Demand easing of administrative sanctions,Reduce or stop economic assistance,0,10,0.0,0.0
Reduce or stop economic assistance,Accede to requests or demands for political reform,0,94,0.0,0.0
Accede to requests or demands for political reform,Reduce or stop economic assistance,0,10,0.0,0.0
Reduce or stop economic assistance,Threaten to halt mediation,0,94,0.0,0.0
Threaten to halt mediation,Reduce or stop economic assistance,0,1,0.0,0.0
Reduce or stop economic assistance,Appeal for target to allow international involvement (non-mediation),0,94,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Reduce or stop economic assistance,0,5,0.0,0.0
Reduce or stop economic assistance,Demand rights,0,94,0.0,0.0
Demand rights,Reduce or stop economic assistance,0,7,0.0,0.0
Reduce or stop economic assistance,"Reject request for change in institutions, regime",0,94,0.0,0.0
"Reject request for change in institutions, regime",Reduce or stop economic assistance,0,1,0.0,0.0
Reduce or stop economic assistance,Reject request for economic aid,0,94,0.0,0.0
Reject request for economic aid,Reduce or stop economic assistance,0,3,0.0,0.0
Reduce or stop economic assistance,Demand political reform,0,94,0.0,0.0
Demand political reform,Reduce or stop economic assistance,0,8,0.0,0.0
Reduce or stop economic assistance,Demand mediation,0,94,0.0,0.0
Demand mediation,Reduce or stop economic assistance,0,9,0.0,0.0
Reduce or stop economic assistance,"Appeal for easing of economic sanctions, boycott, or embargo",0,94,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Reduce or stop economic assistance,0,8,0.0,0.0
Reduce or stop economic assistance,Accuse of war crimes,0,94,0.0,0.0
Accuse of war crimes,Reduce or stop economic assistance,0,40,0.0,0.0
Reduce or stop economic assistance,"Use chemical, biological, or radiological weapons",0,94,0.0,0.0
"Use chemical, biological, or radiological weapons",Reduce or stop economic assistance,0,6,0.0,0.0
Reduce or stop economic assistance,Threaten with restrictions on political freedoms,0,94,0.0,0.0
Threaten with restrictions on political freedoms,Reduce or stop economic assistance,0,7,0.0,0.0
Reduce or stop economic assistance,Demand military aid,0,94,0.0,0.0
Demand military aid,Reduce or stop economic assistance,0,9,0.0,0.0
Reduce or stop economic assistance,Express intent to change leadership,0,94,0.0,0.0
Express intent to change leadership,Reduce or stop economic assistance,0,23,0.0,0.0
Provide economic aid,Retreat or surrender militarily,2,617,0.0032414910858995136,0.0042643923240938165
Retreat or surrender militarily,Provide economic aid,2,321,0.006230529595015576,0.0042643923240938165
Provide economic aid,Provide aid,5,617,0.008103727714748784,0.00693000693000693
Provide aid,Provide economic aid,5,826,0.006053268765133172,0.00693000693000693
Provide economic aid,Express intent to cooperate on judicial matters,0,617,0.0,0.0
Express intent to cooperate on judicial matters,Provide economic aid,0,51,0.0,0.0
Provide economic aid,Express intent to provide material aid,5,617,0.008103727714748784,0.00975609756097561
Express intent to provide material aid,Provide economic aid,5,408,0.012254901960784314,0.00975609756097561
Provide economic aid,Apologize,0,617,0.0,0.0
Apologize,Provide economic aid,0,152,0.0,0.0
Provide economic aid,Increase military alert status,0,617,0.0,0.0
Increase military alert status,Provide economic aid,0,127,0.0,0.0
Provide economic aid,Appeal for release of persons or property,0,617,0.0,0.0
Appeal for release of persons or property,Provide economic aid,0,152,0.0,0.0
Provide economic aid,Express intent to ease administrative sanctions,0,617,0.0,0.0
Express intent to ease administrative sanctions,Provide economic aid,0,46,0.0,0.0
Provide economic aid,"Impose embargo, boycott, or sanctions",0,617,0.0,0.0
"Impose embargo, boycott, or sanctions",Provide economic aid,0,677,0.0,0.0
Provide economic aid,Demonstrate military or police power,1,617,0.0016207455429497568,0.002577319587628866
Demonstrate military or police power,Provide economic aid,1,159,0.006289308176100629,0.002577319587628866
Provide economic aid,Appeal for military aid,0,617,0.0,0.0
Appeal for military aid,Provide economic aid,0,67,0.0,0.0
Provide economic aid,Defend verbally,0,617,0.0,0.0
Defend verbally,Provide economic aid,0,137,0.0,0.0
Provide economic aid,Engage in material cooperation,0,617,0.0,0.0
Engage in material cooperation,Provide economic aid,0,444,0.0,0.0
Provide economic aid,Halt negotiations,0,617,0.0,0.0
Halt negotiations,Provide economic aid,0,200,0.0,0.0
Provide economic aid,Appeal to yield,0,617,0.0,0.0
Appeal to yield,Provide economic aid,0,55,0.0,0.0
Provide economic aid,Express intent to provide military aid,0,617,0.0,0.0
Express intent to provide military aid,Provide economic aid,0,259,0.0,0.0
Provide economic aid,Seize or damage property,0,617,0.0,0.0
Seize or damage property,Provide economic aid,0,58,0.0,0.0
Provide economic aid,Bring lawsuit against,0,617,0.0,0.0
Bring lawsuit against,Provide economic aid,0,665,0.0,0.0
Provide economic aid,Reduce or stop material aid,0,617,0.0,0.0
Reduce or stop material aid,Provide economic aid,0,34,0.0,0.0
Provide economic aid,Demand intelligence cooperation,0,617,0.0,0.0
Demand intelligence cooperation,Provide economic aid,0,56,0.0,0.0
Provide economic aid,Appeal for policy change,0,617,0.0,0.0
Appeal for policy change,Provide economic aid,0,59,0.0,0.0
Provide economic aid,Use as human shield,0,617,0.0,0.0
Use as human shield,Provide economic aid,0,14,0.0,0.0
Provide economic aid,Demand de-escalation of military engagement,0,617,0.0,0.0
Demand de-escalation of military engagement,Provide economic aid,0,98,0.0,0.0
Provide economic aid,"Impose blockade, restrict movement",0,617,0.0,0.0
"Impose blockade, restrict movement",Provide economic aid,0,144,0.0,0.0
Provide economic aid,Veto,0,617,0.0,0.0
Veto,Provide economic aid,0,114,0.0,0.0
Provide economic aid,Appeal to others to settle dispute,0,617,0.0,0.0
