head	relation	tail	time_x
Government (United States)	Engage in negotiation	Iran	2014-05-15
Benjamin Netanyahu	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-07-23
Benjamin Netanyahu	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-01-02
Benjamin Netanyahu	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-04-02
Benjamin Netanyahu	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-01-03
Benjamin Netanyahu	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-01-24
Benjamin Netanyahu	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-01-26
Benjamin Netanyahu	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-07-08
Benjamin Netanyahu	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-04-01
Benjamin Netanyahu	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-12-18
France	Engage in diplomatic cooperation	Iran	2014-10-08
France	Engage in diplomatic cooperation	Iran	2014-02-10
France	Engage in diplomatic cooperation	Iran	2014-09-24
France	Engage in diplomatic cooperation	Iran	2014-09-13
Legislature (Romania)	Consult	Senate (Romania)	2014-01-27
Legislature (Romania)	Consult	Senate (Romania)	2014-08-07
Legislature (Romania)	Consult	Senate (Romania)	2014-06-25
Legislature (Romania)	Consult	Senate (Romania)	2014-06-16
Foreign Affairs (Russia)	Consult	Foreign Affairs (Syria)	2014-01-09
Foreign Affairs (Russia)	Consult	Foreign Affairs (Syria)	2014-01-15
Foreign Affairs (Russia)	Consult	Foreign Affairs (Syria)	2014-12-10
Foreign Affairs (Russia)	Consult	Foreign Affairs (Syria)	2014-01-14
Sergio Massa	Consult	Senate (Argentina)	2014-11-15
Sergio Massa	Consult	Senate (Argentina)	2014-11-23
Sergio Massa	Consult	Senate (Argentina)	2014-05-02
Niger	Express intent to cooperate	Cameroon	2014-05-17
Niger	Express intent to cooperate	Cameroon	2014-05-18
Niger	Express intent to cooperate	Cameroon	2014-05-19
Niger	Express intent to cooperate	Cameroon	2014-05-23
Abdullah Abdullah	Consult	Ashraf Ghani Ahmadzai	2014-12-21
Abdullah Abdullah	Consult	Ashraf Ghani Ahmadzai	2014-08-11
Abdullah Abdullah	Consult	Ashraf Ghani Ahmadzai	2014-04-28
Abdullah Abdullah	Consult	Ashraf Ghani Ahmadzai	2014-08-23
Abdullah Abdullah	Consult	Ashraf Ghani Ahmadzai	2014-08-14
Abdullah Abdullah	Consult	Ashraf Ghani Ahmadzai	2014-12-02
Abdullah Abdullah	Consult	Ashraf Ghani Ahmadzai	2014-07-20
Abdullah Abdullah	Consult	Ashraf Ghani Ahmadzai	2014-11-30
Abdullah Abdullah	Consult	Ashraf Ghani Ahmadzai	2014-09-20
Abdullah Abdullah	Consult	Ashraf Ghani Ahmadzai	2014-09-21
Abdullah Abdullah	Consult	Ashraf Ghani Ahmadzai	2014-11-08
Abdullah Abdullah	Consult	Ashraf Ghani Ahmadzai	2014-07-13
Abdullah Abdullah	Consult	Ashraf Ghani Ahmadzai	2014-07-19
Abdullah Abdullah	Consult	Ashraf Ghani Ahmadzai	2014-07-16
Abdullah Abdullah	Consult	Ashraf Ghani Ahmadzai	2014-07-14
Abdullah Abdullah	Consult	Ashraf Ghani Ahmadzai	2014-12-25
Abdullah Abdullah	Consult	Ashraf Ghani Ahmadzai	2014-10-01
Abdullah Abdullah	Consult	Ashraf Ghani Ahmadzai	2014-06-25
Abdullah Abdullah	Consult	Ashraf Ghani Ahmadzai	2014-08-08
Canada	Consult	France	2014-10-23
Canada	Consult	France	2014-10-15
Canada	Consult	France	2014-09-05
Canada	Consult	France	2014-09-22
Canada	Consult	France	2014-09-17
Canada	Consult	France	2014-09-21
Canada	Consult	France	2014-09-23
Canada	Consult	France	2014-09-14
Canada	Consult	France	2014-10-14
Canada	Consult	France	2014-04-11
Canada	Consult	France	2014-09-16
Canada	Consult	France	2014-09-19
Canada	Consult	France	2014-10-21
Canada	Consult	France	2014-09-15
John Kerry	Consult	Foreign Affairs (Ukraine)	2014-03-25
John Kerry	Consult	Foreign Affairs (Ukraine)	2014-04-17
John Kerry	Consult	Foreign Affairs (Ukraine)	2014-03-11
John Kerry	Consult	Ashraf Ghani Ahmadzai	2014-07-12
John Kerry	Consult	Ashraf Ghani Ahmadzai	2014-08-04
John Kerry	Consult	Ashraf Ghani Ahmadzai	2014-08-08
John Kerry	Consult	Ashraf Ghani Ahmadzai	2014-08-05
Barnaba Marial Benjamin	Consult	Head of Government (Egypt)	2014-03-13
François Hollande	Consult	Ministry (France)	2014-05-26
François Hollande	Consult	Ministry (France)	2014-09-25
François Hollande	Consult	Ministry (France)	2014-03-26
François Hollande	Consult	Ministry (France)	2014-06-19
Head of Government (Egypt)	Consult	Abdel Fattah Al-Sisi	2014-11-23
Head of Government (Egypt)	Consult	Abdel Fattah Al-Sisi	2014-09-02
Head of Government (Egypt)	Consult	Abdel Fattah Al-Sisi	2014-11-13
Malaysia	Consult	China	2014-05-06
Malaysia	Consult	China	2014-08-28
Malaysia	Consult	China	2014-05-03
Malaysia	Consult	China	2014-05-19
Malaysia	Consult	China	2014-12-02
Malaysia	Consult	China	2014-05-20
Malaysia	Consult	China	2014-05-14
Malaysia	Consult	China	2014-05-07
Malaysia	Consult	China	2014-03-12
Malaysia	Consult	China	2014-05-05
Malaysia	Sign formal agreement	China	2014-04-07
Malaysia	Sign formal agreement	China	2014-10-24
Malaysia	Sign formal agreement	China	2014-05-24
Malaysia	Sign formal agreement	China	2014-09-15
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-05-30
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-05-09
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-03-14
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-02-28
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-12-29
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-05-29
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-01-13
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-01-19
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-08-10
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-12-30
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-01-22
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-06-22
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-03-31
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-04-10
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-10-14
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-03-05
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-02-19
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-12-05
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-03-11
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-03-24
John Kerry	Engage in negotiation	Sergey Viktorovich Lavrov	2014-03-06
Martin Lidegaard	Express intent to cooperate	Philip Hammond	2014-09-18
Mohammad Javad Zarif	Discuss by telephone	Abu Bakr Abdullah al-Qirbi	2014-01-18
Mohammad Javad Zarif	Discuss by telephone	Abu Bakr Abdullah al-Qirbi	2014-01-19
China	Sign formal agreement	France	2014-01-28
China	Sign formal agreement	France	2014-08-25
China	Sign formal agreement	France	2014-10-28
China	Sign formal agreement	France	2014-04-29
China	Sign formal agreement	France	2014-11-26
China	Sign formal agreement	France	2014-04-10
China	Sign formal agreement	France	2014-10-15
China	Sign formal agreement	France	2014-07-19
China	Sign formal agreement	France	2014-07-07
China	Sign formal agreement	France	2014-01-26
China	Sign formal agreement	France	2014-07-03
China	Sign formal agreement	France	2014-06-28
China	Sign formal agreement	France	2014-03-26
China	Sign formal agreement	France	2014-05-06
China	Sign formal agreement	France	2014-04-27
China	Sign formal agreement	France	2014-05-07
Blogger (China)	Consult	John Kerry	2014-05-31
Blogger (China)	Consult	John Kerry	2014-05-30
Iran	Consult	Hamas	2014-12-17
Iran	Consult	Hamas	2014-12-22
Iran	Consult	Hamas	2014-12-15
Iran	Consult	Hamas	2014-12-19
Juan del Granado	Sign formal agreement	Governor (Chile)	2014-03-01
Islam Karimov	Express intent to cooperate	Xi Jinping	2014-08-21
Islam Karimov	Express intent to cooperate	Xi Jinping	2014-08-20
Islam Karimov	Express intent to cooperate	Xi Jinping	2014-08-19
Ethiopia	Consult	John Kerry	2014-05-02
Ethiopia	Consult	John Kerry	2014-08-07
Foreign Affairs (Russia)	Discuss by telephone	John Kerry	2014-12-12
Foreign Affairs (Russia)	Discuss by telephone	John Kerry	2014-02-24
Foreign Affairs (Russia)	Discuss by telephone	John Kerry	2014-10-03
Foreign Affairs (Russia)	Discuss by telephone	John Kerry	2014-02-22
Xi Jinping	Consult	Niue	2014-11-22
Okoth Obado	Consult	William Ruto	2014-09-19
Cristina Fernández de Kirchner	Consult	Axel Kicillof	2014-11-13
Iran	Engage in diplomatic cooperation	France	2014-09-24
Iran	Engage in diplomatic cooperation	France	2014-02-12
Iran	Engage in diplomatic cooperation	France	2014-10-08
Iran	Engage in diplomatic cooperation	France	2014-02-07
Thailand	Consult	Malaysia	2014-09-09
Thailand	Consult	Malaysia	2014-06-21
Thailand	Consult	Malaysia	2014-12-03
Kapil Sibal	Consult	Salman Khurshid	2014-01-10
Kapil Sibal	Consult	Salman Khurshid	2014-01-09
Kuwait	Engage in diplomatic cooperation	Iran	2014-02-14
Kuwait	Engage in diplomatic cooperation	Iran	2014-11-27
Kuwait	Engage in diplomatic cooperation	Iran	2014-11-10
Kuwait	Engage in diplomatic cooperation	Iran	2014-11-25
Kuwait	Engage in diplomatic cooperation	Iran	2014-02-12
Myanmar	Sign formal agreement	Thailand	2014-11-03
Myanmar	Sign formal agreement	Thailand	2014-10-05
François Hollande	Consult	Barack Obama	2014-03-12
François Hollande	Consult	Barack Obama	2014-08-11
François Hollande	Consult	Barack Obama	2014-03-08
François Hollande	Consult	Barack Obama	2014-03-01
François Hollande	Consult	Barack Obama	2014-06-05
François Hollande	Consult	Barack Obama	2014-05-16
François Hollande	Consult	Barack Obama	2014-02-10
François Hollande	Consult	Barack Obama	2014-08-09
François Hollande	Consult	Barack Obama	2014-03-09
François Hollande	Consult	Barack Obama	2014-08-10
François Hollande	Consult	Barack Obama	2014-06-21
François Hollande	Consult	Barack Obama	2014-06-23
François Hollande	Consult	Barack Obama	2014-04-25
François Hollande	Consult	Barack Obama	2014-10-13
François Hollande	Consult	Barack Obama	2014-03-02
Barack Obama	Engage in negotiation	Xi Jinping	2014-11-11
Barack Obama	Engage in negotiation	Xi Jinping	2014-11-15
Barack Obama	Engage in negotiation	Xi Jinping	2014-03-24
Barack Obama	Engage in negotiation	Xi Jinping	2014-06-07
Barack Obama	Engage in negotiation	Xi Jinping	2014-10-18
Barack Obama	Engage in negotiation	Xi Jinping	2014-11-12
Barack Obama	Engage in negotiation	Xi Jinping	2014-07-10
Foreign Affairs (Kuwait)	Consult	Sabah Khaled Al-Hamad Al-Sabah	2014-03-25
Mauro Borges	Consult	Axel Kicillof	2014-04-30
Chibuike Rotimi Amaechi	Consult	Muhammadu Buhari	2014-10-20
Chibuike Rotimi Amaechi	Consult	Muhammadu Buhari	2014-10-15
China	Sign formal agreement	South Africa	2014-11-07
China	Sign formal agreement	South Africa	2014-11-13
China	Sign formal agreement	South Africa	2014-12-04
China	Sign formal agreement	South Africa	2014-07-17
Thailand	Sign formal agreement	Myanmar	2014-05-02
Thailand	Sign formal agreement	Myanmar	2014-11-03
Philip Hammond	Express intent to cooperate	Martin Lidegaard	2014-09-18
Barack Obama	Express intent to cooperate	Pope Francis	2014-03-27
Mohamad Hanif Atmar	Sign formal agreement	North Atlantic Treaty Organization	2014-09-30
Mohamad Hanif Atmar	Sign formal agreement	North Atlantic Treaty Organization	2014-10-08
Mohamad Hanif Atmar	Sign formal agreement	North Atlantic Treaty Organization	2014-10-01
John Kerry	Engage in negotiation	Mohammad Javad Zarif	2014-02-03
John Kerry	Engage in negotiation	Mohammad Javad Zarif	2014-07-14
John Kerry	Engage in negotiation	Mohammad Javad Zarif	2014-11-09
John Kerry	Engage in negotiation	Mohammad Javad Zarif	2014-11-24
John Kerry	Engage in negotiation	Mohammad Javad Zarif	2014-11-23
John Kerry	Engage in negotiation	Mohammad Javad Zarif	2014-09-26
John Kerry	Engage in negotiation	Mohammad Javad Zarif	2014-10-15
John Kerry	Engage in negotiation	Mohammad Javad Zarif	2014-07-15
John Kerry	Engage in negotiation	Mohammad Javad Zarif	2014-07-16
John Kerry	Engage in negotiation	Mohammad Javad Zarif	2014-02-02
Head of Government (Ethiopia)	Engage in negotiation	Abdel Fattah Al-Sisi	2014-06-11
Xi Jinping	Engage in negotiation	Barack Obama	2014-03-24
Xi Jinping	Engage in negotiation	Barack Obama	2014-10-19
Xi Jinping	Engage in negotiation	Barack Obama	2014-06-07
Xi Jinping	Engage in negotiation	Barack Obama	2014-11-15
Xi Jinping	Engage in negotiation	Barack Obama	2014-11-14
Steve Vukhile Tshwete	Consult	Ministry (South Africa)	2014-09-16
Ashraf Ghani Ahmadzai	Consult	Xi Jinping	2014-10-29
Nuri al-Maliki	Discuss by telephone	Joseph Robinette Biden	2014-01-26
Nuri al-Maliki	Discuss by telephone	Joseph Robinette Biden	2014-01-28
Nuri al-Maliki	Discuss by telephone	Joseph Robinette Biden	2014-01-09
Nuri al-Maliki	Discuss by telephone	Joseph Robinette Biden	2014-01-08
Nuri al-Maliki	Discuss by telephone	Joseph Robinette Biden	2014-06-12
Nuri al-Maliki	Discuss by telephone	Joseph Robinette Biden	2014-01-07
Nuri al-Maliki	Discuss by telephone	Joseph Robinette Biden	2014-05-17
Iran	Sign formal agreement	Oman	2014-03-12
Iran	Sign formal agreement	Oman	2014-03-13
Rashtriya Swayamsevak Sangh	Consult	Shivraj Singh Chouhan	2014-07-06
Rashtriya Swayamsevak Sangh	Consult	Shivraj Singh Chouhan	2014-07-07
Islam Karimov	Consult	Xi Jinping	2014-09-12
Islam Karimov	Consult	Xi Jinping	2014-08-20
Abdel Fattah Al-Sisi	Meet at a 'third' location	John Kerry	2014-09-13
Iraq	Consult	Mohammad Javad Zarif	2014-12-11
Iraq	Consult	Mohammad Javad Zarif	2014-01-14
Iraq	Consult	Mohammad Javad Zarif	2014-08-25
Iraq	Consult	Mohammad Javad Zarif	2014-08-26
Iraq	Consult	Mohammad Javad Zarif	2014-01-25
Iraq	Consult	Mohammad Javad Zarif	2014-01-15
Iraq	Consult	Mohammad Javad Zarif	2014-12-09
Iraq	Consult	Mohammad Javad Zarif	2014-01-28
Foreign Affairs (Georgia)	Consult	Irakli Alasania	2014-08-26
Poland	Consult	Serbia	2014-10-31
Boko Haram	Sign formal agreement	Government (Nigeria)	2014-10-23
Boko Haram	Sign formal agreement	Government (Nigeria)	2014-10-21
Boko Haram	Sign formal agreement	Government (Nigeria)	2014-10-17
Boko Haram	Sign formal agreement	Government (Nigeria)	2014-10-27
Boko Haram	Sign formal agreement	Government (Nigeria)	2014-10-20
Sabah Khaled Al-Hamad Al-Sabah	Engage in negotiation	Head of Government (Palestinian Territory, Occupied)	2014-08-13
Sabah Khaled Al-Hamad Al-Sabah	Engage in negotiation	Head of Government (Palestinian Territory, Occupied)	2014-08-12
United Arab Emirates	Engage in negotiation	Uhuru Muigai Kenyatta	2014-11-27
United Arab Emirates	Engage in negotiation	Uhuru Muigai Kenyatta	2014-11-26
Elizabeth II	Consult	Giorgio Napolitano	2014-04-02
Massoud Barzani	Consult	Representatives (Iraq)	2014-06-18
Massoud Barzani	Consult	Representatives (Iraq)	2014-07-10
Angela Merkel	Meet at a 'third' location	Barack Obama	2014-08-09
Angela Merkel	Meet at a 'third' location	Barack Obama	2014-03-05
Angela Merkel	Meet at a 'third' location	Barack Obama	2014-04-17
Nicos Anastasiades	Consult	Victoria Nuland	2014-02-04
Company - Owner or Operator (Nigeria)	Consult	Yemi Osinbajo	2014-12-29
Afghanistan	Sign formal agreement	North Atlantic Treaty Organization	2014-10-02
Afghanistan	Sign formal agreement	North Atlantic Treaty Organization	2014-09-30
Afghanistan	Sign formal agreement	North Atlantic Treaty Organization	2014-02-03
Afghanistan	Sign formal agreement	North Atlantic Treaty Organization	2014-10-01
Afghanistan	Sign formal agreement	North Atlantic Treaty Organization	2014-10-03
Afghanistan	Sign formal agreement	North Atlantic Treaty Organization	2014-10-08
Afghanistan	Sign formal agreement	North Atlantic Treaty Organization	2014-10-10
Afghanistan	Sign formal agreement	North Atlantic Treaty Organization	2014-10-06
Afghanistan	Sign formal agreement	North Atlantic Treaty Organization	2014-10-14
Afghanistan	Sign formal agreement	North Atlantic Treaty Organization	2014-10-30
South Sudan	Consult	Djibouti	2014-08-26
South Sudan	Consult	Djibouti	2014-08-25
Xi Jinping	Consult	Tajikistan	2014-11-08
Xi Jinping	Consult	Tajikistan	2014-11-09
Thailand	Consult	Cambodia	2014-11-13
Thailand	Consult	Cambodia	2014-12-02
Thailand	Consult	Cambodia	2014-11-03
Afghanistan	Engage in negotiation	Tajikistan	2014-01-29
Afghanistan	Engage in negotiation	Tajikistan	2014-12-25
Japan	Sign formal agreement	Association of Southeast Asian Nations	2014-11-12
Alexei Miller	Consult	Algirdas Butkevičius	2014-02-11
Herve Ladsous	Consult	UN Security Council	2014-07-17
Herve Ladsous	Consult	UN Security Council	2014-12-10
Herve Ladsous	Consult	UN Security Council	2014-01-11
Herve Ladsous	Consult	UN Security Council	2014-03-06
Herve Ladsous	Consult	UN Security Council	2014-12-04
Herve Ladsous	Consult	UN Security Council	2014-01-10
Representatives (Turkey)	Consult	Ministry of Tourism (Turkey)	2014-06-04
Haider Al-Abadi	Discuss by telephone	Joseph Robinette Biden	2014-08-27
Representatives (Congo)	Sign formal agreement	National Transitional Council	2014-07-24
Representatives (Congo)	Sign formal agreement	National Transitional Council	2014-07-25
Iran	Engage in negotiation	Foreign Affairs (South Africa)	2014-06-15
Iran	Engage in negotiation	Foreign Affairs (South Africa)	2014-06-16
Iran	Engage in negotiation	Foreign Affairs (South Africa)	2014-06-19
Chuck Hagel	Consult	Sergey Kuzhugetovich Shoygu	2014-03-01
Chuck Hagel	Consult	Sergey Kuzhugetovich Shoygu	2014-04-28
Chuck Hagel	Consult	Sergey Kuzhugetovich Shoygu	2014-08-17
Chuck Hagel	Consult	Sergey Kuzhugetovich Shoygu	2014-04-29
Chuck Hagel	Consult	Sergey Kuzhugetovich Shoygu	2014-04-30
Chuck Hagel	Consult	Sergey Kuzhugetovich Shoygu	2014-03-20
Canada	Express intent to cooperate	Mexico	2014-02-21
Canada	Express intent to cooperate	Mexico	2014-08-24
Canada	Express intent to cooperate	Mexico	2014-06-27
Tajikistan	Consult	China	2014-03-27
Tajikistan	Consult	China	2014-05-20
Arseniy Yatsenyuk	Engage in negotiation	Angela Merkel	2014-02-18
Arseniy Yatsenyuk	Engage in negotiation	Angela Merkel	2014-02-17
Economist (Canada)	Consult	Joe Oliver	2014-10-14
Economist (Canada)	Consult	Joe Oliver	2014-10-15
Kazakhstan	Sign formal agreement	China	2014-12-14
Kazakhstan	Sign formal agreement	China	2014-05-19
Yariv Levin	Consult	Foreign Affairs (United States)	2014-02-27
Yariv Levin	Consult	Foreign Affairs (United States)	2014-02-14
Undersecretary (United States)	Consult	Majid Takht Ravanchi	2014-10-09
Undersecretary (United States)	Consult	Majid Takht Ravanchi	2014-10-08
Royal Administration (Pakistan)	Consult	Head of Government (Pakistan)	2014-02-16
Ministry (Nigeria)	Consult	Head of Government (Nigeria)	2014-05-19
Ministry (Nigeria)	Consult	Head of Government (Nigeria)	2014-07-09
Iran	Consult	Massoud Barzani	2014-07-17
