head	relation_x	tail	time_x
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-04-04
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-12-14
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-03-05
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-03-31
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-03-14
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-01-14
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-12-04
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-05-06
Barack Obama	Meet at a 'third' location	Xi Jinping	2014-03-25
Barack Obama	Meet at a 'third' location	Xi Jinping	2014-03-03
France	Meet at a 'third' location	Iran	2014-06-13
China	Meet at a 'third' location	Japan	2014-11-16
France	Meet at a 'third' location	Canada	2014-06-04
Mohammad Javad Zarif	Meet at a 'third' location	Iran	2014-01-15
Mohammad Javad Zarif	Meet at a 'third' location	Iran	2014-10-14
Japan	Meet at a 'third' location	North Korea	2014-01-28
Japan	Meet at a 'third' location	North Korea	2014-05-20
Japan	Meet at a 'third' location	North Korea	2014-05-27
Angela Merkel	Meet at a 'third' location	Barack Obama	2014-08-09
Angela Merkel	Meet at a 'third' location	Barack Obama	2014-03-05
Angela Merkel	Meet at a 'third' location	Barack Obama	2014-04-17
Xi Jinping	Meet at a 'third' location	Barack Obama	2014-03-25
Xi Jinping	Meet at a 'third' location	Barack Obama	2014-03-03
Xi Jinping	Meet at a 'third' location	Barack Obama	2014-03-27
Xi Jinping	Meet at a 'third' location	Barack Obama	2014-03-26
North Korea	Meet at a 'third' location	Japan	2014-09-29
North Korea	Meet at a 'third' location	Japan	2014-01-28
North Korea	Meet at a 'third' location	Japan	2014-03-02
North Korea	Meet at a 'third' location	Japan	2014-05-20
North Korea	Meet at a 'third' location	Japan	2014-05-27
Mohammad Javad Zarif	Meet at a 'third' location	Catherine Ashton	2014-11-18
Mohammad Javad Zarif	Meet at a 'third' location	Catherine Ashton	2014-05-27
Mohammad Javad Zarif	Meet at a 'third' location	Catherine Ashton	2014-10-16
Mohammad Javad Zarif	Meet at a 'third' location	Catherine Ashton	2014-07-19
Mohammad Javad Zarif	Meet at a 'third' location	Catherine Ashton	2014-09-05
Mohammad Javad Zarif	Meet at a 'third' location	Catherine Ashton	2014-10-15
Mohammad Javad Zarif	Meet at a 'third' location	Catherine Ashton	2014-10-30
Mohammad Javad Zarif	Meet at a 'third' location	Catherine Ashton	2014-11-09
Mohammad Javad Zarif	Meet at a 'third' location	Catherine Ashton	2014-09-01
Mohammad Javad Zarif	Meet at a 'third' location	Catherine Ashton	2014-05-26
South Korea	Meet at a 'third' location	Japan	2014-03-26
South Korea	Meet at a 'third' location	Japan	2014-11-16
South Korea	Meet at a 'third' location	Japan	2014-03-27
Benjamin Netanyahu	Meet at a 'third' location	John Kerry	2014-12-16
Benjamin Netanyahu	Meet at a 'third' location	John Kerry	2014-11-23
Benjamin Netanyahu	Meet at a 'third' location	John Kerry	2014-07-24
John Kerry	Meet at a 'third' location	Iraq	2014-06-23
Federica Mogherini	Meet at a 'third' location	Sergey Viktorovich Lavrov	2014-12-05
Mohammad Javad Zarif	Meet at a 'third' location	John Kerry	2014-02-03
Mohammad Javad Zarif	Meet at a 'third' location	John Kerry	2014-07-15
Mohammad Javad Zarif	Meet at a 'third' location	John Kerry	2014-11-10
Mohammad Javad Zarif	Meet at a 'third' location	John Kerry	2014-10-14
John Kerry	Meet at a 'third' location	Mohammad Javad Zarif	2014-02-03
John Kerry	Meet at a 'third' location	Mohammad Javad Zarif	2014-02-04
John Kerry	Meet at a 'third' location	Mohammad Javad Zarif	2014-11-10
John Kerry	Meet at a 'third' location	Iran	2014-07-13
François Hollande	Meet at a 'third' location	Barack Obama	2014-05-17
François Hollande	Meet at a 'third' location	Barack Obama	2014-08-09
Iran	Meet at a 'third' location	France	2014-06-18
Japan	Meet at a 'third' location	South Korea	2014-04-08
Japan	Meet at a 'third' location	South Korea	2014-03-26
Japan	Meet at a 'third' location	South Korea	2014-05-31
Benjamin Netanyahu	Meet at a 'third' location	Barack Obama	2014-08-13
Benjamin Netanyahu	Meet at a 'third' location	Barack Obama	2014-07-18
Benjamin Netanyahu	Meet at a 'third' location	Barack Obama	2014-08-14
Canada	Meet at a 'third' location	France	2014-06-04
Antonis Samaras	Meet at a 'third' location	Nicos Anastasiades	2014-11-07
Abdel Fattah Al-Sisi	Meet at a 'third' location	John Kerry	2014-09-13
Mohammad Javad Zarif	Meet at a 'third' location	Federica Mogherini	2014-09-26
Iran	Express intent to change institutions, regime	Iraq	2014-08-06
Barack Obama	Express intent to ease economic sanctions, boycott, or embargo	Iran	2014-06-08
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-07-07
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-07-01
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-07-04
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-05-30
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-06-04
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-10-27
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-05-31
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-06-11
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-06-30
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-07-17
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-06-22
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-05-29
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-07-16
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-06-05
Japan	Express intent to ease economic sanctions, boycott, or embargo	North Korea	2014-06-25
China	Express intent to ease economic sanctions, boycott, or embargo	Iran	2014-01-13
South Korea	Express intent to cooperate on intelligence	Japan	2014-12-30
South Korea	Express intent to cooperate on intelligence	Japan	2014-12-29
South Korea	Express intent to cooperate on intelligence	Japan	2014-12-26
Japan	Express intent to cooperate on intelligence	South Korea	2014-12-29
Japan	Express intent to cooperate on intelligence	South Korea	2014-12-26
Japan	Express intent to cooperate on intelligence	South Korea	2014-12-30
Barack Obama	Express intent to settle dispute	Xi Jinping	2014-05-18
Barack Obama	Express intent to settle dispute	Xi Jinping	2014-01-23
Barack Obama	Express intent to settle dispute	Xi Jinping	2014-01-01
Barack Obama	Express intent to settle dispute	Xi Jinping	2014-09-09
Barack Obama	Express intent to settle dispute	Xi Jinping	2014-11-12
China	Express intent to settle dispute	Japan	2014-09-11
China	Express intent to settle dispute	Japan	2014-12-31
Xi Jinping	Express intent to settle dispute	Barack Obama	2014-09-09
Xi Jinping	Express intent to settle dispute	Barack Obama	2014-11-12
Xi Jinping	Express intent to settle dispute	Barack Obama	2014-01-23
Xi Jinping	Express intent to settle dispute	Barack Obama	2014-05-18
South Korea	Express intent to settle dispute	Japan	2014-09-11
China	Express intent to settle dispute	Iran	2014-12-29
China	Express intent to settle dispute	Iran	2014-12-28
Japan	Express intent to settle dispute	South Korea	2014-09-11
John Kerry	Reject military cooperation	Iran	2014-09-16
John Kerry	Reject military cooperation	Iran	2014-09-15
South Korea	Reject judicial cooperation	Japan	2014-07-18
John Kerry	Accede to demands for change in institutions, regime	Iraq	2014-06-25
Foreign Affairs (United States)	Accede to demands for change in institutions, regime	Iraq	2014-08-31
China	Complain officially	Japan	2014-05-26
Citizen (India)	Complain officially	Employee (India)	2014-03-30
Citizen (India)	Complain officially	Employee (India)	2014-03-22
Citizen (India)	Complain officially	Employee (India)	2014-09-16
Citizen (India)	Complain officially	Employee (India)	2014-06-29
Citizen (India)	Complain officially	Employee (India)	2014-09-09
Head of Government (India)	Complain officially	Citizen (India)	2014-04-28
South Korea	Complain officially	Japan	2014-04-04
Citizen (India)	Complain officially	Head of Government (India)	2014-08-29
Citizen (India)	Complain officially	Head of Government (India)	2014-10-19
Citizen (India)	Complain officially	Head of Government (India)	2014-09-08
Citizen (India)	Complain officially	Medical Personnel (India)	2014-05-08
Citizen (India)	Complain officially	Medical Personnel (India)	2014-02-08
Court Judge (India)	Complain officially	Citizen (India)	2014-01-23
Leopoldo López	Complain officially	Citizen (Venezuela)	2014-10-01
Citizen (India)	Complain officially	Military Personnel (India)	2014-08-06
Citizen (India)	Complain officially	Military Personnel (India)	2014-08-05
Citizen (Kenya)	Complain officially	Police (Kenya)	2014-05-12
Citizen (India)	Complain officially	Governor (India)	2014-11-05
Citizen (India)	Complain officially	Governor (India)	2014-11-27
Labor Union (India)	Complain officially	Citizen (India)	2014-09-24
Employee (India)	Complain officially	Citizen (India)	2014-02-03
Employee (India)	Complain officially	Citizen (India)	2014-09-26
Employee (India)	Complain officially	Citizen (India)	2014-09-03
Employee (India)	Complain officially	Citizen (India)	2014-09-19
Employee (India)	Complain officially	Citizen (India)	2014-01-24
Citizen (Nigeria)	Complain officially	Rauf Aregbesola	2014-11-19
Foreign Affairs (South Korea)	Complain officially	Japan	2014-06-23
South Korea	Appeal for diplomatic cooperation (such as policy support)	North Korea	2014-09-11
Citizen (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Member of the Judiciary (Nigeria)	2014-10-13
Muhammadu Buhari	Appeal for diplomatic cooperation (such as policy support)	Citizen (Nigeria)	2014-10-14
Police (Kenya)	Appeal for diplomatic cooperation (such as policy support)	Citizen (Kenya)	2014-07-21
Police (Kenya)	Appeal for diplomatic cooperation (such as policy support)	Citizen (Kenya)	2014-01-13
Citizen (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Government (Nigeria)	2014-10-21
Citizen (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Government (Nigeria)	2014-06-17
Citizen (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Government (Nigeria)	2014-07-25
Citizen (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Government (Nigeria)	2014-06-23
Citizen (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Government (Nigeria)	2014-02-28
Citizen (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Government (Nigeria)	2014-04-28
Citizen (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Government (Nigeria)	2014-09-08
Citizen (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Government (Nigeria)	2014-08-29
Citizen (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Government (Nigeria)	2014-11-28
Citizen (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Government (Nigeria)	2014-01-07
Citizen (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Government (Nigeria)	2014-05-09
Uhuru Muigai Kenyatta	Appeal for diplomatic cooperation (such as policy support)	Citizen (Kenya)	2014-02-07
Uhuru Muigai Kenyatta	Appeal for diplomatic cooperation (such as policy support)	Citizen (Kenya)	2014-05-06
Uhuru Muigai Kenyatta	Appeal for diplomatic cooperation (such as policy support)	Citizen (Kenya)	2014-06-10
Uhuru Muigai Kenyatta	Appeal for diplomatic cooperation (such as policy support)	Citizen (Kenya)	2014-05-08
China	Appeal for diplomatic cooperation (such as policy support)	Japan	2014-07-15
China	Appeal for diplomatic cooperation (such as policy support)	Japan	2014-07-08
China	Appeal for diplomatic cooperation (such as policy support)	Japan	2014-01-29
John Kerry	Appeal for diplomatic cooperation (such as policy support)	China	2014-02-15
John Kerry	Appeal for diplomatic cooperation (such as policy support)	China	2014-07-10
UN Security Council	Appeal for diplomatic cooperation (such as policy support)	Sudan	2014-04-03
Government (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Citizen (Nigeria)	2014-07-29
Government (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Citizen (Nigeria)	2014-05-23
Government (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Citizen (Nigeria)	2014-08-04
Government (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Citizen (Nigeria)	2014-05-02
Barack Obama	Appeal for diplomatic cooperation (such as policy support)	Iran	2014-11-17
Barack Obama	Appeal for diplomatic cooperation (such as policy support)	Iran	2014-03-24
Mohammad Javad Zarif	Appeal for diplomatic cooperation (such as policy support)	Iran	2014-01-14
Citizen (Kenya)	Appeal for diplomatic cooperation (such as policy support)	Government (Kenya)	2014-10-06
Citizen (Kenya)	Appeal for diplomatic cooperation (such as policy support)	Government (Kenya)	2014-08-05
Citizen (South Korea)	Appeal for diplomatic cooperation (such as policy support)	South Korea	2014-05-22
Xi Jinping	Appeal for diplomatic cooperation (such as policy support)	Military (China)	2014-10-08
Xi Jinping	Appeal for diplomatic cooperation (such as policy support)	Military (China)	2014-08-01
Xi Jinping	Appeal for diplomatic cooperation (such as policy support)	Military (China)	2014-07-31
Citizen (India)	Appeal for diplomatic cooperation (such as policy support)	Employee (India)	2014-10-27
Citizen (India)	Appeal for diplomatic cooperation (such as policy support)	Employee (India)	2014-01-21
Citizen (India)	Appeal for diplomatic cooperation (such as policy support)	Employee (India)	2014-12-08
Court Judge (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Citizen (Nigeria)	2014-08-26
Alex Salmond	Appeal for diplomatic cooperation (such as policy support)	Citizen (United Kingdom)	2014-08-19
Malaysia	Appeal for diplomatic cooperation (such as policy support)	Citizen (Malaysia)	2014-09-26
Head of Government (India)	Appeal for diplomatic cooperation (such as policy support)	Citizen (India)	2014-12-23
William Ruto	Appeal for diplomatic cooperation (such as policy support)	Citizen (Kenya)	2014-03-10
William Ruto	Appeal for diplomatic cooperation (such as policy support)	Citizen (Kenya)	2014-03-17
William Ruto	Appeal for diplomatic cooperation (such as policy support)	Citizen (Kenya)	2014-01-09
China	Appeal for diplomatic cooperation (such as policy support)	Malaysia	2014-04-01
China	Appeal for diplomatic cooperation (such as policy support)	Malaysia	2014-03-31
China	Appeal for diplomatic cooperation (such as policy support)	Malaysia	2014-03-12
Ministry (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Citizen (Nigeria)	2014-11-11
Ministry (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Citizen (Nigeria)	2014-09-03
Ministry (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Citizen (Nigeria)	2014-06-30
Ministry (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Citizen (Nigeria)	2014-07-07
Ministry (Nigeria)	Appeal for diplomatic cooperation (such as policy support)	Citizen (Nigeria)	2014-11-24
South Korea	Appeal for diplomatic cooperation (such as policy support)	Japan	2014-05-01
Xi Jinping	Appeal for diplomatic cooperation (such as policy support)	China	2014-09-12
Xi Jinping	Appeal for diplomatic cooperation (such as policy support)	China	2014-06-06
