relation test,relation train,#implication,#rel_test,percentage
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to cooperate militarily,1065,976,1.091188524590164
Express intent to engage in diplomatic cooperation (such as policy support),Reduce or stop economic assistance,473,976,0.48463114754098363
Express intent to engage in diplomatic cooperation (such as policy support),Engage in mass killings,1,976,0.0010245901639344263
Express intent to engage in diplomatic cooperation (such as policy support),Veto,3,976,0.0030737704918032786
Express intent to engage in diplomatic cooperation (such as policy support),"Demand change in institutions, regime",26,976,0.02663934426229508
Express intent to engage in diplomatic cooperation (such as policy support),Demand material cooperation,216,976,0.22131147540983606
Express intent to engage in diplomatic cooperation (such as policy support),Threaten to reduce or stop aid,111,976,0.11372950819672131
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to engage in material cooperation,79,976,0.08094262295081968
Express intent to engage in diplomatic cooperation (such as policy support),Demand intelligence cooperation,59,976,0.060450819672131145
Express intent to engage in diplomatic cooperation (such as policy support),Forgive,21,976,0.02151639344262295
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to mediate,61,976,0.0625
Express intent to engage in diplomatic cooperation (such as policy support),Appeal to others to settle dispute,139,976,0.14241803278688525
Express intent to engage in diplomatic cooperation (such as policy support),Appeal for aid,214,976,0.2192622950819672
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to change policy,24,976,0.02459016393442623
Express intent to engage in diplomatic cooperation (such as policy support),"Refuse to ease economic sanctions, boycott, or embargo",70,976,0.07172131147540983
Express intent to engage in diplomatic cooperation (such as policy support),Reduce or stop military assistance,30,976,0.030737704918032786
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to cooperate on intelligence,260,976,0.26639344262295084
Express intent to engage in diplomatic cooperation (such as policy support),Demobilize armed forces,0,976,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Demand settling of dispute,43,976,0.04405737704918033
Express intent to engage in diplomatic cooperation (such as policy support),Reject request for military protection or peacekeeping,2,976,0.0020491803278688526
Express intent to engage in diplomatic cooperation (such as policy support),"Express intent to ease economic sanctions, boycott, or embargo",27,976,0.027663934426229508
Express intent to engage in diplomatic cooperation (such as policy support),Reject economic cooperation,50,976,0.05122950819672131
Express intent to engage in diplomatic cooperation (such as policy support),Appeal for military cooperation,18,976,0.018442622950819672
Express intent to engage in diplomatic cooperation (such as policy support),Demand political reform,0,976,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Destroy property,4,976,0.004098360655737705
Express intent to engage in diplomatic cooperation (such as policy support),Ease state of emergency or martial law,3,976,0.0030737704918032786
Express intent to engage in diplomatic cooperation (such as policy support),Receive inspectors,4,976,0.004098360655737705
Express intent to engage in diplomatic cooperation (such as policy support),Appeal for easing of political dissent,27,976,0.027663934426229508
Express intent to engage in diplomatic cooperation (such as policy support),Threaten with repression,8,976,0.00819672131147541
Express intent to engage in diplomatic cooperation (such as policy support),Appeal for rights,185,976,0.18954918032786885
Express intent to engage in diplomatic cooperation (such as policy support),"Express intent to change institutions, regime",20,976,0.020491803278688523
Express intent to engage in diplomatic cooperation (such as policy support),Reject military cooperation,2,976,0.0020491803278688526
Express intent to engage in diplomatic cooperation (such as policy support),Ease ban on political parties or politicians,1,976,0.0010245901639344263
Express intent to engage in diplomatic cooperation (such as policy support),Reject mediation,23,976,0.0235655737704918
Express intent to engage in diplomatic cooperation (such as policy support),Threaten to impose curfew,0,976,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Halt mediation,5,976,0.005122950819672131
Express intent to engage in diplomatic cooperation (such as policy support),Demand economic cooperation,2,976,0.0020491803278688526
Express intent to engage in diplomatic cooperation (such as policy support),Threaten to halt negotiations,12,976,0.012295081967213115
Express intent to engage in diplomatic cooperation (such as policy support),Demand military aid,10,976,0.010245901639344262
Express intent to engage in diplomatic cooperation (such as policy support),Reject request for humanitarian aid,34,976,0.03483606557377049
Express intent to engage in diplomatic cooperation (such as policy support),Demand easing of political dissent,0,976,0.0
Express intent to engage in diplomatic cooperation (such as policy support),"Reject request for change in institutions, regime",0,976,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Ease curfew,3,976,0.0030737704918032786
Express intent to engage in diplomatic cooperation (such as policy support),Reject request for economic aid,2,976,0.0020491803278688526
Express intent to engage in diplomatic cooperation (such as policy support),Threaten to halt international involvement (non-mediation),2,976,0.0020491803278688526
Express intent to engage in diplomatic cooperation (such as policy support),Threaten to impose state of emergency or martial law,0,976,0.0
Provide humanitarian aid,Accede to demands for rights,133,172,0.7732558139534884
Provide humanitarian aid,Confiscate property,2474,172,14.383720930232558
Provide humanitarian aid,Express intent to allow international involvement (non-mediation),0,172,0.0
Provide humanitarian aid,Increase police alert status,9,172,0.05232558139534884
Provide humanitarian aid,Mobilize or increase police power,8,172,0.046511627906976744
Provide humanitarian aid,Seize or damage property,67,172,0.38953488372093026
Provide humanitarian aid,Reject request for military protection or peacekeeping,1,172,0.005813953488372093
Provide humanitarian aid,Appeal for military cooperation,0,172,0.0
Provide humanitarian aid,Reject mediation,3,172,0.01744186046511628
Provide humanitarian aid,Threaten to impose curfew,0,172,0.0
Provide humanitarian aid,Halt mediation,7,172,0.040697674418604654
Provide humanitarian aid,Demand economic cooperation,0,172,0.0
Provide humanitarian aid,Reject request for humanitarian aid,0,172,0.0
Provide humanitarian aid,Ease curfew,0,172,0.0
Make optimistic comment,Accede to demands for rights,19,442,0.042986425339366516
Make optimistic comment,Express intent to allow international involvement (non-mediation),0,442,0.0
Make optimistic comment,Express intent to cooperate economically,434,442,0.9819004524886877
Make optimistic comment,"Defy norms, law",119,442,0.2692307692307692
Make optimistic comment,Cooperate economically,515,442,1.165158371040724
Make optimistic comment,Express intent to settle dispute,656,442,1.4841628959276019
Make optimistic comment,Appeal for intelligence,643,442,1.4547511312217194
Make optimistic comment,Halt negotiations,496,442,1.1221719457013575
Make optimistic comment,Accede to demands for change in policy,41,442,0.09276018099547512
Make optimistic comment,Express intent to de-escalate military engagement,150,442,0.3393665158371041
Make optimistic comment,Demonstrate military or police power,146,442,0.33031674208144796
Make optimistic comment,Provide military protection or peacekeeping,40,442,0.09049773755656108
Make optimistic comment,Express intent to yield,37,442,0.083710407239819
Make optimistic comment,Receive deployment of peacekeepers,8,442,0.01809954751131222
Make optimistic comment,Demand diplomatic cooperation (such as policy support),409,442,0.9253393665158371
Make optimistic comment,Appeal for political reform,8,442,0.01809954751131222
Make optimistic comment,Impose state of emergency or martial law,3,442,0.006787330316742082
Make optimistic comment,"Reject plan, agreement to settle dispute",483,442,1.092760180995475
Make optimistic comment,Reject judicial cooperation,7,442,0.01583710407239819
Make optimistic comment,"Declare truce, ceasefire",209,442,0.47285067873303166
Make optimistic comment,"Return, release property",38,442,0.08597285067873303
Make optimistic comment,Express intent to cooperate militarily,164,442,0.37104072398190047
Make optimistic comment,Reduce or stop economic assistance,151,442,0.3416289592760181
Make optimistic comment,Veto,220,442,0.497737556561086
Make optimistic comment,Demand material cooperation,36,442,0.08144796380090498
Make optimistic comment,Threaten to reduce or stop aid,18,442,0.04072398190045249
Make optimistic comment,Express intent to mediate,28,442,0.06334841628959276
Make optimistic comment,Appeal for aid,289,442,0.6538461538461539
Make optimistic comment,Impose curfew,0,442,0.0
Make optimistic comment,Express intent to change policy,9,442,0.020361990950226245
Make optimistic comment,"Refuse to ease economic sanctions, boycott, or embargo",12,442,0.027149321266968326
Make optimistic comment,Express intent to cooperate on intelligence,30,442,0.06787330316742081
Make optimistic comment,Demand material aid,1,442,0.0022624434389140274
Make optimistic comment,Demand humanitarian aid,0,442,0.0
Make optimistic comment,Demand settling of dispute,13,442,0.029411764705882353
Make optimistic comment,Reject request for military protection or peacekeeping,1,442,0.0022624434389140274
Make optimistic comment,"Express intent to ease economic sanctions, boycott, or embargo",13,442,0.029411764705882353
