,head,relation,tail,time
16892,Government (Nigeria),Appeal for diplomatic cooperation (such as policy support),Citizen (Nigeria),2014-07-29
16893,Foreign Affairs (South Korea),Demand,Japan,2014-01-30
16894,Jakaya Mrisho Kikwete,Praise or endorse,Citizen (Tanzania),2008-03-01
16895,Governor (Thailand),Make statement,Thailand,2006-04-25
16896,Hakainde Hichilema,Criticize or denounce,Citizen (Zambia),2015-01-23
16897,Police (South Korea),Investigate,Criminal (South Korea),2005-07-22
16898,Israeli Defense Forces,fight with small arms and light weapons,"Children (Palestinian Territory, Occupied)",2006-02-26
16899,UN Security Council,"Impose embargo, boycott, or sanctions",Iran,2012-05-22
16900,Qin Gang,Make statement,China,2006-09-27
16901,Royal Administration (Jordan),Make statement,Middle East,2006-09-14
16902,Islamic Preacher (Iran),Make an appeal or request,Iran,2012-08-03
16903,Nabih Berri,Praise or endorse,Iran,2014-03-01
16904,Japan,Consult,China,2005-12-11
16905,South Korea,Host a visit,Grand National Party,2010-03-28
16906,Special Court for Sierra Leone,"Arrest, detain, or charge with legal action",Charles Taylor,2013-10-17
16907,Lee Myung Bak,Make a visit,South Korea,2010-12-13
16908,Moro Islamic Liberation Front,Use conventional military force,Military (Philippines),2008-07-26
16909,Police (Indonesia),"Arrest, detain, or charge with legal action",Men (Indonesia),2015-10-19
16910,Police (Australia),Accuse,Citizen (Australia),2008-07-29
16911,Pervez Musharraf,Express intent to meet or negotiate,Iran,2007-02-03
16912,Criminal (Brazil),Use unconventional violence,Citizen (Brazil),2005-04-10
16913,Tzipi Livni,Consult,Shimon Peres,2006-11-20
16914,Activist (Syria),Make statement,Armed Rebel (Syria),2013-06-09
16915,Insurgent (Thailand),Use unconventional violence,Military Personnel (Thailand),2013-08-05
16916,Iran,Make statement,Iraq,2009-07-10
16917,Wen Jiabao,Engage in negotiation,Yoshihiko Noda,2012-03-02
16918,France,Sign formal agreement,Iran,2015-08-20
16919,Court Judge (United Kingdom),"Arrest, detain, or charge with legal action",Citizen (United Kingdom),2007-12-14
16920,Henry M. Paulson,Make an appeal or request,China,2007-04-14
16921,South Korea,Express intent to meet or negotiate,China,2006-09-23
16922,Yemen,Make statement,Criminal (Yemen),2011-11-20
16923,China,Engage in negotiation,Japan,2006-10-17
16924,Benjamin Netanyahu,Consult,Israeli Defense Forces,2011-10-18
16925,France,Sign formal agreement,Togo,2009-03-02
16926,Haider Al-Abadi,Make statement,Iraq,2015-03-28
16927,Lawyer/Attorney (Uganda),Make statement,Constitutional Court (Uganda),2011-08-19
16928,Military Personnel - Special (Afghanistan),fight with small arms and light weapons,Attacker (Afghanistan),2008-04-29
16929,Monastery (China),Demonstrate or rally,China,2008-03-25
16930,Mexico,Express intent to meet or negotiate,Japan,2005-04-13
16931,Wen Jiabao,Make a visit,Japan,2011-05-28
16932,Iran,Make statement,Media Personnel (Iran),2008-01-30
16933,Iran,Criticize or denounce,Barack Obama,2013-09-17
16934,Mahmoud Ahmadinejad,Accuse,Iran,2011-07-21
16935,Yoshihiko Noda,Make statement,Japan,2012-08-13
16936,Benjamin Netanyahu,Accuse,Iran,2010-04-23
16937,Angela Merkel,Make statement,France,2005-11-23
16938,China,Reduce or break diplomatic relations,Treasury/Finance Ministry (Japan),2008-11-06
16939,Cambodia,Express intent to cooperate,Thailand,2015-09-01
16940,France,Criticize or denounce,Angela Merkel,2012-05-02
16941,Japan,Express intent to provide material aid,Vietnam,2008-09-03
16942,China,Host a visit,South Korea,2010-08-27
16943,China,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2013-02-26
16944,Iran,Host a visit,Iraq,2005-12-01
16945,Iraq,Host a visit,Iran,2008-03-05
16946,Thailand,Host a visit,Japan,2015-01-23
16947,City Mayor (Philippines),Make statement,Police (Philippines),2009-08-23
16948,Foreign Affairs (Israel),Consult,Foreign Affairs (Argentina),2013-02-12
16949,Nuri al-Maliki,Consult,Barack Obama,2009-07-15
16950,Lawyer/Attorney (South Korea),"Arrest, detain, or charge with legal action",Head of Government (South Korea),2009-11-17
16951,Ministry (Vietnam),Make statement,Vietnam,2007-07-13
16952,Joao Miranda,Make statement,Angola,2007-03-14
16953,Environment Department/Ministry (Kenya),Consult,Mwai Kibaki,2012-02-20
16954,Citizen (Uganda),Use unconventional violence,Police (Uganda),2008-08-27
16955,Gideon Sa'ar,Make an appeal or request,Benjamin Netanyahu,2012-10-18
16956,Citizen (Nigeria),Accuse,Government (Nigeria),2012-04-16
16957,Iran,Host a visit,Yemen,2015-03-03
16958,Military (Philippines),"Return, release person(s)",Police (Philippines),2011-10-10
16959,Foreign Affairs (France),Make statement,France,2009-07-07
16960,Thailand,Express intent to cooperate,Vietnam,2013-06-26
16961,Cambodia,Consult,Vietnam,2011-11-15
16962,Japan,Sign formal agreement,China,2006-10-27
16963,Police (Malaysia),Demand,Women (Malaysia),2009-06-23
16964,Japan,Host a visit,Special Rapporteurs of the United Nations,2005-10-29
16965,Women (Australia),Use unconventional violence,Police (Australia),2008-07-23
16966,Jack Straw,Make a visit,Iraq,2005-11-22
16967,George Akume,Accuse,Government (Nigeria),2015-01-29
16968,Iran,Express intent to meet or negotiate,Djibouti,2011-01-09
16969,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),Colombia,2011-05-31
16970,Citizen (Australia),Use unconventional violence,Police (Australia),2008-02-17
16971,China,Express intent to cooperate,Japan,2009-05-04
16972,Ma Biao,Make statement,China,2010-09-10
16973,Barack Obama,Sign formal agreement,Muhammad VI,2014-04-03
16974,Xi Jinping,Express intent to cooperate,Islam Karimov,2014-08-19
16975,Foreign Affairs (Portugal),Demand,Portugal,2006-10-05
16976,Military (Ukraine),Accuse,Armed Rebel (Ukraine),2014-07-28
16977,Domestic Affairs (Colombia),Consult,Jesse Chacón,2006-01-30
16978,Police (Australia),Use conventional military force,Citizen (Australia),2015-11-06
16979,Police (Australia),Express intent to cooperate,Media Personnel (Australia),2008-12-29
16980,Yemen,Engage in diplomatic cooperation,Eritrea,2005-01-01
16981,Japan,Express intent to meet or negotiate,China,2007-07-13
16982,Barack Obama,Praise or endorse,Dmitry Anatolyevich Medvedev,2012-05-10
16983,South Korea,Consult,Middle East,2007-12-12
16984,Mahmoud Abbas,Make optimistic comment,Barack Obama,2010-10-04
16985,Police (Australia),Use conventional military force,Citizen (Australia),2005-06-09
16986,Kazakhstan,Express intent to meet or negotiate,South Korea,2007-10-05
16987,Ethiopia,Host a visit,South Sudan,2012-03-09
16988,Police (Australia),Make an appeal or request,Citizen (Australia),2009-01-23
16989,Iraq,Use conventional military force,Iran,2005-12-01
16990,Israeli Defense Forces,Use conventional military force,"Armed Gang (Palestinian Territory, Occupied)",2007-08-27
16991,Mahmoud Ahmadinejad,Demand,Iran,2006-08-29
16992,South Korea,Consult,Japan,2007-03-15
16993,China,Make optimistic comment,Japan,2013-06-04
16994,Barack Obama,Express intent to meet or negotiate,Benjamin Netanyahu,2015-11-09
16995,Police (Indonesia),"Arrest, detain, or charge with legal action",Men (Indonesia),2013-01-09
16996,Vietnam,Make a visit,China,2008-05-30
16997,Healthcare Facility (Chile),Make statement,Augusto Pinochet,2005-05-19
16998,Cabinet / Council of Ministers / Advisors (Yemen),Praise or endorse,Ali Abdullah Saleh,2006-11-21
16999,Citizen (Uganda),Appeal for easing of administrative sanctions,Police (Uganda),2009-06-09
17000,Kazakhstan,Express intent to meet or negotiate,Serik Akhmetov,2012-11-12
17001,High Commission for Refugees,Make a visit,Sudan,2008-10-07
17002,Iran,Cooperate economically,China,2014-02-19
17003,Court Judge (India),"Arrest, detain, or charge with legal action",Men (India),2008-08-01
17004,Thailand,Consult,Vietnam,2015-08-05
17005,Japan,Criticize or denounce,China,2012-12-13
17006,Barack Obama,Consult,Iran,2013-09-17
17007,Peter Costello,Make empathetic comment,Citizen (Australia),2007-06-06
17008,Police (Australia),Ease administrative sanctions,Citizen (Australia),2007-10-19
17009,Head of Government (Cuba),Sign formal agreement,Barack Obama,2009-06-16
17010,Wen Jiabao,Make statement,China,2005-04-18
17011,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2006-01-04
17012,Japan Self-Defense Forces,Make a visit,China,2008-04-23
17013,Police (Australia),Engage in material cooperation,Thailand,2005-01-04
17014,China,Engage in negotiation,South Korea,2010-05-14
17015,Kuwait,Host a visit,Nuri al-Maliki,2006-07-04
17016,Murtala Nyako,Make an appeal or request,Citizen (Nigeria),2014-12-03
17017,Cristina Fernández de Kirchner,Accuse,Alberto Fernández,2005-12-24
17018,African Union,Make a visit,Ethiopia,2012-07-10
17019,High Commission for Refugees,Make a visit,Vietnam,2005-08-05
17020,South Korea,Consult,China,2015-10-26
17021,Citizen (Thailand),"Reject plan, agreement to settle dispute",Abhisit Vejjajiva,2010-03-29
17022,Citizen (Sudan),Use unconventional violence,Police (Sudan),2007-04-02
17023,Guatemala,Make statement,Mexico,2006-12-02
17024,China,Host a visit,Cabinet / Council of Ministers / Advisors (United States),2012-05-09
17025,Roh Moo Hyun,Praise or endorse,Lee Myung Bak,2007-12-28
17026,Vanuatu,"Arrest, detain, or charge with legal action",Citizen (Australia),2007-01-13
17027,Labor Union (Nigeria),Use conventional military force,Citizen (Nigeria),2011-07-14
17028,France,Make an appeal or request,UN Security Council,2015-11-19
17029,Ministry (Egypt),Consult,Abdel Fattah Al-Sisi,2015-09-22
17030,Xi Jinping,Consult,Barack Obama,2014-07-15
17031,Boko Haram,Use conventional military force,Citizen (Nigeria),2013-11-06
17032,Japan,Make an appeal or request,China,2009-03-20
17033,Iran,Consult,China,2014-09-25
17034,Dmitry Anatolyevich Medvedev,Make an appeal or request,Kazakhstan,2008-05-22
17035,Vietnam,Consult,China,2007-02-26
17036,Mohammad Ali Jafari,Make statement,Iran,2008-06-30
17037,Christine Lagarde,Make statement,France,2008-06-05
17038,Ministry (Brazil),Make an appeal or request,Citizen (Brazil),2009-07-05
17039,Mahmoud Ahmadinejad,Make a visit,Iraq,2013-07-16
17040,Police (Australia),Accuse,Women (Australia),2006-03-09
17041,Other Authorities / Officials (Nigeria),Provide humanitarian aid,Citizen (Nigeria),2014-03-27
17042,Japan,Engage in diplomatic cooperation,China,2007-04-11
17043,Umaru Musa Yar'Adua,Criticize or denounce,Jonah David Jang,2009-01-12
17044,Ministry (Venezuela),Make statement,Colombia,2009-11-07
17045,Dmitry Anatolyevich Medvedev,Sign formal agreement,Gurbanguly Berdymukhammedov,2008-07-04
17046,China,Host a visit,Angela Merkel,2014-10-08
17047,Qin Gang,Make statement,China,2006-12-05
17048,Mexico,Host a visit,Xi Jinping,2013-05-31
17049,Muhammadu Buhari,Praise or endorse,Niger,2015-05-29
17050,Police (Australia),Use conventional military force,Citizen (Australia),2015-07-18
17051,Police (Australia),Make an appeal or request,Lawyer/Attorney (Australia),2006-12-14
17052,Mahmoud Ahmadinejad,Make statement,Iran,2007-11-12
17053,Mexico,"Arrest, detain, or charge with legal action",Criminal (Mexico),2013-01-24
17054,France,Host a visit,Gerhard Schröder,2005-09-30
17055,Lawyer/Attorney (Australia),Demand,Citizen (Australia),2009-01-23
17056,China,Express intent to meet or negotiate,South Korea,2012-08-17
17057,Member of Parliament (Botswana),Make statement,Government (Botswana),2015-12-03
17058,Court Judge (India),Reject,Men (India),2009-10-26
17059,Bala Abdulkadir Mohammed,Accuse,Citizen (Nigeria),2014-12-29
17060,South Africa,Express intent to meet or negotiate,Mexico,2005-07-06
17061,China,Engage in symbolic act,Rupiah Banda,2009-12-16
17062,Citizen (United Kingdom),Appeal to yield,Court Judge (United Kingdom),2005-11-24
17063,Mahmoud Ahmadinejad,Consult,Oman,2007-05-15
17064,Muhammadu Buhari,Make an appeal or request,Citizen (Nigeria),2015-05-13
17065,Military (Philippines),Praise or endorse,Police (Philippines),2015-07-21
17066,Ministry (Nigeria),Engage in diplomatic cooperation,Education (Nigeria),2015-09-11
17067,Ma Ying Jeou,Sign formal agreement,China,2010-04-28
17068,Media Personnel (Australia),Make statement,Police (Australia),2013-01-16
17069,China,Host a visit,Defense / Security Ministry (United States),2007-11-06
17070,China,Express intent to cooperate,Kazakhstan,2011-05-02
17071,Japan,Express intent to cooperate,South Africa,2007-10-30
17072,Government (Pakistan),Provide economic aid,China,2009-01-23
17073,South Sudan,Accuse,Sudan,2012-12-28
17074,Media Personnel (Australia),Make statement,Election Commission (Australia),2013-09-07
17075,Ministry (Egypt),Make a visit,China,2005-04-10
17076,Citizen (Sudan),Make an appeal or request,Sudan,2008-07-14
17077,Boris Johnson,Make a visit,China,2013-12-02
17078,Barack Obama,Engage in negotiation,Mahmoud Abbas,2009-04-26
17079,Uhuru Muigai Kenyatta,Consult,Xi Jinping,2013-08-21
17080,Lien Chan,Make a visit,China,2005-05-09
17081,Citizen (Uganda),Reject,National Resistance Movement,2008-10-10
17082,Government (Germany),Deny responsibility,Iran,2011-06-01
17083,Police (Malaysia),"Arrest, detain, or charge with legal action",Men (Malaysia),2009-02-18
17084,Armed Rebel (Yemen),Occupy territory,Yemen,2015-04-20
17085,Media Personnel (Thailand),Make statement,Governor (Thailand),2008-03-17
17086,Police (South Korea),Investigate,Lawyer/Attorney (South Korea),2014-08-21
17087,Laos,Engage in diplomatic cooperation,Vietnam,2005-01-07
17088,Thailand,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-12-23
17089,Dmitry Anatolyevich Medvedev,Consult,Angela Merkel,2012-05-19
17090,Tony Blair,Make statement,Middle East,2006-11-15
17091,Police (Australia),Investigate,Citizen (Australia),2014-08-20
17092,Police (Kenya),"Arrest, detain, or charge with legal action",Men (Kenya),2014-05-26
17093,Military (Mexico),Use conventional military force,Organized Crime (Mexico),2010-05-28
17094,Sarath Fonseka,Make statement,Army Personnel (Sri Lanka),2009-04-24
17095,Moro National Liberation Front,Use conventional military force,Military (Philippines),2015-04-02
17096,Citizen (Nigeria),Accuse,Government (Nigeria),2010-04-28
17097,Ministry (Nigeria),Appeal for diplomatic cooperation (such as policy support),Citizen (Nigeria),2012-05-28
17098,Benjamin Netanyahu,Engage in negotiation,Federica Mogherini,2015-03-20
17099,Cabinet / Council of Ministers / Advisors (United States),Make a visit,Japan,2010-05-22
17100,Dmitry Anatolyevich Medvedev,Consult,Yoshihiko Noda,2012-03-29
17101,Other Authorities / Officials (Nigeria),Make statement,Government (Nigeria),2015-12-03
17102,Police (South Africa),Investigate,South Africa,2012-01-09
17103,UN Security Council,Make a visit,Sudan,2006-06-01
17104,South Korea,Sign formal agreement,China,2008-01-31
17105,High Ranking Military Personnel (Sudan),Make statement,Sudan,2006-07-03
17106,Wen Jiabao,Express intent to meet or negotiate,Dmitry Anatolyevich Medvedev,2012-11-30
17107,South Korea,Make a visit,Sudan,2007-08-20
17108,Iran,Praise or endorse,Mahmoud Ahmadinejad,2010-10-03
17109,Armed Gang (Thailand),Use unconventional violence,Military Personnel (Thailand),2006-08-26
17110,Japan,Engage in negotiation,China,2008-10-24
17111,Bala Abdulkadir Mohammed,Make statement,Government (Nigeria),2011-09-02
17112,Police (Uganda),"Arrest, detain, or charge with legal action",Citizen (Uganda),2007-02-28
17113,Citizen (United Kingdom),Make pessimistic comment,Tony Blair,2006-09-24
17114,Mahmoud Ahmadinejad,Make statement,Iran,2013-04-08
17115,Media Personnel (Iran),Make statement,Catherine Ashton,2010-10-11
17116,France,Employ aerial weapons,Armed Rebel (Mali),2013-01-14
17117,Mahmoud Ahmadinejad,Make statement,Middle East,2009-12-02
17118,Yemen,Engage in diplomatic cooperation,Qatar,2014-03-30
17119,Member of Parliament (Botswana),Make an appeal or request,Government (Botswana),2015-12-01
17120,Sudan,Express intent to engage in diplomatic cooperation (such as policy support),South Sudan,2012-03-02
17121,Lawyer/Attorney (Australia),Make statement,Royal Administration (Australia),2012-01-17
17122,Israeli Defense Forces,Use conventional military force,"Children (Palestinian Territory, Occupied)",2014-02-14
17123,Ethiopia,Host a visit,African Union,2009-02-05
17124,Protester (Egypt),"Protest violently, riot",Police (Egypt),2013-02-10
